method,reference_scene_id,master_sequence_id,scene_id,sequence_id,order_id,prefix,T,prediction_digest,id_switches,transition_opportunities,id_switch_rate,active_correct_matches,active_wrong_matches,births,false_births,rejected_births,fragmentation_count,merge_count,gap_opportunities,reactivation_attempts,predicted_reactivation_events,correct_reactivations,wrong_reactivations,no_attempts,reactivation_accuracy,reactivation_precision,reactivation_recall,reactivation_coverage
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_09-scene0079_05-scene0079_04-scene0079_03-scene0079_07,scene0079_09-scene0079_05-scene0079_04-scene0079_03-scene0079_07,scene0079_09-scene0079_05-scene0079_04-scene0079_03-scene0079_07:sha256_seed45,sha256_seed45,2,2,14952f26a646fd8923eaa18f8917c436c15c6f12e6d2956b283e09f5ae81525d,2,2,1.0,0,0,13,4,0,2,0,0,0,0,0,0,0,,,,
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_09-scene0079_05-scene0079_04-scene0079_03-scene0079_07,scene0079_09-scene0079_05-scene0079_04-scene0079_03-scene0079_07,scene0079_09-scene0079_05-scene0079_04-scene0079_03-scene0079_07:sha256_seed45,sha256_seed45,3,3,14952f26a646fd8923eaa18f8917c436c15c6f12e6d2956b283e09f5ae81525d,9,9,1.0,0,0,25,12,0,9,0,3,0,0,0,0,3,,,0.0,0.0
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_09-scene0079_05-scene0079_04-scene0079_03-scene0079_07,scene0079_09-scene0079_05-scene0079_04-scene0079_03-scene0079_07,scene0079_09-scene0079_05-scene0079_04-scene0079_03-scene0079_07:sha256_seed45,sha256_seed45,4,4,14952f26a646fd8923eaa18f8917c436c15c6f12e6d2956b283e09f5ae81525d,13,13,1.0,0,0,31,17,0,13,0,3,0,0,0,0,3,,,0.0,0.0
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_09-scene0079_05-scene0079_04-scene0079_03-scene0079_07,scene0079_09-scene0079_05-scene0079_04-scene0079_03-scene0079_07,scene0079_09-scene0079_05-scene0079_04-scene0079_03-scene0079_07:sha256_seed45,sha256_seed45,5,5,14952f26a646fd8923eaa18f8917c436c15c6f12e6d2956b283e09f5ae81525d,18,18,1.0,0,0,37,23,0,18,0,6,0,0,0,0,6,,,0.0,0.0
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_10-scene0079_02-scene0079_08-scene0079_00-scene0079_09,scene0079_10-scene0079_02-scene0079_08-scene0079_00-scene0079_09,scene0079_10-scene0079_02-scene0079_08-scene0079_00-scene0079_09:canonical,canonical,2,2,86f73b9cfd24800470b386e5a9c6b57770855f955fd809ea6fa2f1a4c3ea36d8,3,3,1.0,0,0,18,7,0,3,0,0,0,0,0,0,0,,,,
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_10-scene0079_02-scene0079_08-scene0079_00-scene0079_09,scene0079_10-scene0079_02-scene0079_08-scene0079_00-scene0079_09,scene0079_10-scene0079_02-scene0079_08-scene0079_00-scene0079_09:canonical,canonical,3,3,86f73b9cfd24800470b386e5a9c6b57770855f955fd809ea6fa2f1a4c3ea36d8,8,8,1.0,0,0,27,14,0,8,0,1,0,0,0,0,1,,,0.0,0.0
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_10-scene0079_02-scene0079_08-scene0079_00-scene0079_09,scene0079_10-scene0079_02-scene0079_08-scene0079_00-scene0079_09,scene0079_10-scene0079_02-scene0079_08-scene0079_00-scene0079_09:canonical,canonical,4,4,86f73b9cfd24800470b386e5a9c6b57770855f955fd809ea6fa2f1a4c3ea36d8,18,18,1.0,0,0,42,28,0,18,0,5,0,0,0,0,5,,,0.0,0.0
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_10-scene0079_02-scene0079_08-scene0079_00-scene0079_09,scene0079_10-scene0079_02-scene0079_08-scene0079_00-scene0079_09,scene0079_10-scene0079_02-scene0079_08-scene0079_00-scene0079_09:canonical,canonical,5,5,86f73b9cfd24800470b386e5a9c6b57770855f955fd809ea6fa2f1a4c3ea36d8,23,23,1.0,0,0,47,33,0,23,0,5,0,0,0,0,5,,,0.0,0.0
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_10-scene0079_02-scene0079_08-scene0079_00-scene0079_09,scene0079_10-scene0079_02-scene0079_08-scene0079_00-scene0079_09,scene0079_10-scene0079_02-scene0079_08-scene0079_00-scene0079_09:reverse,reverse,2,2,685fc0f3f80037ec5725bc2065942f69ef78f8b7afece1308e7d960af98b384a,5,5,1.0,0,0,21,10,0,5,0,0,0,0,0,0,0,,,,
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_10-scene0079_02-scene0079_08-scene0079_00-scene0079_09,scene0079_10-scene0079_02-scene0079_08-scene0079_00-scene0079_09,scene0079_10-scene0079_02-scene0079_08-scene0079_00-scene0079_09:reverse,reverse,3,3,685fc0f3f80037ec5725bc2065942f69ef78f8b7afece1308e7d960af98b384a,11,11,1.0,0,0,28,17,0,11,0,0,0,0,0,0,0,,,,
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_10-scene0079_02-scene0079_08-scene0079_00-scene0079_09,scene0079_10-scene0079_02-scene0079_08-scene0079_00-scene0079_09,scene0079_10-scene0079_02-scene0079_08-scene0079_00-scene0079_09:reverse,reverse,4,4,685fc0f3f80037ec5725bc2065942f69ef78f8b7afece1308e7d960af98b384a,19,19,1.0,0,0,44,31,0,19,0,4,0,0,0,0,4,,,0.0,0.0
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_10-scene0079_02-scene0079_08-scene0079_00-scene0079_09,scene0079_10-scene0079_02-scene0079_08-scene0079_00-scene0079_09,scene0079_10-scene0079_02-scene0079_08-scene0079_00-scene0079_09:reverse,reverse,5,5,685fc0f3f80037ec5725bc2065942f69ef78f8b7afece1308e7d960af98b384a,24,24,1.0,0,0,52,38,0,24,0,5,0,0,0,0,5,,,0.0,0.0
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_10-scene0079_02-scene0079_08-scene0079_00-scene0079_09,scene0079_10-scene0079_02-scene0079_08-scene0079_00-scene0079_09,scene0079_10-scene0079_02-scene0079_08-scene0079_00-scene0079_09:sha256_seed45,sha256_seed45,2,2,86f73b9cfd24800470b386e5a9c6b57770855f955fd809ea6fa2f1a4c3ea36d8,3,3,1.0,0,0,18,7,0,3,0,0,0,0,0,0,0,,,,
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_10-scene0079_02-scene0079_08-scene0079_00-scene0079_09,scene0079_10-scene0079_02-scene0079_08-scene0079_00-scene0079_09,scene0079_10-scene0079_02-scene0079_08-scene0079_00-scene0079_09:sha256_seed45,sha256_seed45,3,3,86f73b9cfd24800470b386e5a9c6b57770855f955fd809ea6fa2f1a4c3ea36d8,8,8,1.0,0,0,27,14,0,8,0,1,0,0,0,0,1,,,0.0,0.0
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_10-scene0079_02-scene0079_08-scene0079_00-scene0079_09,scene0079_10-scene0079_02-scene0079_08-scene0079_00-scene0079_09,scene0079_10-scene0079_02-scene0079_08-scene0079_00-scene0079_09:sha256_seed45,sha256_seed45,4,4,86f73b9cfd24800470b386e5a9c6b57770855f955fd809ea6fa2f1a4c3ea36d8,18,18,1.0,0,0,42,28,0,18,0,5,0,0,0,0,5,,,0.0,0.0
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_10-scene0079_02-scene0079_08-scene0079_00-scene0079_09,scene0079_10-scene0079_02-scene0079_08-scene0079_00-scene0079_09,scene0079_10-scene0079_02-scene0079_08-scene0079_00-scene0079_09:sha256_seed45,sha256_seed45,5,5,86f73b9cfd24800470b386e5a9c6b57770855f955fd809ea6fa2f1a4c3ea36d8,23,23,1.0,0,0,47,33,0,23,0,5,0,0,0,0,5,,,0.0,0.0
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_11-scene0079_10-scene0079_02-scene0079_08-scene0079_00,scene0079_11-scene0079_10-scene0079_02-scene0079_08-scene0079_00,scene0079_11-scene0079_10-scene0079_02-scene0079_08-scene0079_00:canonical,canonical,2,2,b35398f9368328600fa916a3bce310b44d742f2e2373ae83642430979417649c,3,3,1.0,0,0,23,10,0,3,0,0,0,0,0,0,0,,,,
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_11-scene0079_10-scene0079_02-scene0079_08-scene0079_00,scene0079_11-scene0079_10-scene0079_02-scene0079_08-scene0079_00,scene0079_11-scene0079_10-scene0079_02-scene0079_08-scene0079_00:canonical,canonical,3,3,b35398f9368328600fa916a3bce310b44d742f2e2373ae83642430979417649c,10,10,1.0,0,0,35,20,0,10,0,5,0,0,0,0,5,,,0.0,0.0
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_11-scene0079_10-scene0079_02-scene0079_08-scene0079_00,scene0079_11-scene0079_10-scene0079_02-scene0079_08-scene0079_00,scene0079_11-scene0079_10-scene0079_02-scene0079_08-scene0079_00:canonical,canonical,4,4,b35398f9368328600fa916a3bce310b44d742f2e2373ae83642430979417649c,17,17,1.0,0,0,44,29,0,17,0,8,0,0,0,0,8,,,0.0,0.0
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_11-scene0079_10-scene0079_02-scene0079_08-scene0079_00,scene0079_11-scene0079_10-scene0079_02-scene0079_08-scene0079_00,scene0079_11-scene0079_10-scene0079_02-scene0079_08-scene0079_00:canonical,canonical,5,5,b35398f9368328600fa916a3bce310b44d742f2e2373ae83642430979417649c,27,27,1.0,0,0,59,43,0,27,0,12,0,0,0,0,12,,,0.0,0.0
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_11-scene0079_10-scene0079_02-scene0079_08-scene0079_00,scene0079_11-scene0079_10-scene0079_02-scene0079_08-scene0079_00,scene0079_11-scene0079_10-scene0079_02-scene0079_08-scene0079_00:reverse,reverse,2,2,1537abb0deb98f843de1780dc8d5ab0e206dd43472dff2043981e39e5d1485a9,6,6,1.0,0,0,22,11,0,6,0,0,0,0,0,0,0,,,,
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_11-scene0079_10-scene0079_02-scene0079_08-scene0079_00,scene0079_11-scene0079_10-scene0079_02-scene0079_08-scene0079_00,scene0079_11-scene0079_10-scene0079_02-scene0079_08-scene0079_00:reverse,reverse,3,3,1537abb0deb98f843de1780dc8d5ab0e206dd43472dff2043981e39e5d1485a9,14,14,1.0,0,0,38,25,0,14,0,4,0,0,0,0,4,,,0.0,0.0
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_11-scene0079_10-scene0079_02-scene0079_08-scene0079_00,scene0079_11-scene0079_10-scene0079_02-scene0079_08-scene0079_00,scene0079_11-scene0079_10-scene0079_02-scene0079_08-scene0079_00:reverse,reverse,4,4,1537abb0deb98f843de1780dc8d5ab0e206dd43472dff2043981e39e5d1485a9,19,19,1.0,0,0,46,32,0,19,0,5,0,0,0,0,5,,,0.0,0.0
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_11-scene0079_10-scene0079_02-scene0079_08-scene0079_00,scene0079_11-scene0079_10-scene0079_02-scene0079_08-scene0079_00,scene0079_11-scene0079_10-scene0079_02-scene0079_08-scene0079_00:reverse,reverse,5,5,1537abb0deb98f843de1780dc8d5ab0e206dd43472dff2043981e39e5d1485a9,26,26,1.0,0,0,59,44,0,26,0,12,0,0,0,0,12,,,0.0,0.0
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_11-scene0079_10-scene0079_02-scene0079_08-scene0079_00,scene0079_11-scene0079_10-scene0079_02-scene0079_08-scene0079_00,scene0079_11-scene0079_10-scene0079_02-scene0079_08-scene0079_00:sha256_seed45,sha256_seed45,2,2,8bf87ad83f6d990d7172e47a41dcd9a19dcf598baca2592520324050e4357f4d,3,3,1.0,0,0,18,7,0,3,0,0,0,0,0,0,0,,,,
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_11-scene0079_10-scene0079_02-scene0079_08-scene0079_00,scene0079_11-scene0079_10-scene0079_02-scene0079_08-scene0079_00,scene0079_11-scene0079_10-scene0079_02-scene0079_08-scene0079_00:sha256_seed45,sha256_seed45,3,3,8bf87ad83f6d990d7172e47a41dcd9a19dcf598baca2592520324050e4357f4d,8,8,1.0,0,0,27,14,0,8,0,1,0,0,0,0,1,,,0.0,0.0
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_11-scene0079_10-scene0079_02-scene0079_08-scene0079_00,scene0079_11-scene0079_10-scene0079_02-scene0079_08-scene0079_00,scene0079_11-scene0079_10-scene0079_02-scene0079_08-scene0079_00:sha256_seed45,sha256_seed45,4,4,8bf87ad83f6d990d7172e47a41dcd9a19dcf598baca2592520324050e4357f4d,18,18,1.0,0,0,42,28,0,18,0,5,0,0,0,0,5,,,0.0,0.0
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_11-scene0079_10-scene0079_02-scene0079_08-scene0079_00,scene0079_11-scene0079_10-scene0079_02-scene0079_08-scene0079_00,scene0079_11-scene0079_10-scene0079_02-scene0079_08-scene0079_00:sha256_seed45,sha256_seed45,5,5,8bf87ad83f6d990d7172e47a41dcd9a19dcf598baca2592520324050e4357f4d,26,26,1.0,0,0,57,42,0,26,0,5,0,0,0,0,5,,,0.0,0.0
B0,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04:canonical,canonical,2,2,ddb0d99f3a556a406e5af0edc7ebc714e2097a9c5b4ecf4f89a5fb1ddae92644,5,5,1.0,0,0,37,22,0,5,0,0,0,0,0,0,0,,,,
B0,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04:canonical,canonical,3,3,ddb0d99f3a556a406e5af0edc7ebc714e2097a9c5b4ecf4f89a5fb1ddae92644,13,13,1.0,0,0,52,36,0,13,0,0,0,0,0,0,0,,,,
B0,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04:canonical,canonical,4,4,ddb0d99f3a556a406e5af0edc7ebc714e2097a9c5b4ecf4f89a5fb1ddae92644,19,19,1.0,0,0,61,44,0,19,0,1,0,0,0,0,1,,,0.0,0.0
B0,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04:canonical,canonical,5,5,ddb0d99f3a556a406e5af0edc7ebc714e2097a9c5b4ecf4f89a5fb1ddae92644,30,30,1.0,0,0,86,68,0,30,0,11,0,0,0,0,11,,,0.0,0.0
B0,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04:reverse,reverse,2,2,bd677a897ddbf5f604460c69ebce6113f04a7def4ab6837d16d806d9d72db4cf,4,4,1.0,0,0,33,18,0,4,0,0,0,0,0,0,0,,,,
B0,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04:reverse,reverse,3,3,bd677a897ddbf5f604460c69ebce6113f04a7def4ab6837d16d806d9d72db4cf,12,12,1.0,0,0,46,28,0,12,0,2,0,0,0,0,2,,,0.0,0.0
B0,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04:reverse,reverse,4,4,bd677a897ddbf5f604460c69ebce6113f04a7def4ab6837d16d806d9d72db4cf,20,20,1.0,0,0,58,39,0,20,0,2,0,0,0,0,2,,,0.0,0.0
B0,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04:reverse,reverse,5,5,bd677a897ddbf5f604460c69ebce6113f04a7def4ab6837d16d806d9d72db4cf,29,29,1.0,0,0,84,64,0,29,0,12,0,0,0,0,12,,,0.0,0.0
B0,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04:sha256_seed45,sha256_seed45,2,2,625d93862cdfb65c0e718b158b3e44e77e0dc84b6451910664b54d80ac9cdd9e,5,5,1.0,0,0,39,23,0,5,0,0,0,0,0,0,0,,,,
B0,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04:sha256_seed45,sha256_seed45,3,3,625d93862cdfb65c0e718b158b3e44e77e0dc84b6451910664b54d80ac9cdd9e,13,13,1.0,0,0,51,34,0,13,0,0,0,0,0,0,0,,,,
B0,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04:sha256_seed45,sha256_seed45,4,4,625d93862cdfb65c0e718b158b3e44e77e0dc84b6451910664b54d80ac9cdd9e,23,23,1.0,0,0,74,56,0,23,0,8,0,0,0,0,8,,,0.0,0.0
B0,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04:sha256_seed45,sha256_seed45,5,5,625d93862cdfb65c0e718b158b3e44e77e0dc84b6451910664b54d80ac9cdd9e,29,29,1.0,0,0,85,66,0,29,0,9,0,0,0,0,9,,,0.0,0.0
B0,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_01-scene0119_04-scene0119_00-scene0119_02-scene0119_03,scene0119_01-scene0119_04-scene0119_00-scene0119_02-scene0119_03,scene0119_01-scene0119_04-scene0119_00-scene0119_02-scene0119_03:canonical,canonical,2,2,31c2edf1b1a41504854dc505e99e0e5b4f5d5e66cfc948bdf200b454850fd194,4,4,1.0,0,0,35,19,0,4,0,0,0,0,0,0,0,,,,
B0,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_01-scene0119_04-scene0119_00-scene0119_02-scene0119_03,scene0119_01-scene0119_04-scene0119_00-scene0119_02-scene0119_03,scene0119_01-scene0119_04-scene0119_00-scene0119_02-scene0119_03:canonical,canonical,3,3,31c2edf1b1a41504854dc505e99e0e5b4f5d5e66cfc948bdf200b454850fd194,15,15,1.0,0,0,56,40,0,15,0,3,0,0,0,0,3,,,0.0,0.0
B0,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_01-scene0119_04-scene0119_00-scene0119_02-scene0119_03,scene0119_01-scene0119_04-scene0119_00-scene0119_02-scene0119_03,scene0119_01-scene0119_04-scene0119_00-scene0119_02-scene0119_03:canonical,canonical,4,4,31c2edf1b1a41504854dc505e99e0e5b4f5d5e66cfc948bdf200b454850fd194,23,23,1.0,0,0,69,52,0,23,0,4,0,0,0,0,4,,,0.0,0.0
B0,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_01-scene0119_04-scene0119_00-scene0119_02-scene0119_03,scene0119_01-scene0119_04-scene0119_00-scene0119_02-scene0119_03,scene0119_01-scene0119_04-scene0119_00-scene0119_02-scene0119_03:canonical,canonical,5,5,31c2edf1b1a41504854dc505e99e0e5b4f5d5e66cfc948bdf200b454850fd194,31,31,1.0,0,0,84,66,0,31,0,6,0,0,0,0,6,,,0.0,0.0
B0,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_01-scene0119_04-scene0119_00-scene0119_02-scene0119_03,scene0119_01-scene0119_04-scene0119_00-scene0119_02-scene0119_03,scene0119_01-scene0119_04-scene0119_00-scene0119_02-scene0119_03:reverse,reverse,2,2,317376cfe845f3cb38f8b3c3b684a3326f3a79233b39a2af7420d2727c7532cf,8,8,1.0,0,0,26,15,0,8,0,0,0,0,0,0,0,,,,
B0,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_01-scene0119_04-scene0119_00-scene0119_02-scene0119_03,scene0119_01-scene0119_04-scene0119_00-scene0119_02-scene0119_03,scene0119_01-scene0119_04-scene0119_00-scene0119_02-scene0119_03:reverse,reverse,3,3,317376cfe845f3cb38f8b3c3b684a3326f3a79233b39a2af7420d2727c7532cf,12,12,1.0,0,0,52,35,0,12,0,2,0,0,0,0,2,,,0.0,0.0
B0,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_01-scene0119_04-scene0119_00-scene0119_02-scene0119_03,scene0119_01-scene0119_04-scene0119_00-scene0119_02-scene0119_03,scene0119_01-scene0119_04-scene0119_00-scene0119_02-scene0119_03:reverse,reverse,4,4,317376cfe845f3cb38f8b3c3b684a3326f3a79233b39a2af7420d2727c7532cf,24,24,1.0,0,0,78,60,0,24,0,8,0,0,0,0,8,,,0.0,0.0
B0,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_01-scene0119_04-scene0119_00-scene0119_02-scene0119_03,scene0119_01-scene0119_04-scene0119_00-scene0119_02-scene0119_03,scene0119_01-scene0119_04-scene0119_00-scene0119_02-scene0119_03:reverse,reverse,5,5,317376cfe845f3cb38f8b3c3b684a3326f3a79233b39a2af7420d2727c7532cf,30,30,1.0,0,0,89,70,0,30,0,9,0,0,0,0,9,,,0.0,0.0
B0,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_01-scene0119_04-scene0119_00-scene0119_02-scene0119_03,scene0119_01-scene0119_04-scene0119_00-scene0119_02-scene0119_03,scene0119_01-scene0119_04-scene0119_00-scene0119_02-scene0119_03:sha256_seed45,sha256_seed45,2,2,625d93862cdfb65c0e718b158b3e44e77e0dc84b6451910664b54d80ac9cdd9e,5,5,1.0,0,0,39,23,0,5,0,0,0,0,0,0,0,,,,
B0,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_01-scene0119_04-scene0119_00-scene0119_02-scene0119_03,scene0119_01-scene0119_04-scene0119_00-scene0119_02-scene0119_03,scene0119_01-scene0119_04-scene0119_00-scene0119_02-scene0119_03:sha256_seed45,sha256_seed45,3,3,625d93862cdfb65c0e718b158b3e44e77e0dc84b6451910664b54d80ac9cdd9e,13,13,1.0,0,0,51,34,0,13,0,0,0,0,0,0,0,,,,
B0,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_01-scene0119_04-scene0119_00-scene0119_02-scene0119_03,scene0119_01-scene0119_04-scene0119_00-scene0119_02-scene0119_03,scene0119_01-scene0119_04-scene0119_00-scene0119_02-scene0119_03:sha256_seed45,sha256_seed45,4,4,625d93862cdfb65c0e718b158b3e44e77e0dc84b6451910664b54d80ac9cdd9e,23,23,1.0,0,0,74,56,0,23,0,8,0,0,0,0,8,,,0.0,0.0
B0,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_01-scene0119_04-scene0119_00-scene0119_02-scene0119_03,scene0119_01-scene0119_04-scene0119_00-scene0119_02-scene0119_03,scene0119_01-scene0119_04-scene0119_00-scene0119_02-scene0119_03:sha256_seed45,sha256_seed45,5,5,625d93862cdfb65c0e718b158b3e44e77e0dc84b6451910664b54d80ac9cdd9e,29,29,1.0,0,0,85,66,0,29,0,9,0,0,0,0,9,,,0.0,0.0
B0,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_02-scene0119_03-scene0119_01-scene0119_04-scene0119_00,scene0119_02-scene0119_03-scene0119_01-scene0119_04-scene0119_00,scene0119_02-scene0119_03-scene0119_01-scene0119_04-scene0119_00:canonical,canonical,2,2,afb80bb2632962dc08e77be8c708391d2a222463e4b521e73f68ae143630c416,7,7,1.0,0,0,27,17,0,7,0,0,0,0,0,0,0,,,,
B0,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_02-scene0119_03-scene0119_01-scene0119_04-scene0119_00,scene0119_02-scene0119_03-scene0119_01-scene0119_04-scene0119_00,scene0119_02-scene0119_03-scene0119_01-scene0119_04-scene0119_00:canonical,canonical,3,3,afb80bb2632962dc08e77be8c708391d2a222463e4b521e73f68ae143630c416,12,12,1.0,0,0,36,24,0,12,0,0,0,0,0,0,0,,,,
B0,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_02-scene0119_03-scene0119_01-scene0119_04-scene0119_00,scene0119_02-scene0119_03-scene0119_01-scene0119_04-scene0119_00,scene0119_02-scene0119_03-scene0119_01-scene0119_04-scene0119_00:canonical,canonical,4,4,afb80bb2632962dc08e77be8c708391d2a222463e4b521e73f68ae143630c416,19,19,1.0,0,0,61,44,0,19,0,4,0,0,0,0,4,,,0.0,0.0
B0,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_02-scene0119_03-scene0119_01-scene0119_04-scene0119_00,scene0119_02-scene0119_03-scene0119_01-scene0119_04-scene0119_00,scene0119_02-scene0119_03-scene0119_01-scene0119_04-scene0119_00:canonical,canonical,5,5,afb80bb2632962dc08e77be8c708391d2a222463e4b521e73f68ae143630c416,30,30,1.0,0,0,82,65,0,30,0,8,0,0,0,0,8,,,0.0,0.0
B0,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_02-scene0119_03-scene0119_01-scene0119_04-scene0119_00,scene0119_02-scene0119_03-scene0119_01-scene0119_04-scene0119_00,scene0119_02-scene0119_03-scene0119_01-scene0119_04-scene0119_00:reverse,reverse,2,2,edaa2a5d500ff827aaa398a45a2677a756fc868f6460aa1e4bdf82308d4d2ccd,10,10,1.0,0,0,50,36,0,10,0,0,0,0,0,0,0,,,,
B0,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_02-scene0119_03-scene0119_01-scene0119_04-scene0119_00,scene0119_02-scene0119_03-scene0119_01-scene0119_04-scene0119_00,scene0119_02-scene0119_03-scene0119_01-scene0119_04-scene0119_00:reverse,reverse,3,3,edaa2a5d500ff827aaa398a45a2677a756fc868f6460aa1e4bdf82308d4d2ccd,15,15,1.0,0,0,61,45,0,15,0,0,0,0,0,0,0,,,,
B0,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_02-scene0119_03-scene0119_01-scene0119_04-scene0119_00,scene0119_02-scene0119_03-scene0119_01-scene0119_04-scene0119_00,scene0119_02-scene0119_03-scene0119_01-scene0119_04-scene0119_00:reverse,reverse,4,4,edaa2a5d500ff827aaa398a45a2677a756fc868f6460aa1e4bdf82308d4d2ccd,23,23,1.0,0,0,74,55,0,23,0,2,0,0,0,0,2,,,0.0,0.0
