model,reference_scene_id,master_sequence_id,order_id,T,repeat,latency_ms,start_allocated_bytes,peak_allocated_bytes,incremental_peak_allocated_bytes,window_voxel_points,window_segments
FH-adapt,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,3,7,866.171071,630541824,3017677824,2387136000,168968,5840
FH-adapt,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,3,8,865.881878,630541824,3017677824,2387136000,168968,5840
FH-adapt,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,3,9,867.534704,630541824,3017677824,2387136000,168968,5840
FH-adapt,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,4,0,1089.869193,643275264,3768843776,3125568512,220137,7367
FH-adapt,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,4,1,1088.98461,643275264,3768843776,3125568512,220137,7367
FH-adapt,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,4,2,1089.284262,643275264,3768843776,3125568512,220137,7367
FH-adapt,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,4,3,1088.884437,643275264,3768843776,3125568512,220137,7367
FH-adapt,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,4,4,1088.937096,643275264,3768843776,3125568512,220137,7367
FH-adapt,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,4,5,1089.216924,643275264,3768843776,3125568512,220137,7367
FH-adapt,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,4,6,1089.287762,643275264,3768843776,3125568512,220137,7367
FH-adapt,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,4,7,1088.808347,643275264,3768843776,3125568512,220137,7367
FH-adapt,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,4,8,1089.573815,643275264,3768843776,3125568512,220137,7367
FH-adapt,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,4,9,1089.082328,643275264,3768843776,3125568512,220137,7367
FH-adapt,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,5,0,1228.202813,649687552,4239107072,3589419520,252627,8432
FH-adapt,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,5,1,1230.408244,649687552,4239107072,3589419520,252627,8432
FH-adapt,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,5,2,1229.21739,649687552,4239107072,3589419520,252627,8432
FH-adapt,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,5,3,1229.907291,649687552,4239107072,3589419520,252627,8432
FH-adapt,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,5,4,1228.896586,649687552,4239107072,3589419520,252627,8432
FH-adapt,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,5,5,1230.979054,649687552,4239107072,3589419520,252627,8432
FH-adapt,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,5,6,1229.921303,649687552,4239107072,3589419520,252627,8432
FH-adapt,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,5,7,1229.441,649687552,4239107072,3589419520,252627,8432
FH-adapt,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,5,8,1230.294508,649687552,4239107072,3589419520,252627,8432
FH-adapt,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,5,9,1229.811719,649687552,4239107072,3589419520,252627,8432
FH-adapt,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,2,0,709.510771,624513024,2470235136,1845722112,132307,5273
FH-adapt,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,2,1,709.644396,624513024,2470235136,1845722112,132307,5273
FH-adapt,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,2,2,709.529079,624513024,2470235136,1845722112,132307,5273
FH-adapt,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,2,3,708.968618,624513024,2470235136,1845722112,132307,5273
FH-adapt,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,2,4,709.416009,624513024,2470235136,1845722112,132307,5273
FH-adapt,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,2,5,709.824112,624513024,2470235136,1845722112,132307,5273
FH-adapt,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,2,6,709.500526,624513024,2470235136,1845722112,132307,5273
FH-adapt,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,2,7,709.124482,624513024,2470235136,1845722112,132307,5273
FH-adapt,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,2,8,709.477033,624513024,2470235136,1845722112,132307,5273
FH-adapt,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,2,9,708.953586,624513024,2470235136,1845722112,132307,5273
FH-adapt,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,3,0,1007.560707,638127104,3462815232,2824688128,202932,8805
FH-adapt,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,3,1,1008.118709,638127104,3462815232,2824688128,202932,8805
FH-adapt,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,3,2,1006.639974,638127104,3462815232,2824688128,202932,8805
FH-adapt,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,3,3,1006.545415,638127104,3462815232,2824688128,202932,8805
FH-adapt,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,3,4,1006.922738,638127104,3462815232,2824688128,202932,8805
FH-adapt,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,3,5,1007.281754,638127104,3462815232,2824688128,202932,8805
FH-adapt,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,3,6,1008.657127,638127104,3462815232,2824688128,202932,8805
FH-adapt,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,3,7,1007.891397,638127104,3462815232,2824688128,202932,8805
FH-adapt,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,3,8,1006.322133,638127104,3462815232,2824688128,202932,8805
FH-adapt,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,3,9,1007.068302,638127104,3462815232,2824688128,202932,8805
FH-adapt,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,4,0,1112.405368,645964800,3805349376,3159384576,227548,9835
FH-adapt,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,4,1,1112.627452,645964800,3805349376,3159384576,227548,9835
FH-adapt,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,4,2,1113.619795,645964800,3805349376,3159384576,227548,9835
FH-adapt,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,4,3,1112.379498,645964800,3805349376,3159384576,227548,9835
FH-adapt,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,4,4,1111.693516,645964800,3805349376,3159384576,227548,9835
FH-adapt,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,4,5,1113.253889,645964800,3805349376,3159384576,227548,9835
FH-adapt,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,4,6,1113.078801,645964800,3805349376,3159384576,227548,9835
FH-adapt,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,4,7,1111.580501,645964800,3805349376,3159384576,227548,9835
FH-adapt,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,4,8,1113.907193,645964800,3805349376,3159384576,227548,9835
FH-adapt,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,4,9,1112.259943,645964800,3805349376,3159384576,227548,9835
FH-adapt,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,5,0,1179.145456,648071168,4017251840,3369180672,246660,11963
FH-adapt,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,5,1,1178.965408,648071168,4017251840,3369180672,246660,11963
FH-adapt,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,5,2,1179.958092,648071168,4017251840,3369180672,246660,11963
FH-adapt,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,5,3,1178.261694,648071168,4017251840,3369180672,246660,11963
FH-adapt,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,5,4,1180.086016,648071168,4017251840,3369180672,246660,11963
FH-adapt,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,5,5,1179.765272,648071168,4017251840,3369180672,246660,11963
FH-adapt,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,5,6,1179.00252,648071168,4017251840,3369180672,246660,11963
FH-adapt,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,5,7,1180.298889,648071168,4017251840,3369180672,246660,11963
FH-adapt,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,5,8,1179.914029,648071168,4017251840,3369180672,246660,11963
FH-adapt,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,5,9,1179.700614,648071168,4017251840,3369180672,246660,11963
