tracker,score_reducer,order_id,horizon,sequence_count,causal_prefix_t_mAP,causal_prefix_t_mAP50,causal_prefix_t_mAP25,causal_prefix_t_REC,causal_prefix_t_REC50,causal_prefix_t_REC25,trajectory_current_slice_AP,trajectory_current_slice_AP50,trajectory_current_slice_AP25,trajectory_current_slice_REC,local_current_AP,local_current_AP50,local_current_AP25,local_current_REC
B2,mean,reverse,5,43,0.01855502277612686,0.03538757190108299,0.1618880182504654,0.10812593996524811,0.17998971045017242,0.32352036237716675,0.378110408782959,0.567928671836853,0.7763893604278564,0.5101860761642456,0.3810356557369232,0.5610835552215576,0.7687671184539795,0.5104965567588806
B2,mean,sha256_seed45,2,43,0.19346213340759277,0.277523398399353,0.4677070379257202,0.32949647307395935,0.5248408913612366,0.6341582536697388,0.3956148326396942,0.5717469453811646,0.7047334313392639,0.522435188293457,0.4066821336746216,0.5765329599380493,0.7118186950683594,0.522435188293457
B2,mean,sha256_seed45,3,43,0.11498615890741348,0.1915319412946701,0.3457598090171814,0.2523519992828369,0.4431336224079132,0.5322062969207764,0.43957626819610596,0.6612616777420044,0.7725600600242615,0.6180028915405273,0.4550597369670868,0.6505872011184692,0.7620928287506104,0.6180028915405273
B2,mean,sha256_seed45,4,43,0.06270090490579605,0.10262907296419144,0.23563560843467712,0.15702766180038452,0.2834462821483612,0.3924442529678345,0.36261963844299316,0.625020444393158,0.8107211589813232,0.5044739246368408,0.3610721528530121,0.5973870158195496,0.8014020323753357,0.5044739246368408
B2,mean,sha256_seed45,5,43,0.01870347000658512,0.04425425827503204,0.16545766592025757,0.1030135527253151,0.21655212342739105,0.31159844994544983,0.4273192882537842,0.6493709683418274,0.7995266318321228,0.5617372989654541,0.44437670707702637,0.6596354246139526,0.806799590587616,0.5617372989654541
B3,latest,all,2,129,0.2029813677072525,0.31643402576446533,0.5154672265052795,0.34743866324424744,0.5327015519142151,0.6786665320396423,0.371692419052124,0.5463876724243164,0.7624458074569702,0.4963539242744446,0.371692419052124,0.5463876724243164,0.7624458074569702,0.4963539242744446
B3,latest,all,3,129,0.10171051323413849,0.17126025259494781,0.3347909152507782,0.2484811693429947,0.39522600173950195,0.5290064215660095,0.38409721851348877,0.5667939782142639,0.7751362323760986,0.5231457352638245,0.38442501425743103,0.5673840641975403,0.775846540927887,0.523158609867096
B3,latest,all,4,129,0.043412946164608,0.0784287080168724,0.2178652137517929,0.1610460728406906,0.2666647434234619,0.39779359102249146,0.365923136472702,0.5720521807670593,0.7824838757514954,0.5050413608551025,0.36625537276268005,0.5726837515830994,0.7827478051185608,0.5050792694091797
B3,latest,all,5,129,0.021232787519693375,0.04189632833003998,0.16908222436904907,0.11110973358154297,0.1951153725385666,0.3231087327003479,0.3828856647014618,0.5737573504447937,0.7898914813995361,0.5076167583465576,0.3829203248023987,0.5740538239479065,0.790086030960083,0.5078316926956177
B3,latest,canonical,2,43,0.21580198407173157,0.35164621472358704,0.5543152093887329,0.35706475377082825,0.5309151411056519,0.7031175494194031,0.3725120425224304,0.5643463730812073,0.7785858511924744,0.5034977197647095,0.3725120425224304,0.5643463730812073,0.7785858511924744,0.5034977197647095
