comparison,T,metric,candidate_value,baseline_value,delta,strict_positive
M3-V-CORE_vs_R1+B4-lag1,4,t_REC,0.2068200707435608,0.2064194530248642,0.00040061771869659424,True
M3-V-CORE_vs_R1+B4-lag1,4,prefix_overall_mAP,0.1730845421552658,0.16055047512054443,0.012534067034721375,True
M3-V-CORE_vs_R1+B4-lag1,5,t_mAP,0.03849843144416809,0.03489583730697632,0.0036025941371917725,True
M3-V-CORE_vs_R1+B4-lag1,5,t_mAP50,0.07539387047290802,0.07188988476991653,0.0035039857029914856,True
M3-V-CORE_vs_R1+B4-lag1,5,t_mAP25,0.2066548466682434,0.19981570541858673,0.006839141249656677,True
M3-V-CORE_vs_R1+B4-lag1,5,t_REC,0.13715143501758575,0.14972476661205292,-0.012573331594467163,False
M3-V-CORE_vs_R1+B4-lag1,5,prefix_overall_mAP,0.14723852276802063,0.1287325620651245,0.018505960702896118,True
M3-V-CORE_vs_FH-R1-native,2,t_mAP,0.22317181527614594,0.2287774682044983,-0.005605652928352356,False
M3-V-CORE_vs_FH-R1-native,2,t_mAP50,0.40844929218292236,0.36801719665527344,0.040432095527648926,True
M3-V-CORE_vs_FH-R1-native,2,t_mAP25,0.5830579400062561,0.603987455368042,-0.02092951536178589,False
M3-V-CORE_vs_FH-R1-native,2,t_REC,0.38741055130958557,0.3729570209980011,0.014453530311584473,True
M3-V-CORE_vs_FH-R1-native,2,prefix_overall_mAP,0.2979135513305664,0.30007386207580566,-0.002160310745239258,False
M3-V-CORE_vs_FH-R1-native,3,t_mAP,0.1355685442686081,0.14830534160137177,-0.012736797332763672,False
M3-V-CORE_vs_FH-R1-native,3,t_mAP50,0.2631383240222931,0.24812383949756622,0.015014484524726868,True
M3-V-CORE_vs_FH-R1-native,3,t_mAP25,0.4325440227985382,0.47409725189208984,-0.041553229093551636,False
M3-V-CORE_vs_FH-R1-native,3,t_REC,0.29307350516319275,0.28400999307632446,0.009063512086868286,True
M3-V-CORE_vs_FH-R1-native,3,prefix_overall_mAP,0.24371780455112457,0.26922306418418884,-0.02550525963306427,False
M3-V-CORE_vs_FH-R1-native,4,t_mAP,0.06760766357183456,0.10274506360292435,-0.03513740003108978,False
M3-V-CORE_vs_FH-R1-native,4,t_mAP50,0.13299645483493805,0.1874445378780365,-0.05444808304309845,False
M3-V-CORE_vs_FH-R1-native,4,t_mAP25,0.2990099787712097,0.34668079018592834,-0.04767081141471863,False
M3-V-CORE_vs_FH-R1-native,4,t_REC,0.2068200707435608,0.224227637052536,-0.01740756630897522,False
M3-V-CORE_vs_FH-R1-native,4,prefix_overall_mAP,0.1730845421552658,0.24110203981399536,-0.06801749765872955,False
M3-V-CORE_vs_FH-R1-native,5,t_mAP,0.03849843144416809,0.08156635612249374,-0.04306792467832565,False
M3-V-CORE_vs_FH-R1-native,5,t_mAP50,0.07539387047290802,0.14817066490650177,-0.07277679443359375,False
M3-V-CORE_vs_FH-R1-native,5,t_mAP25,0.2066548466682434,0.29717254638671875,-0.09051769971847534,False
M3-V-CORE_vs_FH-R1-native,5,t_REC,0.13715143501758575,0.174699068069458,-0.03754763305187225,False
M3-V-CORE_vs_FH-R1-native,5,prefix_overall_mAP,0.14723852276802063,0.23104043304920197,-0.08380191028118134,False
M3-V-CORE_vs_FH-R1-lag1,2,t_mAP,0.22317181527614594,0.24330571293830872,-0.02013389766216278,False
M3-V-CORE_vs_FH-R1-lag1,2,t_mAP50,0.40844929218292236,0.4073679745197296,0.001081317663192749,True
M3-V-CORE_vs_FH-R1-lag1,2,t_mAP25,0.5830579400062561,0.5721620917320251,0.010895848274230957,True
M3-V-CORE_vs_FH-R1-lag1,2,t_REC,0.38741055130958557,0.4105267822742462,-0.023116230964660645,False
M3-V-CORE_vs_FH-R1-lag1,2,prefix_overall_mAP,0.2979135513305664,0.3231780529022217,-0.025264501571655273,False
M3-V-CORE_vs_FH-R1-lag1,3,t_mAP,0.1355685442686081,0.1059584692120552,0.029610075056552887,True
M3-V-CORE_vs_FH-R1-lag1,3,t_mAP50,0.2631383240222931,0.23112894594669342,0.03200937807559967,True
M3-V-CORE_vs_FH-R1-lag1,3,t_mAP25,0.4325440227985382,0.33261439204216003,0.09992963075637817,True
M3-V-CORE_vs_FH-R1-lag1,3,t_REC,0.29307350516319275,0.2939969003200531,-0.0009233951568603516,False
M3-V-CORE_vs_FH-R1-lag1,3,prefix_overall_mAP,0.24371780455112457,0.19204683601856232,0.051670968532562256,True
M3-V-CORE_vs_FH-R1-lag1,4,t_mAP,0.06760766357183456,0.047023363411426544,0.02058430016040802,True
M3-V-CORE_vs_FH-R1-lag1,4,t_mAP50,0.13299645483493805,0.11807629466056824,0.014920160174369812,True
M3-V-CORE_vs_FH-R1-lag1,4,t_mAP25,0.2990099787712097,0.1891043782234192,0.10990560054779053,True
M3-V-CORE_vs_FH-R1-lag1,4,t_REC,0.2068200707435608,0.1903417706489563,0.016478300094604492,True
M3-V-CORE_vs_FH-R1-lag1,4,prefix_overall_mAP,0.1730845421552658,0.11058913171291351,0.062495410442352295,True
M3-V-CORE_vs_FH-R1-lag1,5,t_mAP,0.03849843144416809,0.01656327396631241,0.021935157477855682,True
M3-V-CORE_vs_FH-R1-lag1,5,t_mAP50,0.07539387047290802,0.05279543250799179,0.02259843796491623,True
M3-V-CORE_vs_FH-R1-lag1,5,t_mAP25,0.2066548466682434,0.13183213770389557,0.07482270896434784,True
M3-V-CORE_vs_FH-R1-lag1,5,t_REC,0.13715143501758575,0.11039867997169495,0.026752755045890808,True
M3-V-CORE_vs_FH-R1-lag1,5,prefix_overall_mAP,0.14723852276802063,0.06043224036693573,0.0868062824010849,True
M3-V-CORE_vs_W-BASE,2,t_mAP,0.22317181527614594,0.2192353904247284,0.0039364248514175415,True
M3-V-CORE_vs_W-BASE,2,t_mAP50,0.40844929218292236,0.3762654960155487,0.03218379616737366,True
M3-V-CORE_vs_W-BASE,2,t_mAP25,0.5830579400062561,0.5908356308937073,-0.007777690887451172,False
M3-V-CORE_vs_W-BASE,2,t_REC,0.38741055130958557,0.386996328830719,0.00041422247886657715,True
M3-V-CORE_vs_W-BASE,2,prefix_overall_mAP,0.2979135513305664,0.2982865571975708,-0.00037300586700439453,False
M3-V-CORE_vs_W-BASE,3,t_mAP,0.1355685442686081,0.09105879813432693,0.04450974613428116,True
M3-V-CORE_vs_W-BASE,3,t_mAP50,0.2631383240222931,0.19020748138427734,0.07293084263801575,True
M3-V-CORE_vs_W-BASE,3,t_mAP25,0.4325440227985382,0.33476120233535767,0.09778282046318054,True
M3-V-CORE_vs_W-BASE,3,t_REC,0.29307350516319275,0.26839911937713623,0.02467438578605652,True
M3-V-CORE_vs_W-BASE,3,prefix_overall_mAP,0.24371780455112457,0.17685191333293915,0.06686589121818542,True
M3-V-CORE_vs_W-BASE,4,t_mAP,0.06760766357183456,0.03685019910335541,0.030757464468479156,True
M3-V-CORE_vs_W-BASE,4,t_mAP50,0.13299645483493805,0.10463778674602509,0.028358668088912964,True
M3-V-CORE_vs_W-BASE,4,t_mAP25,0.2990099787712097,0.1988542675971985,0.10015571117401123,True
M3-V-CORE_vs_W-BASE,4,t_REC,0.2068200707435608,0.16684465110301971,0.03997541964054108,True
M3-V-CORE_vs_W-BASE,4,prefix_overall_mAP,0.1730845421552658,0.09895351529121399,0.07413102686405182,True
M3-V-CORE_vs_W-BASE,5,t_mAP,0.03849843144416809,0.01198599673807621,0.02651243470609188,True
M3-V-CORE_vs_W-BASE,5,t_mAP50,0.07539387047290802,0.049781668931245804,0.025612201541662216,True
M3-V-CORE_vs_W-BASE,5,t_mAP25,0.2066548466682434,0.147879496216774,0.05877535045146942,True
M3-V-CORE_vs_W-BASE,5,t_REC,0.13715143501758575,0.09718438982963562,0.039967045187950134,True
M3-V-CORE_vs_W-BASE,5,prefix_overall_mAP,0.14723852276802063,0.04989786818623543,0.0973406545817852,True
M3-V-CORE_vs_Q-TALA,2,t_mAP,0.22317181527614594,0.22656604647636414,-0.0033942312002182007,False
M3-V-CORE_vs_Q-TALA,2,t_mAP50,0.40844929218292236,0.4038170874118805,0.00463220477104187,True
M3-V-CORE_vs_Q-TALA,2,t_mAP25,0.5830579400062561,0.5800016522407532,0.0030562877655029297,True
M3-V-CORE_vs_Q-TALA,2,t_REC,0.38741055130958557,0.3926636576652527,-0.005253106355667114,False
M3-V-CORE_vs_Q-TALA,2,prefix_overall_mAP,0.2979135513305664,0.3035704791545868,-0.005656927824020386,False
M3-V-CORE_vs_Q-TALA,3,t_mAP,0.1355685442686081,0.13419601321220398,0.0013725310564041138,True
M3-V-CORE_vs_Q-TALA,3,t_mAP50,0.2631383240222931,0.2505229711532593,0.012615352869033813,True
M3-V-CORE_vs_Q-TALA,3,t_mAP25,0.4325440227985382,0.4155410826206207,0.01700294017791748,True
M3-V-CORE_vs_Q-TALA,3,t_REC,0.29307350516319275,0.2893262207508087,0.003747284412384033,True
M3-V-CORE_vs_Q-TALA,3,prefix_overall_mAP,0.24371780455112457,0.2379591464996338,0.005758658051490784,True
M3-V-CORE_vs_Q-TALA,4,t_mAP,0.06760766357183456,0.07777059078216553,-0.010162927210330963,False
M3-V-CORE_vs_Q-TALA,4,t_mAP50,0.13299645483493805,0.13938002288341522,-0.006383568048477173,False
M3-V-CORE_vs_Q-TALA,4,t_mAP25,0.2990099787712097,0.29492083191871643,0.004089146852493286,True
M3-V-CORE_vs_Q-TALA,4,t_REC,0.2068200707435608,0.21222510933876038,-0.005405038595199585,False
M3-V-CORE_vs_Q-TALA,4,prefix_overall_mAP,0.1730845421552658,0.1852302998304367,-0.012145757675170898,False
M3-V-CORE_vs_Q-TALA,5,t_mAP,0.03849843144416809,0.04647494852542877,-0.007976517081260681,False
M3-V-CORE_vs_Q-TALA,5,t_mAP50,0.07539387047290802,0.080024853348732,-0.004630982875823975,False
M3-V-CORE_vs_Q-TALA,5,t_mAP25,0.2066548466682434,0.20284327864646912,0.003811568021774292,True
M3-V-CORE_vs_Q-TALA,5,t_REC,0.13715143501758575,0.14080943167209625,-0.003657996654510498,False
M3-V-CORE_vs_Q-TALA,5,prefix_overall_mAP,0.14723852276802063,0.15193375945091248,-0.004695236682891846,False
M3-V-CORE_vs_M3-BASE-CONT,2,t_mAP,0.22317181527614594,0.22398841381072998,-0.0008165985345840454,False
M3-V-CORE_vs_M3-BASE-CONT,2,t_mAP50,0.40844929218292236,0.4112156927585602,-0.0027664005756378174,False
M3-V-CORE_vs_M3-BASE-CONT,2,t_mAP25,0.5830579400062561,0.5895700454711914,-0.006512105464935303,False
M3-V-CORE_vs_M3-BASE-CONT,2,t_REC,0.38741055130958557,0.38793590664863586,-0.000525355339050293,False
M3-V-CORE_vs_M3-BASE-CONT,2,prefix_overall_mAP,0.2979135513305664,0.29874908924102783,-0.0008355379104614258,False
M3-V-CORE_vs_M3-BASE-CONT,3,t_mAP,0.1355685442686081,0.13341481983661652,0.002153724431991577,True
M3-V-CORE_vs_M3-BASE-CONT,3,t_mAP50,0.2631383240222931,0.2595881223678589,0.003550201654434204,True
M3-V-CORE_vs_M3-BASE-CONT,3,t_mAP25,0.4325440227985382,0.43122294545173645,0.0013210773468017578,True
M3-V-CORE_vs_M3-BASE-CONT,3,t_REC,0.29307350516319275,0.29902929067611694,-0.005955785512924194,False
M3-V-CORE_vs_M3-BASE-CONT,3,prefix_overall_mAP,0.24371780455112457,0.2348165065050125,0.00890129804611206,True
M3-V-CORE_vs_M3-BASE-CONT,4,t_mAP,0.06760766357183456,0.07877085357904434,-0.011163190007209778,False
M3-V-CORE_vs_M3-BASE-CONT,4,t_mAP50,0.13299645483493805,0.17630518972873688,-0.04330873489379883,False
M3-V-CORE_vs_M3-BASE-CONT,4,t_mAP25,0.2990099787712097,0.3228852450847626,-0.023875266313552856,False
M3-V-CORE_vs_M3-BASE-CONT,4,t_REC,0.2068200707435608,0.2120569795370102,-0.005236908793449402,False
M3-V-CORE_vs_M3-BASE-CONT,4,prefix_overall_mAP,0.1730845421552658,0.18431586027145386,-0.01123131811618805,False
M3-V-CORE_vs_M3-BASE-CONT,5,t_mAP,0.03849843144416809,0.048049937933683395,-0.009551506489515305,False
M3-V-CORE_vs_M3-BASE-CONT,5,t_mAP50,0.07539387047290802,0.09519074112176895,-0.01979687064886093,False
M3-V-CORE_vs_M3-BASE-CONT,5,t_mAP25,0.2066548466682434,0.2088310569524765,-0.0021762102842330933,False
M3-V-CORE_vs_M3-BASE-CONT,5,t_REC,0.13715143501758575,0.1421259343624115,-0.004974499344825745,False
M3-V-CORE_vs_M3-BASE-CONT,5,prefix_overall_mAP,0.14723852276802063,0.14714504778385162,9.347498416900635e-05,True
M3-V-CORE_vs_FH-MATCH,2,t_mAP,0.22317181527614594,0.2247328907251358,-0.0015610754489898682,False
M3-V-CORE_vs_FH-MATCH,2,t_mAP50,0.40844929218292236,0.37308165431022644,0.03536763787269592,True
M3-V-CORE_vs_FH-MATCH,2,t_mAP25,0.5830579400062561,0.5800653696060181,0.002992570400238037,True
M3-V-CORE_vs_FH-MATCH,2,t_REC,0.38741055130958557,0.3940102159976959,-0.0065996646881103516,False
M3-V-CORE_vs_FH-MATCH,2,prefix_overall_mAP,0.2979135513305664,0.30219221115112305,-0.004278659820556641,False
M3-V-CORE_vs_FH-MATCH,3,t_mAP,0.1355685442686081,0.09700798988342285,0.03856055438518524,True
M3-V-CORE_vs_FH-MATCH,3,t_mAP50,0.2631383240222931,0.18112215399742126,0.08201617002487183,True
M3-V-CORE_vs_FH-MATCH,3,t_mAP25,0.4325440227985382,0.337778240442276,0.09476578235626221,True
M3-V-CORE_vs_FH-MATCH,3,t_REC,0.29307350516319275,0.27742600440979004,0.01564750075340271,True
M3-V-CORE_vs_FH-MATCH,3,prefix_overall_mAP,0.24371780455112457,0.18473435938358307,0.058983445167541504,True
M3-V-CORE_vs_FH-MATCH,4,t_mAP,0.06760766357183456,0.0372735857963562,0.030334077775478363,True
M3-V-CORE_vs_FH-MATCH,4,t_mAP50,0.13299645483493805,0.08147856593132019,0.05151788890361786,True
M3-V-CORE_vs_FH-MATCH,4,t_mAP25,0.2990099787712097,0.20477919280529022,0.0942307859659195,True
M3-V-CORE_vs_FH-MATCH,4,t_REC,0.2068200707435608,0.16889584064483643,0.037924230098724365,True
M3-V-CORE_vs_FH-MATCH,4,prefix_overall_mAP,0.1730845421552658,0.09708210080862045,0.07600244134664536,True
M3-V-CORE_vs_FH-MATCH,5,t_mAP,0.03849843144416809,0.013837488368153572,0.02466094307601452,True
M3-V-CORE_vs_FH-MATCH,5,t_mAP50,0.07539387047290802,0.05378308147192001,0.021610789000988007,True
M3-V-CORE_vs_FH-MATCH,5,t_mAP25,0.2066548466682434,0.14511488378047943,0.06153996288776398,True
M3-V-CORE_vs_FH-MATCH,5,t_REC,0.13715143501758575,0.10231709480285645,0.03483434021472931,True
M3-V-CORE_vs_FH-MATCH,5,prefix_overall_mAP,0.14723852276802063,0.05471918359398842,0.09251933917403221,True
M3-V-CORE_vs_FH-CONT,2,t_mAP,0.22317181527614594,0.20803871750831604,0.015133097767829895,True
M3-V-CORE_vs_FH-CONT,2,t_mAP50,0.40844929218292236,0.35421860218048096,0.054230690002441406,True
M3-V-CORE_vs_FH-CONT,2,t_mAP25,0.5830579400062561,0.5827546715736389,0.0003032684326171875,True
M3-V-CORE_vs_FH-CONT,2,t_REC,0.38741055130958557,0.37666553258895874,0.010745018720626831,True
M3-V-CORE_vs_FH-CONT,2,prefix_overall_mAP,0.2979135513305664,0.28789380192756653,0.010019749402999878,True
M3-V-CORE_vs_FH-CONT,3,t_mAP,0.1355685442686081,0.08525927364826202,0.05030927062034607,True
M3-V-CORE_vs_FH-CONT,3,t_mAP50,0.2631383240222931,0.16450589895248413,0.09863242506980896,True
M3-V-CORE_vs_FH-CONT,3,t_mAP25,0.4325440227985382,0.33738380670547485,0.09516021609306335,True
M3-V-CORE_vs_FH-CONT,3,t_REC,0.29307350516319275,0.2526947259902954,0.04037877917289734,True
M3-V-CORE_vs_FH-CONT,3,prefix_overall_mAP,0.24371780455112457,0.1617971807718277,0.08192062377929688,True
M3-V-CORE_vs_FH-CONT,4,t_mAP,0.06760766357183456,0.032786983996629715,0.03482067957520485,True
M3-V-CORE_vs_FH-CONT,4,t_mAP50,0.13299645483493805,0.07753349095582962,0.05546296387910843,True
M3-V-CORE_vs_FH-CONT,4,t_mAP25,0.2990099787712097,0.20199722051620483,0.09701275825500488,True
M3-V-CORE_vs_FH-CONT,4,t_REC,0.2068200707435608,0.15506598353385925,0.05175408720970154,True
M3-V-CORE_vs_FH-CONT,4,prefix_overall_mAP,0.1730845421552658,0.08808452636003494,0.08500001579523087,True
M3-V-CORE_vs_FH-CONT,5,t_mAP,0.03849843144416809,0.012343162670731544,0.026155268773436546,True
M3-V-CORE_vs_FH-CONT,5,t_mAP50,0.07539387047290802,0.04988941177725792,0.0255044586956501,True
M3-V-CORE_vs_FH-CONT,5,t_mAP25,0.2066548466682434,0.1497500091791153,0.05690483748912811,True
M3-V-CORE_vs_FH-CONT,5,t_REC,0.13715143501758575,0.09223147481679916,0.04491996020078659,True
M3-V-CORE_vs_FH-CONT,5,prefix_overall_mAP,0.14723852276802063,0.04903014004230499,0.09820838272571564,True
M3-V-CORE_vs_D-LAST-lag1,2,t_mAP,0.22317181527614594,0.24922862648963928,-0.026056811213493347,False
M3-V-CORE_vs_D-LAST-lag1,2,t_mAP50,0.40844929218292236,0.42429015040397644,-0.015840858221054077,False
M3-V-CORE_vs_D-LAST-lag1,2,t_mAP25,0.5830579400062561,0.5770128965377808,0.006045043468475342,True
M3-V-CORE_vs_D-LAST-lag1,2,t_REC,0.38741055130958557,0.41084298491477966,-0.023432433605194092,False
M3-V-CORE_vs_D-LAST-lag1,2,prefix_overall_mAP,0.2979135513305664,0.3293818533420563,-0.03146830201148987,False
M3-V-CORE_vs_D-LAST-lag1,3,t_mAP,0.1355685442686081,0.15534649789333344,-0.019777953624725342,False
M3-V-CORE_vs_D-LAST-lag1,3,t_mAP50,0.2631383240222931,0.27921998500823975,-0.016081660985946655,False
M3-V-CORE_vs_D-LAST-lag1,3,t_mAP25,0.4325440227985382,0.44855594635009766,-0.016011923551559448,False
M3-V-CORE_vs_D-LAST-lag1,3,t_REC,0.29307350516319275,0.31026777625083923,-0.017194271087646484,False
M3-V-CORE_vs_D-LAST-lag1,3,prefix_overall_mAP,0.24371780455112457,0.27506813406944275,-0.031350329518318176,False
M3-V-CORE_vs_D-LAST-lag1,4,t_mAP,0.06760766357183456,0.09011446684598923,-0.022506803274154663,False
M3-V-CORE_vs_D-LAST-lag1,4,t_mAP50,0.13299645483493805,0.15753018856048584,-0.02453373372554779,False
M3-V-CORE_vs_D-LAST-lag1,4,t_mAP25,0.2990099787712097,0.31024423241615295,-0.011234253644943237,False
M3-V-CORE_vs_D-LAST-lag1,4,t_REC,0.2068200707435608,0.2242196649312973,-0.01739959418773651,False
M3-V-CORE_vs_D-LAST-lag1,4,prefix_overall_mAP,0.1730845421552658,0.2176332324743271,-0.04454869031906128,False
M3-V-CORE_vs_D-LAST-lag1,5,t_mAP,0.03849843144416809,0.06433148682117462,-0.02583305537700653,False
M3-V-CORE_vs_D-LAST-lag1,5,t_mAP50,0.07539387047290802,0.11730562895536423,-0.04191175848245621,False
M3-V-CORE_vs_D-LAST-lag1,5,t_mAP25,0.2066548466682434,0.2590074837207794,-0.05235263705253601,False
M3-V-CORE_vs_D-LAST-lag1,5,t_REC,0.13715143501758575,0.1715535670518875,-0.03440213203430176,False
M3-V-CORE_vs_D-LAST-lag1,5,prefix_overall_mAP,0.14723852276802063,0.19659288227558136,-0.04935435950756073,False
M3-V-CORE_vs_D-EMA-lag1,2,t_mAP,0.22317181527614594,0.24922862648963928,-0.026056811213493347,False
M3-V-CORE_vs_D-EMA-lag1,2,t_mAP50,0.40844929218292236,0.42429015040397644,-0.015840858221054077,False
M3-V-CORE_vs_D-EMA-lag1,2,t_mAP25,0.5830579400062561,0.5770128965377808,0.006045043468475342,True
M3-V-CORE_vs_D-EMA-lag1,2,t_REC,0.38741055130958557,0.41084298491477966,-0.023432433605194092,False
M3-V-CORE_vs_D-EMA-lag1,2,prefix_overall_mAP,0.2979135513305664,0.3293818533420563,-0.03146830201148987,False
M3-V-CORE_vs_D-EMA-lag1,3,t_mAP,0.1355685442686081,0.15490299463272095,-0.019334450364112854,False
M3-V-CORE_vs_D-EMA-lag1,3,t_mAP50,0.2631383240222931,0.2784687280654907,-0.015330404043197632,False
M3-V-CORE_vs_D-EMA-lag1,3,t_mAP25,0.4325440227985382,0.4473269283771515,-0.014782905578613281,False
M3-V-CORE_vs_D-EMA-lag1,3,t_REC,0.29307350516319275,0.3103332221508026,-0.017259716987609863,False
M3-V-CORE_vs_D-EMA-lag1,3,prefix_overall_mAP,0.24371780455112457,0.2747494578361511,-0.03103165328502655,False
M3-V-CORE_vs_D-EMA-lag1,4,t_mAP,0.06760766357183456,0.08870398253202438,-0.02109631896018982,False
M3-V-CORE_vs_D-EMA-lag1,4,t_mAP50,0.13299645483493805,0.1532323658466339,-0.020235911011695862,False
M3-V-CORE_vs_D-EMA-lag1,4,t_mAP25,0.2990099787712097,0.300944447517395,-0.0019344687461853027,False
M3-V-CORE_vs_D-EMA-lag1,4,t_REC,0.2068200707435608,0.22094258666038513,-0.01412251591682434,False
M3-V-CORE_vs_D-EMA-lag1,4,prefix_overall_mAP,0.1730845421552658,0.21514850854873657,-0.042063966393470764,False
M3-V-CORE_vs_D-EMA-lag1,5,t_mAP,0.03849843144416809,0.0638430118560791,-0.02534458041191101,False
M3-V-CORE_vs_D-EMA-lag1,5,t_mAP50,0.07539387047290802,0.11602635681629181,-0.04063248634338379,False
M3-V-CORE_vs_D-EMA-lag1,5,t_mAP25,0.2066548466682434,0.2541489899158478,-0.04749414324760437,False
M3-V-CORE_vs_D-EMA-lag1,5,t_REC,0.13715143501758575,0.16822464764118195,-0.03107321262359619,False
M3-V-CORE_vs_D-EMA-lag1,5,prefix_overall_mAP,0.14723852276802063,0.19890892505645752,-0.05167040228843689,False
