method,reference_scene_id,master_sequence_id,order_id,horizon,causal_prefix_t_mAP,causal_prefix_t_mAP50,causal_prefix_t_mAP25,causal_prefix_t_REC,causal_prefix_t_REC50,causal_prefix_t_REC25,current_stage_AP,current_stage_AP50,current_stage_AP25,current_stage_REC,deployment_id_switches,identity_transition_opportunities,fragmentation_count,fragmentation_opportunities,merge_count,merge_opportunities,gap_opportunities,recovery_attempts,correct_recoveries,normalized_id_switch_rate,fragmentation_rate,merge_rate,gap_recovery_accuracy,gap_recovery_recall,update_scan_count,update_point_count,cumulative_scan_count
FullHistory,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_04-scene0219_00-scene0219_03-scene0219_02-scene0219_01,sha256_seed45,2,0.18827161192893982,0.3333333432674408,0.6111111044883728,0.2222222238779068,0.3333333432674408,0.6111111044883728,0.546296238899231,0.7777777910232544,0.9444444179534912,0.5802469253540039,5,5,5,5,0,0,0,0,0,1.0,1.0,,,,2,113892,2
Persist4D-V2,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_04-scene0219_00-scene0219_03-scene0219_02-scene0219_01,sha256_seed45,2,0.40740740299224854,0.5555555820465088,0.7777777910232544,0.40740740299224854,0.5555555820465088,0.7777777910232544,0.5469135642051697,0.7777777910232544,0.9768518805503845,0.5802469253540039,0,5,0,5,0,5,0,0,0,0.0,0.0,0.0,,,2,53147,2
FullHistory,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_04-scene0219_00-scene0219_03-scene0219_02-scene0219_01,sha256_seed45,3,0.17592592537403107,0.3402777910232544,0.5763888955116272,0.2222222238779068,0.4444444477558136,0.7222222089767456,0.3286706209182739,0.75,0.890625,0.4444444477558136,10,10,10,10,1,1,0,0,0,1.0,1.0,1.0,,,3,167928,5
Persist4D-V2,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_04-scene0219_00-scene0219_03-scene0219_02-scene0219_01,sha256_seed45,3,0.3086419701576233,0.5555555820465088,0.7777777910232544,0.3086419701576233,0.5555555820465088,0.7777777910232544,0.38831016421318054,0.7135416269302368,0.9635416269302368,0.4722222089767456,0,10,0,10,0,10,0,0,0,0.0,0.0,0.0,,,2,54036,4
FullHistory,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_04-scene0219_00-scene0219_03-scene0219_02-scene0219_01,sha256_seed45,4,0.07463523745536804,0.11616161465644836,0.5,0.08641975373029709,0.2222222238779068,0.5,0.25810185074806213,0.3958333432674408,0.8125,0.4444444477558136,13,13,13,13,1,1,0,0,0,1.0,1.0,1.0,,,4,207704,9
Persist4D-V2,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_04-scene0219_00-scene0219_03-scene0219_02-scene0219_01,sha256_seed45,4,0.23456789553165436,0.4444444477558136,0.6666666865348816,0.23456789553165436,0.4444444477558136,0.6666666865348816,0.2864583432674408,0.5989583730697632,0.8489583730697632,0.460317462682724,1,13,1,13,0,12,0,0,0,0.07692307692307693,0.07692307692307693,0.0,,,2,39776,6
FullHistory,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_04-scene0219_00-scene0219_03-scene0219_02-scene0219_01,sha256_seed45,5,0.08744855970144272,0.125,0.5555555820465088,0.12962962687015533,0.1666666716337204,0.5555555820465088,0.4691357910633087,0.8055555820465088,1.0,0.5432098507881165,15,15,19,19,2,2,1,1,0,1.0,1.0,1.0,0.0,0.0,5,263273,14
Persist4D-V2,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_04-scene0219_00-scene0219_03-scene0219_02-scene0219_01,sha256_seed45,5,0.23456789553165436,0.4444444477558136,0.6666666865348816,0.23456789553165436,0.4444444477558136,0.6666666865348816,0.5010287761688232,0.7407407760620117,0.9351851940155029,0.5679012537002563,2,16,1,19,0,18,1,1,1,0.125,0.05263157894736842,0.0,1.0,1.0,2,55569,8
FullHistory,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,2,0.1991669088602066,0.34155601263046265,0.5709127187728882,0.272769957780838,0.48095235228538513,0.7458332777023315,0.5878676176071167,0.6632589101791382,0.9016666412353516,0.7136150598526001,3,3,3,3,1,1,0,0,0,1.0,1.0,1.0,,,2,180028,2
Persist4D-V2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,2,0.19940821826457977,0.2799833416938782,0.4971039295196533,0.3800926208496094,0.4833333492279053,0.7000000476837158,0.5836116671562195,0.688467264175415,0.9016666412353516,0.6953703761100769,0,3,0,3,5,8,0,0,0,0.0,0.0,0.625,,,2,86222,2
FullHistory,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,3,0.12201077491044998,0.20390242338180542,0.47452741861343384,0.1882629096508026,0.4095238149166107,0.5333333015441895,0.3333333432674408,0.5,0.6979166865348816,0.4444444477558136,3,3,4,4,2,2,2,0,0,1.0,1.0,1.0,,0.0,3,224308,5
Persist4D-V2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,3,0.14943371713161469,0.2193930447101593,0.3536515533924103,0.2986111044883728,0.375,0.5416666269302368,0.3472222089767456,0.5,0.5208333730697632,0.4166666567325592,0,3,0,5,5,10,2,1,1,0.0,0.0,0.5,1.0,0.5,2,44280,4
FullHistory,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,4,0.061728399246931076,0.0694444477558136,0.22430555522441864,0.0694444477558136,0.1041666716337204,0.3166666626930237,0.49562501907348633,0.7043750286102295,0.8177083730697632,0.5430555939674377,3,3,12,12,3,3,12,6,0,1.0,1.0,1.0,0.0,0.0,4,289514,9
Persist4D-V2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,4,0.12227614969015121,0.17896825075149536,0.3116815686225891,0.1875,0.25,0.4166666865348816,0.5258680582046509,0.7979166507720947,0.96875,0.625,0,3,0,13,5,18,12,7,7,0.0,0.0,0.2777777777777778,1.0,0.5833333333333334,2,65206,6
FullHistory,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,5,0.04282407462596893,0.0598958358168602,0.21597221493721008,0.07175926119089127,0.1458333432674408,0.3375000059604645,0.22083333134651184,0.23749999701976776,0.4000000059604645,0.375,3,3,14,14,3,3,15,6,0,1.0,1.0,1.0,0.0,0.0,5,331656,14
Persist4D-V2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,5,0.12224040925502777,0.17896825075149536,0.31098711490631104,0.1875,0.25,0.4166666865348816,0.3506944477558136,0.4375,0.5625,0.4027777910232544,1,4,1,16,6,21,15,8,8,0.25,0.0625,0.2857142857142857,1.0,0.5333333333333333,2,42142,8
FullHistory,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,reverse,2,0.3926090896129608,0.4121527671813965,0.5798611640930176,0.4611111283302307,0.5291666984558105,0.7166666984558105,0.614907443523407,0.7208333015441895,0.949999988079071,0.6458333134651184,2,2,2,2,0,0,0,0,0,1.0,1.0,,,,2,107348,2
Persist4D-V2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,reverse,2,0.3840077221393585,0.3916800022125244,0.5252627730369568,0.4731481969356537,0.5291666984558105,0.6958333253860474,0.5808796286582947,0.7124999761581421,0.949999988079071,0.6388888955116272,2,2,2,2,2,2,0,0,0,1.0,1.0,1.0,,,2,65206,2
FullHistory,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,reverse,3,0.378796249628067,0.3816666603088379,0.5143308043479919,0.41296297311782837,0.4416666626930237,0.5916666984558105,0.4166666567325592,0.625,0.625,0.4166666567325592,2,2,4,4,1,1,2,1,0,1.0,1.0,1.0,0.0,0.0,3,151628,5
Persist4D-V2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,reverse,3,0.37864696979522705,0.3834622800350189,0.5120875835418701,0.4314815104007721,0.46666666865348816,0.5916666984558105,0.44907405972480774,0.625,0.625,0.6296296119689941,2,2,2,4,4,6,2,1,1,1.0,0.5,0.6666666666666666,1.0,0.5,2,44280,4
FullHistory,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,reverse,4,0.12175925821065903,0.23750001192092896,0.2782738208770752,0.19999998807907104,0.3500000238418579,0.4761905074119568,0.4985102117061615,0.6429166793823242,1.0,0.6732394099235535,2,2,8,8,1,1,6,4,0,1.0,1.0,1.0,0.0,0.0,4,237850,9
Persist4D-V2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,reverse,4,0.11760968714952469,0.16742157936096191,0.23050031065940857,0.243055522441864,0.2916666865348816,0.3541666865348816,0.4835434556007385,0.7526785731315613,0.992968738079071,0.5868055820465088,2,2,3,8,9,14,6,4,3,1.0,0.375,0.6428571428571429,0.75,0.5,2,86222,6
FullHistory,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,reverse,5,0.0609579011797905,0.0706944540143013,0.2150000035762787,0.09259259700775146,0.11666667461395264,0.3047618865966797,0.5499432682991028,0.6833333373069763,0.9523810148239136,0.5941799283027649,5,5,18,18,8,8,14,10,0,1.0,1.0,1.0,0.0,0.0,5,331656,14
Persist4D-V2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,reverse,5,0.00928755197674036,0.01267939805984497,0.08095292001962662,0.07870370894670486,0.1041666716337204,0.1666666716337204,0.5531216859817505,0.747619092464447,0.9085034132003784,0.6216931343078613,3,6,4,19,11,26,15,10,8,0.5,0.21052631578947367,0.4230769230769231,0.8,0.5333333333333333,2,93806,8
FullHistory,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,sha256_seed45,2,0.3899243175983429,0.41375917196273804,0.5756944417953491,0.46574074029922485,0.6541666984558105,0.7166666984558105,0.4027777910232544,0.625,0.75,0.4027777910232544,1,1,1,1,0,0,0,0,0,1.0,1.0,,,,2,107348,2
Persist4D-V2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,sha256_seed45,2,0.28333336114883423,0.4121527671813965,0.53025883436203,0.37222227454185486,0.6291666626930237,0.6541666984558105,0.3923611044883728,0.53125,0.65625,0.4027777910232544,1,1,1,1,1,1,0,0,0,1.0,1.0,1.0,,,2,42142,2
FullHistory,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,sha256_seed45,3,0.38259392976760864,0.4171527624130249,0.5161111354827881,0.4287037253379822,0.5916666984558105,0.5916666984558105,0.41729795932769775,0.5056818127632141,0.625,0.4305555522441864,2,2,2,2,1,1,0,0,0,1.0,1.0,1.0,,,3,151628,5
Persist4D-V2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,sha256_seed45,3,0.28287041187286377,0.4121527671813965,0.5320391654968262,0.37222227454185486,0.6291666626930237,0.6541666984558105,0.48043981194496155,0.5260416269302368,0.5685763955116272,0.5555555820465088,1,3,1,3,1,3,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,2,44280,4
FullHistory,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,sha256_seed45,4,0.11346229165792465,0.24549105763435364,0.32944443821907043,0.24444444477558136,0.4791666865348816,0.5208333730697632,0.5565464496612549,0.7308928966522217,0.9954166412353516,0.6394366025924683,2,2,6,6,1,1,4,3,0,1.0,1.0,1.0,0.0,0.0,4,237850,9
Persist4D-V2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,sha256_seed45,4,0.02126723900437355,0.048744142055511475,0.15805897116661072,0.11574074625968933,0.2708333432674408,0.2916666865348816,0.48701566457748413,0.7526785731315613,0.992968738079071,0.5868055820465088,1,3,2,7,5,10,4,3,2,0.3333333333333333,0.2857142857142857,0.5,0.6666666666666666,0.5,2,86222,6
FullHistory,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,sha256_seed45,5,0.05532408133149147,0.06979167461395264,0.19687500596046448,0.09537038207054138,0.14166668057441711,0.3047619163990021,0.5211640000343323,0.6961904764175415,0.9523810148239136,0.5777778029441833,5,5,16,16,4,4,12,6,0,1.0,1.0,1.0,0.0,0.0,5,331656,14
Persist4D-V2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,sha256_seed45,5,0.018845342099666595,0.029980551451444626,0.12337331473827362,0.11342594027519226,0.2083333432674408,0.2083333432674408,0.5757407546043396,0.7595238089561462,0.9085034132003784,0.6216931343078613,3,7,4,17,7,20,13,7,6,0.42857142857142855,0.23529411764705882,0.35,0.8571428571428571,0.46153846153846156,2,93806,8
FullHistory,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_01-scene0309_04-scene0309_03-scene0309_00-scene0309_02,canonical,2,0.4079397916793823,0.5062500238418579,0.6862499713897705,0.5236111283302307,0.5874999761581421,0.762499988079071,0.5268229246139526,0.7909722328186035,0.9427083730697632,0.6354166865348816,0,0,0,0,0,0,0,0,0,,,,,,2,109486,2
Persist4D-V2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_01-scene0309_04-scene0309_03-scene0309_00-scene0309_02,canonical,2,0.31940165162086487,0.42395833134651184,0.6368750333786011,0.4791666567325592,0.574999988079071,0.7875000238418579,0.5258680582046509,0.7979166507720947,0.96875,0.625,0,0,0,0,2,2,0,0,0,,,1.0,,,2,65206,2
FullHistory,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_01-scene0309_04-scene0309_03-scene0309_00-scene0309_02,canonical,3,0.3831845223903656,0.39345237612724304,0.5375000238418579,0.42500001192092896,0.48750001192092896,0.675000011920929,0.4505952298641205,0.6741071343421936,0.6979166865348816,0.4861111044883728,1,1,3,3,0,0,2,1,0,1.0,1.0,,0.0,0.0,3,151628,5
Persist4D-V2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_01-scene0309_04-scene0309_03-scene0309_00-scene0309_02,canonical,3,0.29885154962539673,0.388437956571579,0.5444286465644836,0.4166666269302368,0.5,0.625,0.45370373129844666,0.7083333730697632,0.8819444179534912,0.45370373129844666,1,1,2,3,3,4,2,1,0,1.0,0.6666666666666666,0.75,0.0,0.0,2,42142,4
FullHistory,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_01-scene0309_04-scene0309_03-scene0309_00-scene0309_02,canonical,4,0.2380952537059784,0.3950892686843872,0.5208333134651184,0.3055555522441864,0.5,0.625,0.6350207924842834,0.893962562084198,0.9352380633354187,0.7253968119621277,4,4,14,14,1,1,11,8,0,1.0,1.0,1.0,0.0,0.0,4,245434,9
Persist4D-V2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_01-scene0309_04-scene0309_03-scene0309_00-scene0309_02,canonical,4,0.2430555522441864,0.375,0.5,0.2430555522441864,0.375,0.5,0.6697530746459961,0.8710317611694336,0.976190447807312,0.6957671642303467,2,4,3,14,4,15,11,8,6,0.5,0.21428571428571427,0.26666666666666666,0.75,0.5454545454545454,2,93806,6
FullHistory,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_01-scene0309_04-scene0309_03-scene0309_00-scene0309_02,canonical,5,0.05964355915784836,0.07623105496168137,0.2160416543483734,0.11296296119689941,0.15833334624767303,0.380952388048172,0.5173611044883728,0.78125,1.0,0.5590277910232544,7,7,17,17,4,4,11,8,0,1.0,1.0,1.0,0.0,0.0,5,331656,14
Persist4D-V2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_01-scene0309_04-scene0309_03-scene0309_00-scene0309_02,canonical,5,0.06688611954450607,0.17550504207611084,0.3235532343387604,0.16898149251937866,0.2916666865348816,0.4583333432674408,0.5836116671562195,0.688467264175415,0.9016666412353516,0.6953703761100769,2,7,3,17,9,23,11,8,6,0.2857142857142857,0.17647058823529413,0.391304347826087,0.75,0.5454545454545454,2,86222,8
FullHistory,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_01-scene0309_04-scene0309_03-scene0309_00-scene0309_02,reverse,2,0.19078685343265533,0.3433261513710022,0.6981911659240723,0.2689814865589142,0.4624999761581421,0.8125000596046448,0.5902872085571289,0.8333333134651184,0.9330611824989319,0.6248677372932434,5,5,5,5,0,0,0,0,0,1.0,1.0,,,,2,180028,2
Persist4D-V2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_01-scene0309_04-scene0309_03-scene0309_00-scene0309_02,reverse,2,0.25013652443885803,0.3927726745605469,0.6967276930809021,0.3939815163612366,0.550000011920929,0.824999988079071,0.5719047784805298,0.747619092464447,0.9085034132003784,0.6216931343078613,0,5,0,5,5,10,0,0,0,0.0,0.0,0.5,,,2,93806,2
FullHistory,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_01-scene0309_04-scene0309_03-scene0309_00-scene0309_02,reverse,3,0.1171516701579094,0.22678571939468384,0.4816468358039856,0.20985917747020721,0.5047618746757507,0.5666666626930237,0.29629629850387573,0.5,0.5,0.4166666567325592,8,8,8,8,1,1,1,0,0,1.0,1.0,1.0,,0.0,3,222170,5
Persist4D-V2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_01-scene0309_04-scene0309_03-scene0309_00-scene0309_02,reverse,3,0.19712191820144653,0.3585960865020752,0.6396344304084778,0.352314829826355,0.5250000357627869,0.800000011920929,0.4489086866378784,0.65625,0.7083333730697632,0.4722222089767456,0,9,0,9,5,14,0,0,0,0.0,0.0,0.35714285714285715,,,2,42142,4
FullHistory,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_01-scene0309_04-scene0309_03-scene0309_00-scene0309_02,reverse,4,0.09502315521240234,0.16562500596046448,0.33038192987442017,0.12731482088565826,0.2708333432674408,0.36250001192092896,0.4836612939834595,0.6907737851142883,0.8383928537368774,0.5541666746139526,9,9,15,16,3,4,10,6,1,1.0,0.9375,0.75,0.16666666666666666,0.1,4,287376,9
Persist4D-V2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_01-scene0309_04-scene0309_03-scene0309_00-scene0309_02,reverse,4,0.06961002945899963,0.1134202778339386,0.37401413917541504,0.20416666567325592,0.2750000059604645,0.5249999761581421,0.6061111092567444,0.7052083015441895,0.9427083730697632,0.6388888955116272,0,11,1,18,7,24,9,7,6,0.0,0.05555555555555555,0.2916666666666667,0.8571428571428571,0.6666666666666666,2,65206,6
FullHistory,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_01-scene0309_04-scene0309_03-scene0309_00-scene0309_02,reverse,5,0.07741829007863998,0.115947425365448,0.24511408805847168,0.11851850897073746,0.21250000596046448,0.3375000059604645,0.375,0.5,0.6979166865348816,0.4166666567325592,9,9,17,18,4,5,12,7,1,1.0,0.9444444444444444,0.8,0.14285714285714285,0.08333333333333333,5,331656,14
Persist4D-V2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_01-scene0309_04-scene0309_03-scene0309_00-scene0309_02,reverse,5,0.02476818673312664,0.034067776054143906,0.29462066292762756,0.17824073135852814,0.2083333432674408,0.4583333432674408,0.44907405972480774,0.625,0.625,0.6296296119689941,0,11,1,20,9,28,11,8,7,0.0,0.05,0.32142857142857145,0.875,0.6363636363636364,2,44280,8
FullHistory,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_01-scene0309_04-scene0309_03-scene0309_00-scene0309_02,sha256_seed45,2,0.3899243175983429,0.41375917196273804,0.5756944417953491,0.46574074029922485,0.6541666984558105,0.7166666984558105,0.4027777910232544,0.625,0.75,0.4027777910232544,1,1,1,1,0,0,0,0,0,1.0,1.0,,,,2,107348,2
Persist4D-V2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_01-scene0309_04-scene0309_03-scene0309_00-scene0309_02,sha256_seed45,2,0.28333336114883423,0.4121527671813965,0.53025883436203,0.37222227454185486,0.6291666626930237,0.6541666984558105,0.3923611044883728,0.53125,0.65625,0.4027777910232544,1,1,1,1,1,1,0,0,0,1.0,1.0,1.0,,,2,42142,2
FullHistory,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_01-scene0309_04-scene0309_03-scene0309_00-scene0309_02,sha256_seed45,3,0.38259392976760864,0.4171527624130249,0.5161111354827881,0.4287037253379822,0.5916666984558105,0.5916666984558105,0.41729795932769775,0.5056818127632141,0.625,0.4305555522441864,2,2,2,2,1,1,0,0,0,1.0,1.0,1.0,,,3,151628,5
Persist4D-V2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_01-scene0309_04-scene0309_03-scene0309_00-scene0309_02,sha256_seed45,3,0.28287041187286377,0.4121527671813965,0.5320391654968262,0.37222227454185486,0.6291666626930237,0.6541666984558105,0.48043981194496155,0.5260416269302368,0.5685763955116272,0.5555555820465088,1,3,1,3,1,3,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,2,44280,4
FullHistory,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_01-scene0309_04-scene0309_03-scene0309_00-scene0309_02,sha256_seed45,4,0.11346229165792465,0.24549105763435364,0.32944443821907043,0.24444444477558136,0.4791666865348816,0.5208333730697632,0.5565464496612549,0.7308928966522217,0.9954166412353516,0.6394366025924683,2,2,6,6,1,1,4,3,0,1.0,1.0,1.0,0.0,0.0,4,237850,9
Persist4D-V2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_01-scene0309_04-scene0309_03-scene0309_00-scene0309_02,sha256_seed45,4,0.02126723900437355,0.048744142055511475,0.15805897116661072,0.11574074625968933,0.2708333432674408,0.2916666865348816,0.48701566457748413,0.7526785731315613,0.992968738079071,0.5868055820465088,1,3,2,7,5,10,4,3,2,0.3333333333333333,0.2857142857142857,0.5,0.6666666666666666,0.5,2,86222,6
FullHistory,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_01-scene0309_04-scene0309_03-scene0309_00-scene0309_02,sha256_seed45,5,0.05532408133149147,0.06979167461395264,0.19687500596046448,0.09537038207054138,0.14166668057441711,0.3047619163990021,0.5211640000343323,0.6961904764175415,0.9523810148239136,0.5777778029441833,5,5,16,16,4,4,12,6,0,1.0,1.0,1.0,0.0,0.0,5,331656,14
Persist4D-V2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_01-scene0309_04-scene0309_03-scene0309_00-scene0309_02,sha256_seed45,5,0.018845342099666595,0.029980551451444626,0.12337331473827362,0.11342594027519226,0.2083333432674408,0.2083333432674408,0.5757407546043396,0.7595238089561462,0.9085034132003784,0.6216931343078613,3,7,4,17,7,20,13,7,6,0.42857142857142855,0.23529411764705882,0.35,0.8571428571428571,0.46153846153846156,2,93806,8
FullHistory,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_02-scene0309_01-scene0309_04-scene0309_03-scene0309_00,canonical,2,0.3770698010921478,0.5025432705879211,0.6515480279922485,0.3888888955116272,0.5416666865348816,0.7291666269302368,0.3361111283302307,0.5083333253860474,0.6498016119003296,0.3611111044883728,1,1,1,1,0,0,0,0,0,1.0,1.0,,,,2,130502,2
Persist4D-V2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_02-scene0309_01-scene0309_04-scene0309_03-scene0309_00,canonical,2,0.3408372104167938,0.45258837938308716,0.6734622716903687,0.5046296119689941,0.6666666865348816,0.7916666865348816,0.3500000238418579,0.5083333253860474,0.6319444179534912,0.4444444477558136,0,1,0,1,1,2,0,0,0,0.0,0.0,0.5,,,2,44280,2
FullHistory,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_02-scene0309_01-scene0309_04-scene0309_03-scene0309_00,canonical,3,0.13365162909030914,0.33007192611694336,0.34285300970077515,0.26620373129844666,0.4583333432674408,0.523809552192688,0.5288856029510498,0.7766368985176086,0.949999988079071,0.6083333492279053,1,1,5,5,0,0,4,3,0,1.0,1.0,,0.0,0.0,3,195708,5
Persist4D-V2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_02-scene0309_01-scene0309_04-scene0309_03-scene0309_00,canonical,3,0.15539616346359253,0.2295127660036087,0.37928956747055054,0.38425925374031067,0.5208333730697632,0.6875,0.5258680582046509,0.7979166507720947,0.96875,0.625,0,1,0,5,6,11,4,3,3,0.0,0.0,0.5454545454545454,1.0,0.75,2,65206,4
FullHistory,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_02-scene0309_01-scene0309_04-scene0309_03-scene0309_00,canonical,4,0.08805941790342331,0.20034721493721008,0.21805554628372192,0.25231483578681946,0.4374999701976776,0.4999999701976776,0.2675926089286804,0.3083333373069763,0.38055557012557983,0.34259259700775146,1,1,7,7,0,0,7,4,0,1.0,1.0,,0.0,0.0,4,237850,9
Persist4D-V2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_02-scene0309_01-scene0309_04-scene0309_03-scene0309_00,canonical,4,0.13326247036457062,0.19842831790447235,0.3310040831565857,0.3402777910232544,0.4583333134651184,0.5833333134651184,0.37037038803100586,0.5208333730697632,0.6944444179534912,0.45370373129844666,1,2,2,8,7,13,7,4,3,0.5,0.25,0.5384615384615384,0.75,0.42857142857142855,2,42142,6
FullHistory,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_02-scene0309_01-scene0309_04-scene0309_03-scene0309_00,canonical,5,0.06139403581619263,0.07858795672655106,0.25486111640930176,0.14120370149612427,0.2291666716337204,0.3541666865348816,0.5711624026298523,0.7400226593017578,0.966553270816803,0.6296296715736389,3,3,17,17,3,3,16,10,0,1.0,1.0,1.0,0.0,0.0,5,331656,14
Persist4D-V2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_02-scene0309_01-scene0309_04-scene0309_03-scene0309_00,canonical,5,0.06315460801124573,0.0850440114736557,0.30579403042793274,0.2013888955116272,0.2916666865348816,0.4166666865348816,0.676146388053894,0.8730158805847168,0.976190447807312,0.6957671642303467,2,5,3,19,8,24,16,11,9,0.4,0.15789473684210525,0.3333333333333333,0.8181818181818182,0.5625,2,93806,8
FullHistory,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_02-scene0309_01-scene0309_04-scene0309_03-scene0309_00,reverse,2,0.5647907853126526,0.8142856955528259,0.8490476608276367,0.6068783402442932,0.8380952477455139,0.8952380418777466,0.4489086866378784,0.65625,0.7083333730697632,0.4722222089767456,4,4,4,4,0,0,0,0,0,1.0,1.0,,,,2,135948,2
Persist4D-V2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_02-scene0309_01-scene0309_04-scene0309_03-scene0309_00,reverse,2,0.5500220060348511,0.7462301254272461,0.8401796221733093,0.6227513551712036,0.8380952477455139,0.8952380418777466,0.45932537317276,0.75,0.8020833730697632,0.4722222089767456,0,4,0,4,0,4,0,0,0,0.0,0.0,0.0,,,2,42142,2
