event_type,data_role,logical_unit_id,reference_id,method,config_id,absolute_stage,group_count,anchor_count,matched_group_count,new_identity_count,nonresident_count,overlap_lock_count,feature_edge_count,joint_edge_count,overlap_edge_count,missing_overlap_edge_count,zero_norm_query_count,zero_norm_anchor_count,mean_decision_score,mean_decision_margin,assignment_sha256
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00033,4acaebc0-6c10-2a2a-852e-0226d6539299,A2-default,A2-lambda-0.25-tau-0.666666666667,3,44,52,44,0,35,0,0,0,1200,1088,0,0,0.9733930162408135,0.07578424296595833,f571d72e8327798b532c485193f954743d96ae2fc896db3181874bbb0311adae
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00033,4acaebc0-6c10-2a2a-852e-0226d6539299,A2-default,A2-lambda-0.25-tau-0.666666666667,4,54,44,44,10,45,0,0,0,1152,1224,0,0,0.7830901929625759,0.06276743721078944,2a6481be455b45ccb93768a5665eb3446ef44bf455acd7ae67ce4e9614b5dcb4
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00034,4acaebc0-6c10-2a2a-852e-0226d6539299,A0-U-default,A0-U-tau-0.666666666667,0,46,0,0,46,37,0,0,0,0,0,0,0,0.0,0.0,d60fb7828e433efe7ecb920cfc5386fbf8286c2f399341f1f05b566c93129284
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00034,4acaebc0-6c10-2a2a-852e-0226d6539299,A0-U-default,A0-U-tau-0.666666666667,1,47,46,46,1,38,0,0,0,841,1321,0,0,0.9495516952047957,0.05730588765854531,f44157394a133e6a5fcebf5db3032e8148dfba3cc5372d498713879483bd2ed0
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00034,4acaebc0-6c10-2a2a-852e-0226d6539299,A0-U-default,A0-U-tau-0.666666666667,2,58,47,47,11,49,0,0,0,713,2013,0,0,0.7935646813491295,0.04273348738407266,355e54287bcc39a56d57d1cda98f302dc8f740f0b9e69493b36bea3a3bd66669
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00034,4acaebc0-6c10-2a2a-852e-0226d6539299,A0-U-default,A0-U-tau-0.666666666667,3,48,58,48,0,39,0,0,0,980,1804,0,0,0.984532198558251,0.05323317150274912,e6eefe39504c88d0a7c3087d07266afc5a814132bd390f6cec4696421524b556
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00034,4acaebc0-6c10-2a2a-852e-0226d6539299,A0-U-default,A0-U-tau-0.666666666667,4,44,48,44,0,35,0,0,0,720,1392,0,0,0.9825568172064695,0.06160590458999981,6828ea5b3cd660a88c41c6b6043e185ec586424272545b314f373163e40b6d38
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00034,4acaebc0-6c10-2a2a-852e-0226d6539299,A1-default,A1-theta-0.65,0,46,0,0,46,37,0,0,0,0,0,0,0,0.0,0.0,a55cd352252060d4103d5a65e7fb6342031e1b943a132ba81e936b759bdc810e
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00034,4acaebc0-6c10-2a2a-852e-0226d6539299,A1-default,A1-theta-0.65,1,47,46,46,1,38,6,0,0,841,1321,0,0,0.9466174891654481,0.07688257922517493,073ed6872a71243aa89d703d1cf5a699a9352787d643d88febaf32fae57259b6
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00034,4acaebc0-6c10-2a2a-852e-0226d6539299,A1-default,A1-theta-0.65,2,58,47,47,11,49,4,0,0,713,2013,0,0,0.7899137550386889,0.07322298144472056,11a829338f0f0efcff6e478a7c02b165b0341314a345f4c459b37afc35ecc232
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00034,4acaebc0-6c10-2a2a-852e-0226d6539299,A1-default,A1-theta-0.65,3,48,58,48,0,39,5,0,0,980,1804,0,0,0.9775830209255219,0.09145841747522354,64c72c2d4621078c8f468d7f087a51f5b08ef34ef134825ef5430b03c9a0e051
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00034,4acaebc0-6c10-2a2a-852e-0226d6539299,A1-default,A1-theta-0.65,4,44,48,44,0,35,6,0,0,720,1392,0,0,0.9829072532328692,0.14918723566965622,b809ac6ff82658ef21b64eac96ad0cde6791c093cdd7505fde4ee8afbbaa8472
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00034,4acaebc0-6c10-2a2a-852e-0226d6539299,A2-default,A2-lambda-0.25-tau-0.666666666667,0,46,0,0,46,37,0,0,0,0,0,0,0,0.0,0.0,f8288c37533ec270fac923c16090bd9c8e6ebb719412bb0b6b70eb949136effd
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00034,4acaebc0-6c10-2a2a-852e-0226d6539299,A2-default,A2-lambda-0.25-tau-0.666666666667,1,47,46,46,1,38,0,0,0,841,1321,0,0,0.9348657511650248,0.07267397515317227,ee5cac3974b1a6062dc79ad37b9c61435198f08c325c94af309eae8eb248383a
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00034,4acaebc0-6c10-2a2a-852e-0226d6539299,A2-default,A2-lambda-0.25-tau-0.666666666667,2,58,47,47,11,49,0,0,0,713,2013,0,0,0.7890235267836472,0.05141853875127332,0bb87e385587c8da543f6ce710de1447e07d4af19ceb8e5e3601db8cb49b94d1
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00034,4acaebc0-6c10-2a2a-852e-0226d6539299,A2-default,A2-lambda-0.25-tau-0.666666666667,3,48,58,48,0,39,0,0,0,980,1804,0,0,0.9740488429864248,0.062166232615709305,49bb6fc8e70539ce7d2313725ea50114aa725eaa58cb93a1bddd1cc4ddb2c0b0
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00034,4acaebc0-6c10-2a2a-852e-0226d6539299,A2-default,A2-lambda-0.25-tau-0.666666666667,4,44,48,44,0,35,0,0,0,720,1392,0,0,0.9775125519795851,0.08063970777121457,6a73a6059b9b702c61dd40291ccdcfc35db28f7efada3409928f48ada22da732
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00035,4acaebc0-6c10-2a2a-852e-0226d6539299,A0-U-default,A0-U-tau-0.666666666667,0,30,0,0,30,21,0,0,0,0,0,0,0,0.0,0.0,42a83f5d0baeea6b08a525c75b27f98501bcd9ee15c05155620dbb55bcefe224
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00035,4acaebc0-6c10-2a2a-852e-0226d6539299,A0-U-default,A0-U-tau-0.666666666667,1,45,30,30,15,36,0,0,0,612,738,0,0,0.6519125541051228,0.05846355888578627,058a89e786fe11222c62a87786fc6f7f9a7d2f071e8fdcd18d2afe470ceb773f
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00035,4acaebc0-6c10-2a2a-852e-0226d6539299,A0-U-default,A0-U-tau-0.666666666667,2,53,45,45,8,44,0,0,0,1332,1053,0,0,0.8335754848876089,0.05125000004498464,d98cd4eb3385bee6dffe6c1e03b8c79e787aa49227fd2ca69677ac3c87e47e96
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00035,4acaebc0-6c10-2a2a-852e-0226d6539299,A0-U-default,A0-U-tau-0.666666666667,3,45,53,45,0,36,0,0,0,1064,1321,0,0,0.9755861785676744,0.059006350570254856,b6d8acaf22a4486e980fdfbb270c24f272f818c7bd439d751864843694ae88cf
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00035,4acaebc0-6c10-2a2a-852e-0226d6539299,A0-U-default,A0-U-tau-0.666666666667,4,48,45,45,3,39,0,0,0,930,1230,0,0,0.9129968881607056,0.055827464908361435,cb9c316ca876bf8e52ee6c9b0c2dd1518908b55f37d09ab425ae2ef225716b27
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00035,4acaebc0-6c10-2a2a-852e-0226d6539299,A1-default,A1-theta-0.65,0,30,0,0,30,21,0,0,0,0,0,0,0,0.0,0.0,893897b11c39ee03d624e9c049fc72f08dd8fd87ad438e4f0f2911611ea9ae5f
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00035,4acaebc0-6c10-2a2a-852e-0226d6539299,A1-default,A1-theta-0.65,1,45,30,30,15,36,6,0,0,612,738,0,0,0.6404648476176792,0.13309742079840767,1b82183eb8ea9dcf133f92fb354197094cffa659025674a0f93ae1dd9adcfd6f
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00035,4acaebc0-6c10-2a2a-852e-0226d6539299,A1-default,A1-theta-0.65,2,53,45,45,8,44,6,0,0,1332,1053,0,0,0.8308657891345474,0.11879387666594307,75edff006898968f2c99363413efe61a811ad1c5ab238f911f14c9995b3a8394
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00035,4acaebc0-6c10-2a2a-852e-0226d6539299,A1-default,A1-theta-0.65,3,45,53,45,0,36,6,0,0,1064,1321,0,0,0.9751438114378187,0.13326862653096516,eb5911135004f4877d2cb23413fccf001a7c0648bbc570f76a08a8850c0d9ddd
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00035,4acaebc0-6c10-2a2a-852e-0226d6539299,A1-default,A1-theta-0.65,4,48,45,45,3,39,5,0,0,930,1230,0,0,0.909999392926693,0.10569060097138087,344839323f9f6d493a0863b06c63cb2d6da47912f19369e784959f5669acef09
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00035,4acaebc0-6c10-2a2a-852e-0226d6539299,A2-default,A2-lambda-0.25-tau-0.666666666667,0,30,0,0,30,21,0,0,0,0,0,0,0,0.0,0.0,65229c09a875dfac3979e21af2f868b5057c492ec9af77a8a1ed0388f9d6c11a
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00035,4acaebc0-6c10-2a2a-852e-0226d6539299,A2-default,A2-lambda-0.25-tau-0.666666666667,1,45,30,30,15,36,0,0,0,612,738,0,0,0.6430294275283813,0.07607571416431003,e3fed154a9ef900f7e7fad160ec7433a5b96f0981cbe92cfb598f547c357d8fc
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00035,4acaebc0-6c10-2a2a-852e-0226d6539299,A2-default,A2-lambda-0.25-tau-0.666666666667,2,53,45,45,8,44,0,0,0,1332,1053,0,0,0.8098082576157912,0.07369829911106038,2d4bb62df7cae342f3a36715fa663717e8cfb4972d68f75223587728b4eb8d74
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00035,4acaebc0-6c10-2a2a-852e-0226d6539299,A2-default,A2-lambda-0.25-tau-0.666666666667,3,45,53,45,0,36,0,0,0,1064,1321,0,0,0.9507022619247436,0.0801672273212009,0209c3617f298599f90fc8bd6c429f98c4af1b2e7c1d18d8ca463b5286040cc4
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00035,4acaebc0-6c10-2a2a-852e-0226d6539299,A2-default,A2-lambda-0.25-tau-0.666666666667,4,48,45,45,3,39,0,0,0,930,1230,0,0,0.9005951086680094,0.07174297111729781,2c02136b29f8de5fb542d10f7d46b4a8040854099826bac548415ea39d35e6f1
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00036,4acaebc0-6c10-2a2a-852e-0226d6539299,A0-U-default,A0-U-tau-0.666666666667,0,44,0,0,44,35,0,0,0,0,0,0,0,0.0,0.0,a5b15314385c81ea977b9c8321cc7a9b7e8da1c1c8138e31214810aa8ab9c568
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00036,4acaebc0-6c10-2a2a-852e-0226d6539299,A0-U-default,A0-U-tau-0.666666666667,1,48,44,44,4,39,0,0,0,900,1212,0,0,0.8895941811303297,0.05519702533880869,e1085f29d8ca53c33962a093a05c8a06d74069c9d226bc7ec14a1d6329b5a6e8
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00036,4acaebc0-6c10-2a2a-852e-0226d6539299,A0-U-default,A0-U-tau-0.666666666667,2,38,48,38,0,29,0,0,0,640,1184,0,0,0.9777825757076866,0.07086773608860217,1744dc64b3def318c05dff42583f160c337f957ad5f1de8fa8534039925197f6
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00036,4acaebc0-6c10-2a2a-852e-0226d6539299,A0-U-default,A0-U-tau-0.666666666667,3,52,38,38,14,43,0,0,0,714,1262,0,0,0.7184634655714035,0.059214236644598156,e843e698913b7fb080a6d18897383e5dabb31912329b0e8bb8c55b476bc14c3b
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00036,4acaebc0-6c10-2a2a-852e-0226d6539299,A0-U-default,A0-U-tau-0.666666666667,4,47,52,47,0,38,0,0,0,812,1632,0,0,0.977625808817275,0.05442909611032364,d8d417faba11aa91ccfc83486c7cb5cfd5db3aab6537c1fef0bdb9afeca513c6
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00036,4acaebc0-6c10-2a2a-852e-0226d6539299,A1-default,A1-theta-0.65,0,44,0,0,44,35,0,0,0,0,0,0,0,0.0,0.0,ce436dd0dca095218c477f992f77464bd62996b13204eefc769d8ffff29c4019
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00036,4acaebc0-6c10-2a2a-852e-0226d6539299,A1-default,A1-theta-0.65,1,48,44,44,4,39,6,0,0,900,1212,0,0,0.8804204054176807,0.11487248602012794,c9a29bf19c700564a539ce8dbfbdbb8171c44da8fb70d2b6a985e653a96df2fb
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00036,4acaebc0-6c10-2a2a-852e-0226d6539299,A1-default,A1-theta-0.65,2,38,48,38,0,29,5,0,0,640,1184,0,0,0.9780674059140054,0.14373531937599182,bde5871ea32d026aa864ca90ed30053d511bfb8cb0d52406c1c6a6743b49f55b
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00036,4acaebc0-6c10-2a2a-852e-0226d6539299,A1-default,A1-theta-0.65,3,52,38,38,14,43,3,0,0,714,1262,0,0,0.7178699385661346,0.09709340448562916,05a0fa3b87903cae5502e3ca2036716af7005a55b408714632783fb329f02acd
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00036,4acaebc0-6c10-2a2a-852e-0226d6539299,A1-default,A1-theta-0.65,4,47,52,47,0,38,5,0,0,812,1632,0,0,0.9720611229855963,0.07737016804674839,e66dfef2e7e107de65f84c0630611774ab517bed97d8eda1ca39c25aff9d3eea
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00036,4acaebc0-6c10-2a2a-852e-0226d6539299,A2-default,A2-lambda-0.25-tau-0.666666666667,0,44,0,0,44,35,0,0,0,0,0,0,0,0.0,0.0,50b59732f3003799739a204c80bb07ba2fe5a6aca6ffdbb31d0fa07c035369ab
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00036,4acaebc0-6c10-2a2a-852e-0226d6539299,A2-default,A2-lambda-0.25-tau-0.666666666667,1,48,44,44,4,39,0,0,0,900,1212,0,0,0.8773028130332629,0.07944566011428833,7fc1dd9d2ffa61ec7dc95154d98bec6688c406ae32c728f18b3af87ff3c7d103
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00036,4acaebc0-6c10-2a2a-852e-0226d6539299,A2-default,A2-lambda-0.25-tau-0.666666666667,2,38,48,38,0,29,0,0,0,640,1184,0,0,0.9635010989088761,0.08485678308888485,510720855392768b2b5f2951248f22676e9511a2032cb66ba6e5f1624a547ed8
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00036,4acaebc0-6c10-2a2a-852e-0226d6539299,A2-default,A2-lambda-0.25-tau-0.666666666667,3,52,38,38,14,43,0,0,0,714,1262,0,0,0.7121573755374322,0.06871919448559101,26411d7582d43bdfd42cdd75be40f7de75729fc1de8921862b20a480dfbad757
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00036,4acaebc0-6c10-2a2a-852e-0226d6539299,A2-default,A2-lambda-0.25-tau-0.666666666667,4,47,52,47,0,38,0,0,0,812,1632,0,0,0.9662594554272104,0.06453530205057022,0c5859c85eb48e0a97d9ce314c9f8c909d96acbeef134596f2cfe6c0e5bac512
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00037,4acaebc0-6c10-2a2a-852e-0226d6539299,A0-U-default,A0-U-tau-0.666666666667,0,55,0,0,55,46,0,0,0,0,0,0,0,0.0,0.0,b8d308b970c0378a854190b438d487a204ba6f9b42e0e127497c0e1a513b64c4
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00037,4acaebc0-6c10-2a2a-852e-0226d6539299,A0-U-default,A0-U-tau-0.666666666667,1,52,55,52,0,43,0,0,0,1482,1378,0,0,0.9739498003171041,0.050284347855127774,1209749f5bd09def9bf2b9ca7ab1d72ac36e59f1659f66e32025caea9dddd956
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00037,4acaebc0-6c10-2a2a-852e-0226d6539299,A0-U-default,A0-U-tau-0.666666666667,2,45,52,45,0,36,0,0,0,1302,1038,0,0,0.9802541163232591,0.058355528778500025,39415e552765410c75cb4959546c65803b8e6e7a34abb11ab3e552881759de5b
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00037,4acaebc0-6c10-2a2a-852e-0226d6539299,A0-U-default,A0-U-tau-0.666666666667,3,43,45,43,0,34,0,0,0,899,1036,0,0,0.9812229774719061,0.061030249262965006,2d5929f8dabb35ba9731d71356aad8eef3b5ad1967d95b452e3d840ccb427cd4
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00037,4acaebc0-6c10-2a2a-852e-0226d6539299,A0-U-default,A0-U-tau-0.666666666667,4,41,43,41,0,32,0,0,0,784,979,0,0,0.9809318955351667,0.06773597292783784,caa0c60e6591c73d3f94c617a911560ed048c8aa820a23fa12e1edfc88c4e9a4
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00037,4acaebc0-6c10-2a2a-852e-0226d6539299,A1-default,A1-theta-0.65,0,55,0,0,55,46,0,0,0,0,0,0,0,0.0,0.0,d2ff25419a912f7fae692315ab3bad8553c3ca0c06c9b2a92a1222dc1cb43200
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00037,4acaebc0-6c10-2a2a-852e-0226d6539299,A1-default,A1-theta-0.65,1,52,55,52,0,43,7,0,0,1482,1378,0,0,0.9627436972581424,0.11049747352416699,b9e5e2f388e7cc0bb34be7bdc17af0cf0aec9839653284c61916d60aa96c5e6e
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00037,4acaebc0-6c10-2a2a-852e-0226d6539299,A1-default,A1-theta-0.65,2,45,52,45,0,36,6,0,0,1302,1038,0,0,0.967031098736657,0.12462373707029555,c65e3451ac5b5d6872494516600aa2810bc63841ca69937f0f9a7a921b45b30d
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00037,4acaebc0-6c10-2a2a-852e-0226d6539299,A1-default,A1-theta-0.65,3,43,45,43,0,34,4,0,0,899,1036,0,0,0.9803637363189874,0.11039716282556224,afb7c5b9348cd8d33ccd235abafdca2a897d34a0fcb5e43e8834d13d6fbd3942
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00037,4acaebc0-6c10-2a2a-852e-0226d6539299,A1-default,A1-theta-0.65,4,41,43,41,0,32,4,0,0,784,979,0,0,0.9807450887633533,0.11697704908324451,900b89aa70ca26b37254b9cbad33c56b26de599a6b79f94573206162160189d2
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00037,4acaebc0-6c10-2a2a-852e-0226d6539299,A2-default,A2-lambda-0.25-tau-0.666666666667,0,55,0,0,55,46,0,0,0,0,0,0,0,0.0,0.0,133313cdf50abe97e004db9c298966d9eef61389e339de6a8861ca7bbc2837f1
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00037,4acaebc0-6c10-2a2a-852e-0226d6539299,A2-default,A2-lambda-0.25-tau-0.666666666667,1,52,55,52,0,43,0,0,0,1482,1378,0,0,0.9573686363605353,0.06374876430401435,a144a8f71e9c7ce38860b7f5c6548c5587fff5164d41d4f0a69bec2e83aa5d34
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00037,4acaebc0-6c10-2a2a-852e-0226d6539299,A2-default,A2-lambda-0.25-tau-0.666666666667,2,45,52,45,0,36,0,0,0,1302,1038,0,0,0.9515367454952663,0.08046084642410278,a539bb207044b29ac6cab5c90d137071a9c27fd5d5e25e559d9745c11afcf125
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00037,4acaebc0-6c10-2a2a-852e-0226d6539299,A2-default,A2-lambda-0.25-tau-0.666666666667,3,43,45,43,0,34,0,0,0,899,1036,0,0,0.9511074202005253,0.0836506957231566,0dc44178ee257b71e84499ca4f688986d48583dee2926aa6f568c7e431d4fe04
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00037,4acaebc0-6c10-2a2a-852e-0226d6539299,A2-default,A2-lambda-0.25-tau-0.666666666667,4,41,43,41,0,32,0,0,0,784,979,0,0,0.9573244292561601,0.08731123877734673,22d55c8e3bf8e39a5c4d37ed8ab68dd848af3995cb07440b1f16a68a291797ba
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00038,4acaebc0-6c10-2a2a-852e-0226d6539299,A0-U-default,A0-U-tau-0.666666666667,0,34,0,0,34,25,0,0,0,0,0,0,0,0.0,0.0,dd1fa07dc02aafba9db0edab0c6f33d1b093c67ade3bc6367f1c7ccbe3c2f4c2
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00038,4acaebc0-6c10-2a2a-852e-0226d6539299,A0-U-default,A0-U-tau-0.666666666667,1,42,34,34,8,33,0,0,0,513,915,0,0,0.794752836227417,0.06021354311988467,4f39739ee9a38a6df92df9341ee6965e60b661ff76c8292b5d29a5edbe4d3014
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00038,4acaebc0-6c10-2a2a-852e-0226d6539299,A0-U-default,A0-U-tau-0.666666666667,2,52,42,42,10,43,0,0,0,1054,1130,0,0,0.7919279233767436,0.05084325946294344,a6c83e5fd4e175516ef4ca6a14f6be40845da6ed6dc71f7e1e75b052b3fffbd1
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00038,4acaebc0-6c10-2a2a-852e-0226d6539299,A0-U-default,A0-U-tau-0.666666666667,3,43,52,43,0,34,0,0,0,952,1284,0,0,0.9757698524829953,0.05839239164840344,d87d740ecdf14bbf183c933f1bc5fce63a83e9a6507d231957c1f3b5f03261f9
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00038,4acaebc0-6c10-2a2a-852e-0226d6539299,A0-U-default,A0-U-tau-0.666666666667,4,44,43,43,1,35,0,0,0,899,993,0,0,0.9640027189796622,0.05822185630148107,e737d5e74d6d51b60635f310ed7fb3ce89d3fa3cf50ba9f8e85c9a283699aa58
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00038,4acaebc0-6c10-2a2a-852e-0226d6539299,A1-default,A1-theta-0.65,0,34,0,0,34,25,0,0,0,0,0,0,0,0.0,0.0,01d893c5e77b87752d5eed1b3830ae04926b63173ebe92ce029c68e5da39cc51
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00038,4acaebc0-6c10-2a2a-852e-0226d6539299,A1-default,A1-theta-0.65,1,42,34,34,8,33,5,0,0,513,915,0,0,0.7935075774079278,0.12049959670929682,208a8a2236ab9bc30c8166a10fcd39fe6d789a2659c5dc05dec098d1b09dd75f
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00038,4acaebc0-6c10-2a2a-852e-0226d6539299,A1-default,A1-theta-0.65,2,52,42,42,10,43,4,0,0,1054,1130,0,0,0.7915959713550714,0.1027804039991819,532d8698d61c60ad8b7a12b10142c2c1bf9ed34b9faa53d35ca2a6194f7de943
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00038,4acaebc0-6c10-2a2a-852e-0226d6539299,A1-default,A1-theta-0.65,3,43,52,43,0,34,7,0,0,952,1284,0,0,0.9653953175212062,0.10039600799250048,fcbda1b144fb290527cf1f0bea35177ae90022d68f49affa3c279667c09bf7f0
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00038,4acaebc0-6c10-2a2a-852e-0226d6539299,A1-default,A1-theta-0.65,4,44,43,43,1,35,6,0,0,899,993,0,0,0.9574124271219427,0.12927547639066522,dd7a95e51879fb3ac6d5c833f18159191281eb61517597b92373af9fa42511a8
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00038,4acaebc0-6c10-2a2a-852e-0226d6539299,A2-default,A2-lambda-0.25-tau-0.666666666667,0,34,0,0,34,25,0,0,0,0,0,0,0,0.0,0.0,fc63e1b484f07d41390e44cec78c2f84faab135a925bdcbe0c1a6c78aef70bd7
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00038,4acaebc0-6c10-2a2a-852e-0226d6539299,A2-default,A2-lambda-0.25-tau-0.666666666667,1,42,34,34,8,33,0,0,0,513,915,0,0,0.7841317795571827,0.07980800526482719,8e39d0433a376611d187455d1c1da0a05a639d9a6c321155eeeb415ea1b6bda4
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00038,4acaebc0-6c10-2a2a-852e-0226d6539299,A2-default,A2-lambda-0.25-tau-0.666666666667,2,52,42,42,10,43,0,0,0,1054,1130,0,0,0.7865370179598148,0.06448889810305375,19c5f30569c7014b973b904486421e20d3d3d175dfe81ea99163ff101a0e5fe4
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00038,4acaebc0-6c10-2a2a-852e-0226d6539299,A2-default,A2-lambda-0.25-tau-0.666666666667,3,43,52,43,0,34,0,0,0,952,1284,0,0,0.9679184902546017,0.07533227427061213,4efcb0c135ae3be45f16a6347fb00aafc540a9e1afa7c5f877eda1688a751d79
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00038,4acaebc0-6c10-2a2a-852e-0226d6539299,A2-default,A2-lambda-0.25-tau-0.666666666667,4,44,43,43,1,35,0,0,0,899,993,0,0,0.9505090483210303,0.07344827055931091,4851d22d6de2de8568614d26c68d872191c85314a1ea8288907bdf086b8f013f
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00039,4acaebc0-6c10-2a2a-852e-0226d6539299,A0-U-default,A0-U-tau-0.666666666667,0,61,0,0,61,52,0,0,0,0,0,0,0,0.0,0.0,32aedc65d2fa7aee4b6940559f8aac72143d380f548cfbcd8110bcc631c01ce9
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00039,4acaebc0-6c10-2a2a-852e-0226d6539299,A0-U-default,A0-U-tau-0.666666666667,1,47,61,47,0,38,0,0,0,918,1949,0,0,0.9810789443076925,0.054507682932184096,79970e04d2cfd1e473c2aaa814681769618b68e533caa251d959d0bd0b95f26e
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00039,4acaebc0-6c10-2a2a-852e-0226d6539299,A0-U-default,A0-U-tau-0.666666666667,2,40,47,40,0,31,0,0,0,648,1232,0,0,0.9829526752233505,0.06455478370189667,ce1b3bf305a65986ebdef7f23f191c3fbab35e5fc41fc8d676cb6e534c40b31d
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00039,4acaebc0-6c10-2a2a-852e-0226d6539299,A0-U-default,A0-U-tau-0.666666666667,3,48,40,40,8,39,0,0,0,775,1145,0,0,0.8192182431618372,0.053293256709973015,bc85549e331467ba69d1f23ffe1e04f6f84b9b308f6f7debe2f18bbc45e7ea39
