method_id,method,order_id,horizon,sequence_count,tracker_initialization_horizon,task_metric_source,causal_prefix_t_mAP,causal_prefix_t_mAP50,causal_prefix_t_mAP25,causal_prefix_t_REC,causal_prefix_t_REC50,causal_prefix_t_REC25,current_stage_AP,current_stage_AP50,current_stage_AP25,current_stage_REC,deployment_id_switches,identity_transition_opportunities,fragmentation_count,fragmentation_opportunities,merge_count,merge_opportunities,gap_opportunities,recovery_attempts,correct_recoveries,normalized_id_switch_rate,fragmentation_rate,merge_rate,gap_recovery_accuracy,gap_recovery_recall
FullHistoryFrozenNative,ReScene4D T2-Frozen (Native IDs),sha256_seed45,4,43,2,frozen_full_history_cache,0.07458800822496414,0.14682969450950623,0.26690179109573364,0.20881201326847076,0.3713606894016266,0.4703744947910309,0.37656667828559875,0.6091493368148804,0.7957767844200134,0.501038670539856,313,323,356,371,32,47,102,32,0,0.9690402476780186,0.9595687331536388,0.6808510638297872,0.0,0.0
FullHistoryFrozenNative,ReScene4D T2-Frozen (Native IDs),sha256_seed45,5,43,2,frozen_full_history_cache,0.044928643852472305,0.08609679341316223,0.16184259951114655,0.13143137097358704,0.2292863428592682,0.3931214213371277,0.4201193153858185,0.6292964816093445,0.7868200540542603,0.5535133481025696,506,523,619,644,81,106,192,60,0,0.9674952198852772,0.9611801242236024,0.7641509433962265,0.0,0.0
FullHistoryFrozenB2,ReScene4D T2-Frozen + B2,canonical,2,43,2,frozen_full_history_cache,0.20722658932209015,0.3289628326892853,0.5393747687339783,0.349545419216156,0.5150136351585388,0.7182619571685791,0.36980727314949036,0.5628725290298462,0.7723667621612549,0.4997531473636627,0,0,0,0,0,0,0,0,0,,,,,
FullHistoryFrozenB2,ReScene4D T2-Frozen + B2,canonical,3,43,2,frozen_full_history_cache,0.11683275550603867,0.2039884626865387,0.35731008648872375,0.24738429486751556,0.4011823534965515,0.5718505382537842,0.36100059747695923,0.5500369668006897,0.7591304183006287,0.4869191348552704,22,173,22,173,23,174,0,0,0,0.12716763005780346,0.12716763005780346,0.13218390804597702,,
FullHistoryFrozenB2,ReScene4D T2-Frozen + B2,canonical,4,43,2,frozen_full_history_cache,0.07123789936304092,0.1347436159849167,0.25174641609191895,0.18176354467868805,0.30681535601615906,0.4578271806240082,0.3538123667240143,0.5496121048927307,0.7469495534896851,0.5013357400894165,50,343,82,397,46,361,104,35,7,0.1457725947521866,0.20654911838790932,0.12742382271468145,0.2,0.0673076923076923
FullHistoryFrozenB2,ReScene4D T2-Frozen + B2,canonical,5,43,2,frozen_full_history_cache,0.04427722096443176,0.08125066012144089,0.17315047979354858,0.13959765434265137,0.23920784890651703,0.3770503103733063,0.3493248224258423,0.5321940779685974,0.7450615167617798,0.4845113158226013,79,513,153,641,65,553,233,80,15,0.1539961013645224,0.23868954758190328,0.11754068716094032,0.1875,0.06437768240343347
FullHistoryFrozenB2,ReScene4D T2-Frozen + B2,reverse,2,43,2,frozen_full_history_cache,0.21109874546527863,0.3429367244243622,0.5463166832923889,0.3575153052806854,0.5420021414756775,0.7300193309783936,0.3819788098335266,0.5625064373016357,0.7700338959693909,0.5036863684654236,0,0,0,0,0,0,0,0,0,,,,,
FullHistoryFrozenB2,ReScene4D T2-Frozen + B2,reverse,3,43,2,frozen_full_history_cache,0.11031090468168259,0.1929326206445694,0.35779789090156555,0.2456331104040146,0.3952787518501282,0.572920560836792,0.3576786518096924,0.5482119917869568,0.7732046246528625,0.4838184714317322,26,166,26,166,23,163,0,0,0,0.1566265060240964,0.1566265060240964,0.1411042944785276,,
FullHistoryFrozenB2,ReScene4D T2-Frozen + B2,reverse,4,43,2,frozen_full_history_cache,0.07150053977966309,0.1303333193063736,0.2440800666809082,0.17215292155742645,0.29243531823158264,0.44661569595336914,0.36842235922813416,0.5665820240974426,0.7625626921653748,0.504564106464386,56,337,86,392,44,350,103,34,8,0.1661721068249258,0.2193877551020408,0.12571428571428572,0.23529411764705882,0.07766990291262135
FullHistoryFrozenB2,ReScene4D T2-Frozen + B2,reverse,5,43,2,frozen_full_history_cache,0.04792429134249687,0.09073711186647415,0.17801950871944427,0.13858845829963684,0.23992878198623657,0.37533876299858093,0.36924096941947937,0.5443105101585388,0.7675338983535767,0.47831910848617554,89,512,165,643,73,551,229,78,16,0.173828125,0.25660964230171074,0.132486388384755,0.20512820512820512,0.06986899563318777
FullHistoryFrozenB2,ReScene4D T2-Frozen + B2,sha256_seed45,2,43,2,frozen_full_history_cache,0.1711808741092682,0.24638503789901733,0.4208407700061798,0.3174183666706085,0.4886535704135895,0.6269838809967041,0.407415509223938,0.5788251757621765,0.7066320180892944,0.5237429141998291,0,0,0,0,0,0,0,0,0,,,,,
FullHistoryFrozenB2,ReScene4D T2-Frozen + B2,sha256_seed45,3,43,2,frozen_full_history_cache,0.10536342114210129,0.1814330667257309,0.341503769159317,0.25162041187286377,0.4466939866542816,0.5634286403656006,0.4406520426273346,0.6616812944412231,0.7681812047958374,0.5835323929786682,20,150,20,150,23,153,0,0,0,0.13333333333333333,0.13333333333333333,0.1503267973856209,,
FullHistoryFrozenB2,ReScene4D T2-Frozen + B2,sha256_seed45,4,43,2,frozen_full_history_cache,0.07458800822496414,0.14682969450950623,0.26690179109573364,0.20881201326847076,0.3713606894016266,0.4703744947910309,0.37656667828559875,0.6091493368148804,0.7957767844200134,0.501038670539856,36,323,72,371,39,338,102,32,5,0.11145510835913312,0.1940700808625337,0.11538461538461539,0.15625,0.049019607843137254
FullHistoryFrozenB2,ReScene4D T2-Frozen + B2,sha256_seed45,5,43,2,frozen_full_history_cache,0.044928643852472305,0.08609679341316223,0.16184259951114655,0.13143137097358704,0.2292863428592682,0.3931214213371277,0.4201193153858185,0.6292964816093445,0.7868200540542603,0.5535133481025696,55,523,134,644,66,576,192,60,7,0.10516252390057361,0.2080745341614907,0.11458333333333333,0.11666666666666667,0.036458333333333336
FullHistoryAdaptedNative,ReScene4D T2-to-T3 Horizon-Adapted (Native IDs),canonical,2,43,2,adapted_checkpoint_cache,0.20404379069805145,0.3248845636844635,0.5240914821624756,0.3456295430660248,0.5153762102127075,0.7051703929901123,0.35587078332901,0.5443992018699646,0.7575892806053162,0.4767158627510071,0,0,0,0,0,0,0,0,0,,,,,
FullHistoryAdaptedNative,ReScene4D T2-to-T3 Horizon-Adapted (Native IDs),canonical,3,43,2,adapted_checkpoint_cache,0.12014798074960709,0.20893913507461548,0.37063276767730713,0.2526788115501404,0.4171609580516815,0.5668738484382629,0.3478661775588989,0.5414263010025024,0.7503159046173096,0.49689075350761414,163,165,163,165,20,22,0,0,0,0.9878787878787879,0.9878787878787879,0.9090909090909091,,
FullHistoryAdaptedNative,ReScene4D T2-to-T3 Horizon-Adapted (Native IDs),canonical,4,43,2,adapted_checkpoint_cache,0.0676044225692749,0.12829843163490295,0.2366766333580017,0.17976397275924683,0.3045632541179657,0.4508061110973358,0.34072810411453247,0.5399585962295532,0.7452970147132874,0.47621506452560425,333,337,385,389,51,55,104,33,0,0.9881305637982196,0.9897172236503856,0.9272727272727272,0.0,0.0
FullHistoryAdaptedNative,ReScene4D T2-to-T3 Horizon-Adapted (Native IDs),canonical,5,43,2,adapted_checkpoint_cache,0.046588826924562454,0.08310836553573608,0.1608503758907318,0.13154336810112,0.22797471284866333,0.36021143198013306,0.33875682950019836,0.5290918946266174,0.735492467880249,0.46730342507362366,498,505,618,631,104,117,233,77,0,0.9861386138613861,0.9793977812995246,0.8888888888888888,0.0,0.0
FullHistoryAdaptedNative,ReScene4D T2-to-T3 Horizon-Adapted (Native IDs),reverse,2,43,2,adapted_checkpoint_cache,0.21057891845703125,0.3423904478549957,0.5391767024993896,0.36120423674583435,0.5542771816253662,0.7294262051582336,0.36878228187561035,0.5537504553794861,0.7476662993431091,0.4963364899158478,0,0,0,0,0,0,0,0,0,,,,,
FullHistoryAdaptedNative,ReScene4D T2-to-T3 Horizon-Adapted (Native IDs),reverse,3,43,2,adapted_checkpoint_cache,0.12270617485046387,0.2152886539697647,0.38241147994995117,0.24923132359981537,0.41794222593307495,0.5772605538368225,0.35040950775146484,0.5551431179046631,0.7712031006813049,0.4825950264930725,165,167,165,167,20,22,0,0,0,0.9880239520958084,0.9880239520958084,0.9090909090909091,,
FullHistoryAdaptedNative,ReScene4D T2-to-T3 Horizon-Adapted (Native IDs),reverse,4,43,2,adapted_checkpoint_cache,0.07692408561706543,0.14416049420833588,0.25253936648368835,0.187978133559227,0.33461397886276245,0.4668223559856415,0.35720178484916687,0.5384165048599243,0.742061197757721,0.48815053701400757,333,339,383,391,61,69,103,36,0,0.9823008849557522,0.979539641943734,0.8840579710144928,0.0,0.0
FullHistoryAdaptedNative,ReScene4D T2-to-T3 Horizon-Adapted (Native IDs),reverse,5,43,2,adapted_checkpoint_cache,0.04767041280865669,0.09489461779594421,0.17174123227596283,0.1313042789697647,0.2457880824804306,0.36637240648269653,0.3478360176086426,0.5346152782440186,0.7411117553710938,0.47936180233955383,501,507,627,636,123,132,229,81,0,0.9881656804733728,0.9858490566037735,0.9318181818181818,0.0,0.0
FullHistoryAdaptedNative,ReScene4D T2-to-T3 Horizon-Adapted (Native IDs),sha256_seed45,2,43,2,adapted_checkpoint_cache,0.17904353141784668,0.26378944516181946,0.43276727199554443,0.3410816788673401,0.5173973441123962,0.6374205350875854,0.41392597556114197,0.5955332517623901,0.7050715088844299,0.5227549076080322,0,0,0,0,0,0,0,0,0,,,,,
FullHistoryAdaptedNative,ReScene4D T2-to-T3 Horizon-Adapted (Native IDs),sha256_seed45,3,43,2,adapted_checkpoint_cache,0.12172715365886688,0.18003827333450317,0.3601798713207245,0.2525082230567932,0.36473944783210754,0.556009829044342,0.4135688841342926,0.6401879191398621,0.7291561365127563,0.569338858127594,149,149,149,149,12,12,0,0,0,1.0,1.0,1.0,,
FullHistoryAdaptedNative,ReScene4D T2-to-T3 Horizon-Adapted (Native IDs),sha256_seed45,4,43,2,adapted_checkpoint_cache,0.0731554925441742,0.14601989090442657,0.25373390316963196,0.19706061482429504,0.34863942861557007,0.4628278911113739,0.3568286597728729,0.5794377326965332,0.7859245538711548,0.47342532873153687,327,327,368,369,51,52,102,28,0,1.0,0.997289972899729,0.9807692307692307,0.0,0.0
FullHistoryAdaptedNative,ReScene4D T2-to-T3 Horizon-Adapted (Native IDs),sha256_seed45,5,43,2,adapted_checkpoint_cache,0.04588747397065163,0.08187553286552429,0.16943049430847168,0.13064125180244446,0.21940778195858002,0.3595889210700989,0.4051954448223114,0.5998021960258484,0.7583441138267517,0.526182234287262,514,522,617,631,95,109,192,61,1,0.9846743295019157,0.9778129952456418,0.8715596330275229,0.01639344262295082,0.005208333333333333
FullHistoryAdaptedB2,ReScene4D T2-to-T3 Horizon-Adapted + B2,canonical,2,43,2,adapted_checkpoint_cache,0.20404379069805145,0.3248845636844635,0.5240914821624756,0.3456295430660248,0.5153762102127075,0.7051703929901123,0.35587078332901,0.5443992018699646,0.7575892806053162,0.4767158627510071,0,0,0,0,0,0,0,0,0,,,,,
FullHistoryAdaptedB2,ReScene4D T2-to-T3 Horizon-Adapted + B2,canonical,3,43,2,adapted_checkpoint_cache,0.12014798074960709,0.20893913507461548,0.37063276767730713,0.2526788115501404,0.4171609580516815,0.5668738484382629,0.3478661775588989,0.5414263010025024,0.7503159046173096,0.49689075350761414,16,165,16,165,23,172,0,0,0,0.09696969696969697,0.09696969696969697,0.13372093023255813,,
FullHistoryAdaptedB2,ReScene4D T2-to-T3 Horizon-Adapted + B2,canonical,4,43,2,adapted_checkpoint_cache,0.0676044225692749,0.12829843163490295,0.2366766333580017,0.17976397275924683,0.3045632541179657,0.4508061110973358,0.34072810411453247,0.5399585962295532,0.7452970147132874,0.47621506452560425,40,337,67,389,39,361,104,33,10,0.11869436201780416,0.17223650385604114,0.10803324099722991,0.30303030303030304,0.09615384615384616
FullHistoryAdaptedB2,ReScene4D T2-to-T3 Horizon-Adapted + B2,canonical,5,43,2,adapted_checkpoint_cache,0.046588826924562454,0.08310836553573608,0.1608503758907318,0.13154336810112,0.22797471284866333,0.36021143198013306,0.33875682950019836,0.5290918946266174,0.735492467880249,0.46730342507362366,67,505,138,631,60,553,233,77,20,0.13267326732673268,0.21870047543581617,0.10849909584086799,0.2597402597402597,0.08583690987124463
FullHistoryAdaptedB2,ReScene4D T2-to-T3 Horizon-Adapted + B2,reverse,2,43,2,adapted_checkpoint_cache,0.21057891845703125,0.3423904478549957,0.5391767024993896,0.36120423674583435,0.5542771816253662,0.7294262051582336,0.36878228187561035,0.5537504553794861,0.7476662993431091,0.4963364899158478,0,0,0,0,0,0,0,0,0,,,,,
FullHistoryAdaptedB2,ReScene4D T2-to-T3 Horizon-Adapted + B2,reverse,3,43,2,adapted_checkpoint_cache,0.12270617485046387,0.2152886539697647,0.38241147994995117,0.24923132359981537,0.41794222593307495,0.5772605538368225,0.35040950775146484,0.5551431179046631,0.7712031006813049,0.4825950264930725,23,167,23,167,20,164,0,0,0,0.1377245508982036,0.1377245508982036,0.12195121951219512,,
FullHistoryAdaptedB2,ReScene4D T2-to-T3 Horizon-Adapted + B2,reverse,4,43,2,adapted_checkpoint_cache,0.07692408561706543,0.14416049420833588,0.25253936648368835,0.187978133559227,0.33461397886276245,0.4668223559856415,0.35720178484916687,0.5384165048599243,0.742061197757721,0.48815053701400757,44,339,77,391,36,350,103,36,6,0.12979351032448377,0.1969309462915601,0.10285714285714286,0.16666666666666666,0.05825242718446602
FullHistoryAdaptedB2,ReScene4D T2-to-T3 Horizon-Adapted + B2,reverse,5,43,2,adapted_checkpoint_cache,0.04767041280865669,0.09489461779594421,0.17174123227596283,0.1313042789697647,0.2457880824804306,0.36637240648269653,0.3478360176086426,0.5346152782440186,0.7411117553710938,0.47936180233955383,79,507,163,636,62,535,229,81,12,0.15581854043392504,0.2562893081761006,0.11588785046728972,0.14814814814814814,0.05240174672489083
FullHistoryAdaptedB2,ReScene4D T2-to-T3 Horizon-Adapted + B2,sha256_seed45,2,43,2,adapted_checkpoint_cache,0.17904353141784668,0.26378944516181946,0.43276727199554443,0.3410816788673401,0.5173973441123962,0.6374205350875854,0.41392597556114197,0.5955332517623901,0.7050715088844299,0.5227549076080322,0,0,0,0,0,0,0,0,0,,,,,
FullHistoryAdaptedB2,ReScene4D T2-to-T3 Horizon-Adapted + B2,sha256_seed45,3,43,2,adapted_checkpoint_cache,0.12172715365886688,0.18003827333450317,0.3601798713207245,0.2525082230567932,0.36473944783210754,0.556009829044342,0.4135688841342926,0.6401879191398621,0.7291561365127563,0.569338858127594,19,149,19,149,25,155,0,0,0,0.12751677852348994,0.12751677852348994,0.16129032258064516,,
FullHistoryAdaptedB2,ReScene4D T2-to-T3 Horizon-Adapted + B2,sha256_seed45,4,43,2,adapted_checkpoint_cache,0.0731554925441742,0.14601989090442657,0.25373390316963196,0.19706061482429504,0.34863942861557007,0.4628278911113739,0.3568286597728729,0.5794377326965332,0.7859245538711548,0.47342532873153687,33,327,63,369,33,339,102,28,5,0.10091743119266056,0.17073170731707318,0.09734513274336283,0.17857142857142858,0.049019607843137254
FullHistoryAdaptedB2,ReScene4D T2-to-T3 Horizon-Adapted + B2,sha256_seed45,5,43,2,adapted_checkpoint_cache,0.04588747397065163,0.08187553286552429,0.16943049430847168,0.13064125180244446,0.21940778195858002,0.3595889210700989,0.4051954448223114,0.5998021960258484,0.7583441138267517,0.526182234287262,54,522,127,631,69,573,192,61,6,0.10344827586206896,0.20126782884310618,0.12041884816753927,0.09836065573770492,0.03125
Persist4D,Persist4D Persistent Entity State,canonical,2,43,1,frozen_persist4d_cache,0.16435223817825317,0.29240682721138,0.5094905495643616,0.27608007192611694,0.40022900700569153,0.5789915919303894,0.28799593448638916,0.474575012922287,0.6795081496238708,0.4069293737411499,13,162,13,162,27,176,0,0,0,0.08024691358024691,0.08024691358024691,0.1534090909090909,,
Persist4D,Persist4D Persistent Entity State,canonical,3,43,1,frozen_persist4d_cache,0.09848087280988693,0.19187699258327484,0.35919368267059326,0.19422213733196259,0.3064534366130829,0.44774848222732544,0.29660558700561523,0.47536909580230713,0.6693919897079468,0.40951773524284363,31,333,34,387,54,407,103,36,32,0.09309309309309309,0.08785529715762273,0.13267813267813267,0.8888888888888888,0.3106796116504854
Persist4D,Persist4D Persistent Entity State,canonical,4,43,1,frozen_persist4d_cache,0.06497673690319061,0.14125080406665802,0.2539322078227997,0.14778129756450653,0.25312289595603943,0.3523099720478058,0.30546680092811584,0.4817742109298706,0.6769537329673767,0.41323915123939514,49,504,54,633,78,657,229,82,70,0.09722222222222222,0.08530805687203792,0.1187214611872146,0.8536585365853658,0.3056768558951965
Persist4D,Persist4D Persistent Entity State,canonical,5,43,1,frozen_persist4d_cache,0.046079277992248535,0.11070004105567932,0.193613663315773,0.11169949173927307,0.21159178018569946,0.315786749124527,0.29955142736434937,0.47185325622558594,0.6680379509925842,0.412931352853775,68,675,74,893,103,922,368,134,117,0.10074074074074074,0.08286674132138858,0.11171366594360087,0.8731343283582089,0.3179347826086957
Persist4D,Persist4D Persistent Entity State,reverse,2,43,1,frozen_persist4d_cache,0.1655711978673935,0.2994626760482788,0.4964349567890167,0.271912544965744,0.39446887373924255,0.5612972974777222,0.297323077917099,0.49433600902557373,0.6728129982948303,0.40382257103919983,12,165,12,165,25,178,0,0,0,0.07272727272727272,0.07272727272727272,0.1404494382022472,,
Persist4D,Persist4D Persistent Entity State,reverse,3,43,1,frozen_persist4d_cache,0.10232741385698318,0.20802469551563263,0.3549610376358032,0.1907811462879181,0.30596768856048584,0.43903252482414246,0.2976655960083008,0.4997480511665344,0.6853333115577698,0.4082863926887512,34,333,31,385,51,405,103,34,34,0.1021021021021021,0.08051948051948052,0.1259259259259259,1.0,0.3300970873786408
Persist4D,Persist4D Persistent Entity State,reverse,4,43,1,frozen_persist4d_cache,0.06458121538162231,0.1445826143026352,0.24562662839889526,0.13457588851451874,0.23680125176906586,0.3341332972049713,0.30490899085998535,0.5020269751548767,0.6832922101020813,0.4091760218143463,54,501,53,626,76,649,229,79,71,0.10778443113772455,0.08466453674121406,0.11710323574730354,0.8987341772151899,0.31004366812227074
Persist4D,Persist4D Persistent Entity State,reverse,5,43,1,frozen_persist4d_cache,0.04833635315299034,0.10838255286216736,0.17547737061977386,0.09893760085105896,0.18687404692173004,0.280238538980484,0.30151984095573425,0.4971761703491211,0.6790326237678528,0.40697571635246277,75,669,78,887,101,910,368,132,116,0.11210762331838565,0.08793686583990981,0.11098901098901098,0.8787878787878788,0.31521739130434784
Persist4D,Persist4D Persistent Entity State,sha256_seed45,2,43,1,frozen_persist4d_cache,0.1560462862253189,0.2455480992794037,0.43592503666877747,0.2693922221660614,0.3518534004688263,0.5256666541099548,0.3375149965286255,0.5078746676445007,0.5995395183563232,0.4557030498981476,22,136,22,136,28,142,0,0,0,0.16176470588235295,0.16176470588235295,0.19718309859154928,,
Persist4D,Persist4D Persistent Entity State,sha256_seed45,3,43,1,frozen_persist4d_cache,0.10643070936203003,0.20727114379405975,0.3683985769748688,0.1994243711233139,0.29489076137542725,0.45678117871284485,0.36715012788772583,0.5830516219139099,0.6590729355812073,0.4756714701652527,31,297,34,334,54,354,66,19,14,0.10437710437710437,0.10179640718562874,0.15254237288135594,0.7368421052631579,0.21212121212121213
Persist4D,Persist4D Persistent Entity State,sha256_seed45,4,43,1,frozen_persist4d_cache,0.057923004031181335,0.13658399879932404,0.1798068732023239,0.12613818049430847,0.22230376303195953,0.2939564883708954,0.30195191502571106,0.5221074223518372,0.6829400658607483,0.3943231999874115,51,483,60,606,91,637,238,85,66,0.10559006211180125,0.09900990099009901,0.14285714285714285,0.7764705882352941,0.2773109243697479
Persist4D,Persist4D Persistent Entity State,sha256_seed45,5,43,1,frozen_persist4d_cache,0.04854576662182808,0.12321881949901581,0.16010579466819763,0.10934072732925415,0.20149439573287964,0.26443541049957275,0.3730010986328125,0.5678985714912415,0.6776260137557983,0.46996408700942993,83,685,84,893,113,922,357,129,108,0.12116788321167883,0.0940649496080627,0.12255965292841649,0.8372093023255814,0.3025210084033613
