reference_scene_id,master_sequence_id,order_id,T,gt_id,gt_class,gt_point_count,official_valid,b4_best_any_iou,b4_best_class_compatible_iou,full_history_best_class_compatible_iou,no_candidate,mask_insufficient,class_change,full_history_success_b4_failure,fragmentation_event,merge_event,trajectory_worst_b4_iou,first_b4_below_0_25_T,first_b4_below_0_50_T,t1_cold_start_failure,t1_cold_start_contributes
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,canonical,2,29,39,319,True,0.299249529838562,0.299249529838562,0.7993730306625366,False,True,False,True,False,False,0.2411186695098877,5,2,True,True
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,canonical,3,2,39,6032,True,0.6132450103759766,0.6132450103759766,0.7667272686958313,False,False,False,False,False,False,0.6132450103759766,,,False,False
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,canonical,3,4,9,2144,True,0.5776556730270386,0.5776556730270386,0.735541045665741,False,False,False,False,False,False,0.5027095675468445,,,False,False
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,canonical,3,7,8,5271,True,0.5281212329864502,0.5281212329864502,0.5718445181846619,False,False,False,False,False,False,0.5281212329864502,,,False,False
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,canonical,3,10,16,22731,True,0.8769583702087402,0.8769583702087402,0.8766523599624634,False,False,False,False,False,False,0.8656189441680908,,,False,False
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,canonical,3,11,9,1732,True,0.36431869864463806,0.36431869864463806,0.3937644362449646,False,True,False,False,False,False,0.12142857164144516,2,2,False,False
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,canonical,3,12,6,6290,True,0.5827654004096985,0.5827654004096985,0.8050323724746704,False,False,False,False,False,False,0.43893298506736755,,2,False,False
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,canonical,3,13,3,3514,True,0.8186624646186829,0.8186624646186829,0.7917333245277405,False,False,False,False,False,False,0.7794304490089417,,,False,False
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,canonical,3,16,14,11892,True,0.7495845556259155,0.7495845556259155,0.7541549801826477,False,False,False,False,False,False,0.6721109747886658,,,False,False
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,canonical,3,23,5,2949,True,0.9323427081108093,0.9323427081108093,0.9396358728408813,False,False,False,False,False,False,0.9323427081108093,,,False,False
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,canonical,3,24,7,2710,True,0.5756183862686157,0.5756183862686157,0.35137084126472473,False,False,False,False,False,False,0.4114675521850586,,2,True,False
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,canonical,3,26,5,2562,True,0.9075719714164734,0.9075719714164734,0.5027912259101868,False,False,False,False,False,False,0.9056603908538818,,,False,False
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,canonical,3,29,39,319,True,0.299249529838562,0.299249529838562,0.26761746406555176,False,True,False,False,False,False,0.2411186695098877,5,2,True,True
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,canonical,4,2,39,6032,True,0.6132450103759766,0.6132450103759766,0.8020815849304199,False,False,False,False,False,False,0.6132450103759766,,,False,False
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,canonical,4,4,9,2144,True,0.5027095675468445,0.5027095675468445,0.735541045665741,False,False,False,False,False,False,0.5027095675468445,,,False,False
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,canonical,4,7,8,5271,True,0.5281212329864502,0.5281212329864502,0.5715533494949341,False,False,False,False,False,False,0.5281212329864502,,,False,False
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,canonical,4,10,16,30827,True,0.8691354393959045,0.8691354393959045,0.86893230676651,False,False,False,False,False,False,0.8656189441680908,,,False,False
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,canonical,4,11,9,2943,True,0.3374108076095581,0.2196902632713318,0.4410465657711029,False,True,False,False,False,False,0.12142857164144516,2,2,False,False
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,canonical,4,12,6,8204,True,0.6758151650428772,0.6758151650428772,0.8516830205917358,False,False,False,False,False,False,0.43893298506736755,,2,False,False
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,canonical,4,13,3,3514,True,0.8186624646186829,0.8186624646186829,0.8297587037086487,False,False,False,False,False,False,0.7794304490089417,,,False,False
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,canonical,4,16,14,16784,True,0.6721109747886658,0.6721109747886658,0.67771315574646,False,False,False,False,False,False,0.6721109747886658,,,False,False
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,canonical,4,23,5,4027,True,0.9477524161338806,0.9477524161338806,0.9514492750167847,False,False,False,False,False,False,0.9323427081108093,,,False,False
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,canonical,4,24,7,3839,True,0.4114675521850586,0.4114675521850586,0.26571962237358093,False,True,False,False,False,False,0.4114675521850586,,2,True,True
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,canonical,4,26,5,2562,True,0.9075719714164734,0.9075719714164734,0.49944257736206055,False,False,False,False,False,False,0.9056603908538818,,,False,False
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,canonical,4,29,39,319,True,0.299249529838562,0.299249529838562,0.4214002788066864,False,True,False,False,False,False,0.2411186695098877,5,2,True,True
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,canonical,5,2,39,10356,True,0.7000192999839783,0.7000192999839783,0.8328996896743774,False,False,False,False,False,False,0.6132450103759766,,,False,False
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,canonical,5,4,9,3781,True,0.6439757943153381,0.6439757943153381,0.790359616279602,False,False,False,False,False,False,0.5027095675468445,,,False,False
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,canonical,5,7,8,6214,True,0.5764719843864441,0.5764719843864441,0.6463669538497925,False,False,False,False,False,False,0.5281212329864502,,,False,False
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,canonical,5,10,16,41464,True,0.8805592060089111,0.8805592060089111,0.8858873248100281,False,False,False,False,False,False,0.8656189441680908,,,False,False
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,canonical,5,11,9,4658,True,0.2518772780895233,0.2518772780895233,0.5214316248893738,False,True,False,True,False,False,0.12142857164144516,2,2,False,False
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,canonical,5,12,6,11029,True,0.7560975551605225,0.7560975551605225,0.5888820886611938,False,False,False,False,False,False,0.43893298506736755,,2,False,False
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,canonical,5,13,3,5195,True,0.7794304490089417,0.7794304490089417,0.7926146984100342,False,False,False,False,False,False,0.7794304490089417,,,False,False
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,canonical,5,16,14,21706,True,0.6998869180679321,0.6998869180679321,0.7092936038970947,False,False,False,False,False,False,0.6721109747886658,,,False,False
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,canonical,5,23,5,4027,True,0.9477524161338806,0.9477524161338806,0.9477524161338806,False,False,False,False,False,False,0.9323427081108093,,,False,False
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,canonical,5,24,7,3839,True,0.4114675521850586,0.4114675521850586,0.5664532780647278,False,True,False,True,False,False,0.4114675521850586,,2,True,True
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,canonical,5,26,5,2562,True,0.9075719714164734,0.9075719714164734,0.5003722906112671,False,False,False,False,False,False,0.9056603908538818,,,False,False
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,canonical,5,29,39,319,True,0.2411186695098877,0.2411186695098877,0.3278520107269287,False,True,False,False,False,False,0.2411186695098877,5,2,True,True
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_01-scene0069_06-scene0069_09-scene0069_05-scene0069_08,canonical,2,2,39,4324,True,0.8385754227638245,0.8385754227638245,0.8189176917076111,False,False,False,False,False,False,0.8385754227638245,,,False,False
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_01-scene0069_06-scene0069_09-scene0069_05-scene0069_08,canonical,2,4,9,1637,True,0.9122276306152344,0.9122276306152344,0.8442577123641968,False,False,False,False,False,False,0.8695408701896667,,,False,False
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_01-scene0069_06-scene0069_09-scene0069_05-scene0069_08,canonical,2,7,8,1815,True,0.8449720740318298,0.8449720740318298,0.82201087474823,False,False,False,False,False,False,0.42354658246040344,,5,False,False
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_01-scene0069_06-scene0069_09-scene0069_05-scene0069_08,canonical,2,10,16,16727,True,0.9137833714485168,0.9137833714485168,0.9282992482185364,False,False,False,False,False,False,0.9119466543197632,,,False,False
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_01-scene0069_06-scene0069_09-scene0069_05-scene0069_08,canonical,2,11,9,1801,True,0.8364744782447815,0.8364744782447815,0.8139158487319946,False,False,False,False,False,False,0.7444499135017395,,,False,False
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_01-scene0069_06-scene0069_09-scene0069_05-scene0069_08,canonical,2,12,6,5644,True,0.9529266357421875,0.9529266357421875,0.9546416997909546,False,False,False,False,False,False,0.6391155123710632,,,False,False
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_01-scene0069_06-scene0069_09-scene0069_05-scene0069_08,canonical,2,13,3,2438,True,0.5291515588760376,0.5291515588760376,0.7958604097366333,False,False,False,False,False,False,0.3431551456451416,,4,False,False
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_01-scene0069_06-scene0069_09-scene0069_05-scene0069_08,canonical,2,16,14,9704,True,0.8069354295730591,0.8069354295730591,0.8148826956748962,False,False,False,False,False,False,0.6496075391769409,,,False,False
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_01-scene0069_06-scene0069_09-scene0069_05-scene0069_08,canonical,2,23,5,763,True,0.7666666507720947,0.7666666507720947,0.7666666507720947,False,False,False,False,False,False,0.4832758903503418,,5,False,False
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_01-scene0069_06-scene0069_09-scene0069_05-scene0069_08,canonical,3,2,39,4705,True,0.8516471982002258,0.8516471982002258,0.8350690603256226,False,False,False,False,False,False,0.8385754227638245,,,False,False
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_01-scene0069_06-scene0069_09-scene0069_05-scene0069_08,canonical,3,4,9,1637,True,0.9122276306152344,0.9122276306152344,0.7614185810089111,False,False,False,False,False,False,0.8695408701896667,,,False,False
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_01-scene0069_06-scene0069_09-scene0069_05-scene0069_08,canonical,3,7,8,2423,True,0.8791727423667908,0.8791727423667908,0.8504738211631775,False,False,False,False,False,False,0.42354658246040344,,5,False,False
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_01-scene0069_06-scene0069_09-scene0069_05-scene0069_08,canonical,3,10,16,19384,True,0.9137254953384399,0.9137254953384399,0.9300223588943481,False,False,False,False,False,False,0.9119466543197632,,,False,False
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_01-scene0069_06-scene0069_09-scene0069_05-scene0069_08,canonical,3,11,9,1801,True,0.8364744782447815,0.8364744782447815,0.7461197376251221,False,False,False,False,False,False,0.7444499135017395,,,False,False
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_01-scene0069_06-scene0069_09-scene0069_05-scene0069_08,canonical,3,12,6,8201,True,0.6391155123710632,0.6391155123710632,0.6400426030158997,False,False,False,False,False,False,0.6391155123710632,,,False,False
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_01-scene0069_06-scene0069_09-scene0069_05-scene0069_08,canonical,3,13,3,2438,True,0.5291515588760376,0.5291515588760376,0.7961399555206299,False,False,False,False,False,False,0.3431551456451416,,4,False,False
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_01-scene0069_06-scene0069_09-scene0069_05-scene0069_08,canonical,3,16,14,13627,True,0.8078981637954712,0.8078981637954712,0.8111644387245178,False,False,False,False,False,False,0.6496075391769409,,,False,False
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_01-scene0069_06-scene0069_09-scene0069_05-scene0069_08,canonical,3,23,5,2111,True,0.6069338321685791,0.6069338321685791,0.9156888127326965,False,False,False,False,True,False,0.4832758903503418,,5,False,False
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_01-scene0069_06-scene0069_09-scene0069_05-scene0069_08,canonical,3,24,7,228,True,1.0,0.9382715821266174,0.23312883079051971,False,False,False,False,False,False,0.6964735388755798,,,False,False
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_01-scene0069_06-scene0069_09-scene0069_05-scene0069_08,canonical,4,2,39,4844,True,0.8495045304298401,0.8495045304298401,0.8245251774787903,False,False,False,False,False,False,0.8385754227638245,,,False,False
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_01-scene0069_06-scene0069_09-scene0069_05-scene0069_08,canonical,4,4,9,1637,True,0.9122276306152344,0.9122276306152344,0.7938375473022461,False,False,False,False,False,False,0.8695408701896667,,,False,False
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_01-scene0069_06-scene0069_09-scene0069_05-scene0069_08,canonical,4,7,8,2423,True,0.8791727423667908,0.8791727423667908,0.9476377964019775,False,False,False,False,False,False,0.42354658246040344,,5,False,False
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_01-scene0069_06-scene0069_09-scene0069_05-scene0069_08,canonical,4,10,16,23081,True,0.9119466543197632,0.9119466543197632,0.9239116907119751,False,False,False,False,False,False,0.9119466543197632,,,False,False
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_01-scene0069_06-scene0069_09-scene0069_05-scene0069_08,canonical,4,11,9,2024,True,0.7444499135017395,0.7444499135017395,0.638381838798523,False,False,False,False,False,False,0.7444499135017395,,,False,False
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_01-scene0069_06-scene0069_09-scene0069_05-scene0069_08,canonical,4,12,6,10348,True,0.6958690285682678,0.6958690285682678,0.701180636882782,False,False,False,False,False,False,0.6391155123710632,,,False,False
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_01-scene0069_06-scene0069_09-scene0069_05-scene0069_08,canonical,4,13,3,3786,True,0.3431551456451416,0.3431551456451416,0.8097082376480103,False,True,False,True,False,False,0.3431551456451416,,4,False,False
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_01-scene0069_06-scene0069_09-scene0069_05-scene0069_08,canonical,4,16,14,18184,True,0.7691092491149902,0.7691092491149902,0.7826147675514221,False,False,False,False,False,False,0.6496075391769409,,,False,False
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_01-scene0069_06-scene0069_09-scene0069_05-scene0069_08,canonical,4,23,5,3268,True,0.6920174360275269,0.6920174360275269,0.8628169298171997,False,False,False,False,False,False,0.4832758903503418,,5,False,False
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_01-scene0069_06-scene0069_09-scene0069_05-scene0069_08,canonical,4,24,7,794,True,0.6964735388755798,0.6964735388755798,0.6838235259056091,False,False,False,False,False,False,0.6964735388755798,,,False,False
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_01-scene0069_06-scene0069_09-scene0069_05-scene0069_08,canonical,5,2,39,14790,True,0.8484110832214355,0.8484110832214355,0.888167679309845,False,False,False,False,False,False,0.8385754227638245,,,False,False
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_01-scene0069_06-scene0069_09-scene0069_05-scene0069_08,canonical,5,4,9,1771,True,0.8695408701896667,0.8695408701896667,0.7720286846160889,False,False,False,False,False,False,0.8695408701896667,,,False,False
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_01-scene0069_06-scene0069_09-scene0069_05-scene0069_08,canonical,5,7,8,5351,True,0.42354658246040344,0.42354658246040344,0.4470137655735016,False,True,False,False,False,False,0.42354658246040344,,5,False,False
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_01-scene0069_06-scene0069_09-scene0069_05-scene0069_08,canonical,5,10,16,23939,True,0.9131283760070801,0.9131283760070801,0.9199731945991516,False,False,False,False,False,False,0.9119466543197632,,,False,False
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_01-scene0069_06-scene0069_09-scene0069_05-scene0069_08,canonical,5,11,9,2024,True,0.7444499135017395,0.7444499135017395,0.6181548833847046,False,False,False,False,False,False,0.7444499135017395,,,False,False
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_01-scene0069_06-scene0069_09-scene0069_05-scene0069_08,canonical,5,12,6,11703,True,0.7297748327255249,0.7297748327255249,0.7288503050804138,False,False,False,False,False,False,0.6391155123710632,,,False,False
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_01-scene0069_06-scene0069_09-scene0069_05-scene0069_08,canonical,5,13,3,3786,True,0.3431551456451416,0.3431551456451416,0.8058227300643921,False,True,False,True,False,False,0.3431551456451416,,4,False,False
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_01-scene0069_06-scene0069_09-scene0069_05-scene0069_08,canonical,5,16,14,22143,True,0.6704474091529846,0.6496075391769409,0.6710354685783386,False,False,False,False,False,False,0.6496075391769409,,,False,False
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_01-scene0069_06-scene0069_09-scene0069_05-scene0069_08,canonical,5,23,5,4756,True,0.4832758903503418,0.4832758903503418,0.8703039288520813,False,True,False,True,False,False,0.4832758903503418,,5,False,False
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_01-scene0069_06-scene0069_09-scene0069_05-scene0069_08,canonical,5,24,7,794,True,0.6964735388755798,0.6964735388755798,0.7027707695960999,False,False,False,False,False,False,0.6964735388755798,,,False,False
137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,canonical,2,3,8,2701,True,1.0,1.0,1.0,False,False,False,False,False,False,0.9694890975952148,,,False,False
137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,canonical,2,5,39,2172,True,0.8182509541511536,0.8182509541511536,0.8182509541511536,False,False,False,False,False,False,0.8182509541511536,,,False,False
137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,canonical,2,6,16,13167,True,0.966740071773529,0.966740071773529,0.9629223346710205,False,False,False,False,False,False,0.9534423351287842,,,False,False
137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,canonical,2,7,9,678,True,0.5800344347953796,0.41251057386398315,0.41366687417030334,False,True,True,False,False,False,0.41251057386398315,,2,True,True
137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,canonical,2,8,39,2393,True,0.6122449040412903,0.6122449040412903,0.6083357930183411,False,False,False,False,False,False,0.6122449040412903,,,False,False
137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,canonical,2,10,8,1301,True,0.6085832715034485,0.6085832715034485,0.8763326406478882,False,False,False,False,False,False,0.49894022941589355,,5,False,False
137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,canonical,2,12,3,937,True,0.3485863208770752,0.3485863208770752,0.35927915573120117,False,True,False,False,False,False,0.3485863208770752,,2,True,True
137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,canonical,2,13,3,1267,True,0.4713541567325592,0.4713541567325592,0.46875,False,True,False,False,False,False,0.3822130560874939,,2,True,True
137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,canonical,2,14,3,997,True,0.387034147977829,0.387034147977829,0.38509076833724976,False,True,False,False,False,False,0.3538942039012909,,2,True,True
137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,canonical,2,15,3,1213,True,0.47088509798049927,0.47088509798049927,0.4685206711292267,False,True,False,False,False,False,0.47088509798049927,,2,True,True
137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,canonical,2,16,3,3798,True,0.7465038895606995,0.7465038895606995,0.7082357406616211,False,False,False,False,False,False,0.5936452150344849,,,False,False
137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,canonical,2,20,39,1472,True,0.35597825050354004,0.0,0.0,False,False,False,False,False,False,0.0,2,2,True,True
137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,canonical,2,21,39,1006,True,0.49702969193458557,0.49702969193458557,0.49702969193458557,False,True,False,False,False,False,0.21226215362548828,5,2,False,False
137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,canonical,2,22,3,3538,True,0.6130653023719788,0.6130653023719788,0.5276073813438416,False,False,False,False,False,False,0.37986400723457336,,3,False,False
137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,canonical,2,23,11,122,True,0.0,0.0,0.0,True,False,False,False,False,False,0.0,2,2,True,True
137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,canonical,2,24,11,100,True,0.004636234138160944,0.0,0.0,False,False,False,False,False,False,0.0,2,2,True,True
137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,canonical,2,25,11,562,True,0.8567073345184326,0.8567073345184326,0.8567073345184326,False,False,False,False,False,False,0.6787439584732056,,,False,False
137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,canonical,2,29,11,101,True,0.5247524976730347,0.5247524976730347,0.2829131782054901,False,False,False,False,False,False,0.3977695107460022,,3,False,False
137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,canonical,2,30,6,19135,True,0.820310652256012,0.820310652256012,0.8261700868606567,False,False,False,False,False,False,0.7760829925537109,,,False,False
