method,reference_id,master_sequence_id,T,scope,measured_repeats,state_snapshot_sha256,median_latency_ms,mean_latency_ms,std_latency_ms,loaded_model_allocated_bytes,absolute_peak_allocated_bytes,incremental_peak_bytes,peak_reserved_bytes,cpu_state_bytes,visual_state_bytes,lag1_buffer_bytes,archive_bytes
M3-V-CORE,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,3,end_to_end_update,10,aa117ae16b7467c9946074fc9442c269c4ca68ad78ec0c607c533106e49ee638,1512.3683065,1580.1543334,230.01308969815065,559363072,1966426112,1407063040,6232735744,62616,427200,2678091,7691360
M3-V-CORE,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,3,model_update,10,aa117ae16b7467c9946074fc9442c269c4ca68ad78ec0c607c533106e49ee638,1144.41363,1165.1255821,79.25216113851006,559363072,1966426624,1407063552,6232735744,62616,427200,2678091,7691360
M3-V-CORE,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,3,output_materialization,10,aa117ae16b7467c9946074fc9442c269c4ca68ad78ec0c607c533106e49ee638,7.973866999999999,8.0207689,0.5142431352310792,559363072,592923648,33560576,6232735744,62616,427200,2678091,7691360
M3-V-CORE,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,4,cumulative_T1_to_T,10,3f354f12741e8d8e7a579fafe8bbf3e7808a357d25486423ecd99639983796c8,9250.62633,9629.2226775,880.364717207834,559363072,2547357696,1987994624,6232735744,62616,427200,2247263,6569184
M3-V-CORE,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,4,end_to_end_update,10,98b7a6ed2c35168136c0eb4759aa283bcc24baa0b9278f764c2fac76e52b5c7b,2183.6152604999997,2254.4896216,197.6013288427419,559363072,1815556096,1256193024,6232735744,62616,427200,2247263,6569184
M3-V-CORE,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,4,model_update,10,98b7a6ed2c35168136c0eb4759aa283bcc24baa0b9278f764c2fac76e52b5c7b,1982.8144295,2176.1443243,362.1242355870082,559363072,1815560704,1256197632,6232735744,62616,427200,2247263,6569184
M3-V-CORE,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,4,output_materialization,10,98b7a6ed2c35168136c0eb4759aa283bcc24baa0b9278f764c2fac76e52b5c7b,5.4571305,5.7867802,0.5495128965649122,559363072,592923648,33560576,6232735744,62616,427200,2247263,6569184
M3-V-CORE,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,5,cumulative_T1_to_T,10,3f354f12741e8d8e7a579fafe8bbf3e7808a357d25486423ecd99639983796c8,10303.977515,10477.0806937,792.855482599852,559363072,2547365888,1988002816,6232735744,62616,427200,2203434,6369568
M3-V-CORE,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,5,end_to_end_update,10,e290cdd7daf75c5d1541d94b6a5c727d032adaccc8bd1738dea7d2cd2e3df10e,1625.2264185,1602.2205943,130.44685228749586,559363072,1819086848,1259723776,6232735744,62616,427200,2203434,6369568
M3-V-CORE,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,5,model_update,10,e290cdd7daf75c5d1541d94b6a5c727d032adaccc8bd1738dea7d2cd2e3df10e,1393.312889,1374.7063023,70.3092455945293,559363072,1818529792,1259166720,6232735744,62616,427200,2203434,6369568
M3-V-CORE,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,5,output_materialization,10,e290cdd7daf75c5d1541d94b6a5c727d032adaccc8bd1738dea7d2cd2e3df10e,6.609406,6.7136508,0.31708401891542864,559363072,592923648,33560576,6232735744,62616,427200,2203434,6369568
M3-V-CORE,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,2,cumulative_T1_to_T,10,3f354f12741e8d8e7a579fafe8bbf3e7808a357d25486423ecd99639983796c8,6166.094458,6191.352391,407.5364348649834,559363072,2472886272,1913523200,6232735744,62616,427200,3793578,11067616
M3-V-CORE,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,2,end_to_end_update,10,87d66d655ef59c633b73ef5836005d6da660fa9d630386f6c1bc3f6c6c5dc10b,3327.904032,3349.7497594,72.71502027138912,559363072,2471376384,1912013312,6232735744,62616,427200,3793578,11067616
M3-V-CORE,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,2,model_update,10,87d66d655ef59c633b73ef5836005d6da660fa9d630386f6c1bc3f6c6c5dc10b,3060.58475,3026.8394524,115.99332596073276,559363072,2471334912,1911971840,6232735744,62616,427200,3793578,11067616
M3-V-CORE,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,2,output_materialization,10,87d66d655ef59c633b73ef5836005d6da660fa9d630386f6c1bc3f6c6c5dc10b,8.3870095,8.5059176,0.36964971210544734,559363072,592923648,33560576,6232735744,62616,427200,3793578,11067616
M3-V-CORE,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,3,cumulative_T1_to_T,10,3f354f12741e8d8e7a579fafe8bbf3e7808a357d25486423ecd99639983796c8,9520.033113,9967.258011099999,1034.171748740396,559363072,2536653312,1977290240,6232735744,62616,427200,4083243,11816608
M3-V-CORE,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,3,end_to_end_update,10,357bc31893a6bd0a051fc09b4b61b8c5ed303c45dc2416b6b41f34d006824c96,3537.9445265,3677.6814074,393.6422541142463,559363072,2533102592,1973739520,6232735744,62616,427200,4083243,11816608
M3-V-CORE,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,3,model_update,10,357bc31893a6bd0a051fc09b4b61b8c5ed303c45dc2416b6b41f34d006824c96,3131.7989690000004,3313.6235825,474.9089291660193,559363072,2533118464,1973755392,6232735744,62616,427200,4083243,11816608
M3-V-CORE,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,3,output_materialization,10,357bc31893a6bd0a051fc09b4b61b8c5ed303c45dc2416b6b41f34d006824c96,9.264255,9.396132399999999,0.22580757529285866,559363072,592923648,33560576,6232735744,62616,427200,4083243,11816608
M3-V-CORE,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,4,cumulative_T1_to_T,10,3f354f12741e8d8e7a579fafe8bbf3e7808a357d25486423ecd99639983796c8,11647.4035875,11667.0412068,832.6833313738522,559363072,2536679936,1977316864,6232735744,62616,427200,2857343,8157088
M3-V-CORE,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,4,end_to_end_update,10,4d58f4d2dddffc55b9a230fec94cb3c59043dcfe601def6acb5c3ef53e144086,1854.5589915,1867.1063844,87.32905033018092,559363072,1938181632,1378818560,6232735744,62616,427200,2857343,8157088
M3-V-CORE,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,4,model_update,10,4d58f4d2dddffc55b9a230fec94cb3c59043dcfe601def6acb5c3ef53e144086,1569.9830175000002,1567.4394882,107.07418731386645,559363072,1938170880,1378807808,6232735744,62616,427200,2857343,8157088
M3-V-CORE,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,4,output_materialization,10,4d58f4d2dddffc55b9a230fec94cb3c59043dcfe601def6acb5c3ef53e144086,7.41198,7.450002,0.08761081424687248,559363072,592923648,33560576,6232735744,62616,427200,2857343,8157088
M3-V-CORE,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,5,cumulative_T1_to_T,10,3f354f12741e8d8e7a579fafe8bbf3e7808a357d25486423ecd99639983796c8,12380.614957,12567.5463574,732.3243350177297,559363072,2536649216,1977286144,6232735744,62616,427200,1438866,4116576
M3-V-CORE,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,5,end_to_end_update,10,4f98b0d7bae778c8e2942c91304845ddff5b89dc44a93887650b1530abbae361,1408.8461975,1382.7863082,143.93812460416,559363072,1157082112,597719040,6232735744,62616,427200,1438866,4116576
M3-V-CORE,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,5,model_update,10,4f98b0d7bae778c8e2942c91304845ddff5b89dc44a93887650b1530abbae361,1287.638397,1400.287892,284.8642099744764,559363072,1157087232,597724160,6232735744,62616,427200,1438866,4116576
M3-V-CORE,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,5,output_materialization,10,4f98b0d7bae778c8e2942c91304845ddff5b89dc44a93887650b1530abbae361,3.413485,3.5451469,0.3562007528213409,559363072,592923648,33560576,6232735744,62616,427200,1438866,4116576
