population_id,data_role,reference_count,logical_unit_count,parent,association_config_id,selector,score_mode,score_reducer,T,t_mAP,t_mAP50,t_mAP25,t_REC,prefix_overall_mAP,published_current_AP,source_commit,R1_SHA,status,reason
development,DEV-SEL,4,24,D0,D0,M-old,SYSTEM_SELECTED_SCORE,mean,4,0.590530514717102,0.8472253084182739,0.9644505381584167,0.6361582279205322,0.7885417938232422,0.7653458714485168,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,MEASURED,
development,DEV-SEL,4,24,D0,D0,M-old,SYSTEM_SELECTED_SCORE,mean,5,0.5553265810012817,0.8030223846435547,0.9443607330322266,0.5954328179359436,0.795280396938324,0.7810301780700684,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,MEASURED,
development,DEV-SEL,4,24,D0,D0,M-score,MASK_ONLY_FIXED_SCORE,mean,2,0.6790120005607605,0.875694215297699,0.9805005788803101,0.7356231808662415,0.7835369110107422,0.7529525756835938,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,MEASURED,
development,DEV-SEL,4,24,D0,D0,M-score,MASK_ONLY_FIXED_SCORE,mean,3,0.650576651096344,0.8771035075187683,0.9733386635780334,0.6983495354652405,0.798678457736969,0.7710229754447937,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,MEASURED,
development,DEV-SEL,4,24,D0,D0,M-score,MASK_ONLY_FIXED_SCORE,mean,4,0.6133815050125122,0.8488174080848694,0.9633358716964722,0.6572157144546509,0.7987398505210876,0.7690790891647339,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,MEASURED,
development,DEV-SEL,4,24,D0,D0,M-score,MASK_ONLY_FIXED_SCORE,mean,5,0.5829185843467712,0.8140361309051514,0.9419949650764465,0.6206920146942139,0.8013429045677185,0.7819216847419739,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,MEASURED,
development,DEV-SEL,4,24,D0,D0,M-score,SYSTEM_SELECTED_SCORE,mean,2,0.6800991892814636,0.8741425275802612,0.9798459410667419,0.7356231808662415,0.783211886882782,0.7536239624023438,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,MEASURED,
development,DEV-SEL,4,24,D0,D0,M-score,SYSTEM_SELECTED_SCORE,mean,3,0.6464971303939819,0.8772059082984924,0.9736250638961792,0.6983495354652405,0.7976323366165161,0.7714930772781372,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,MEASURED,
development,DEV-SEL,4,24,D0,D0,M-score,SYSTEM_SELECTED_SCORE,mean,4,0.609215259552002,0.8593956232070923,0.9626675844192505,0.6572157144546509,0.7969031929969788,0.7715626358985901,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,MEASURED,
development,DEV-SEL,4,24,D0,D0,M-score,SYSTEM_SELECTED_SCORE,mean,5,0.5833069682121277,0.8136622309684753,0.9407497644424438,0.6206920146942139,0.8016164302825928,0.781134843826294,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,MEASURED,
development,DEV-SEL,4,24,A1-default,A1-theta-0.65,M-new,MASK_ONLY_FIXED_SCORE,mean,2,0.6711902618408203,0.8710009455680847,0.974999189376831,0.728036642074585,0.7726362943649292,0.7529525756835938,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,MEASURED,
development,DEV-SEL,4,24,A1-default,A1-theta-0.65,M-new,MASK_ONLY_FIXED_SCORE,mean,3,0.6517903804779053,0.8827476501464844,0.965606153011322,0.6969846487045288,0.7921745181083679,0.7710922360420227,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,MEASURED,
development,DEV-SEL,4,24,A1-default,A1-theta-0.65,M-new,MASK_ONLY_FIXED_SCORE,mean,4,0.615486741065979,0.8569188714027405,0.9603760242462158,0.654884934425354,0.789817214012146,0.7688519358634949,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,MEASURED,
development,DEV-SEL,4,24,A1-default,A1-theta-0.65,M-new,MASK_ONLY_FIXED_SCORE,mean,5,0.5783860683441162,0.8176699280738831,0.9235579967498779,0.6108385324478149,0.7981315851211548,0.7808553576469421,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,MEASURED,
development,DEV-SEL,4,24,A1-default,A1-theta-0.65,M-new,SYSTEM_SELECTED_SCORE,mean,2,0.6711902618408203,0.8710009455680847,0.974999189376831,0.728036642074585,0.7726362943649292,0.7529525756835938,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,MEASURED,
development,DEV-SEL,4,24,A1-default,A1-theta-0.65,M-new,SYSTEM_SELECTED_SCORE,mean,3,0.6517903804779053,0.8827476501464844,0.965606153011322,0.6969846487045288,0.7921745181083679,0.7710922360420227,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,MEASURED,
development,DEV-SEL,4,24,A1-default,A1-theta-0.65,M-new,SYSTEM_SELECTED_SCORE,mean,4,0.615486741065979,0.8569188714027405,0.9603760242462158,0.654884934425354,0.789817214012146,0.7688519358634949,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,MEASURED,
development,DEV-SEL,4,24,A1-default,A1-theta-0.65,M-new,SYSTEM_SELECTED_SCORE,mean,5,0.5783860683441162,0.8176699280738831,0.9235579967498779,0.6108385324478149,0.7981315851211548,0.7808553576469421,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,MEASURED,
development,DEV-SEL,4,24,A1-default,A1-theta-0.65,M-old,MASK_ONLY_FIXED_SCORE,mean,2,0.6787367463111877,0.9081602692604065,0.9843702912330627,0.7343193292617798,0.7787294387817383,0.7529525756835938,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,MEASURED,
development,DEV-SEL,4,24,A1-default,A1-theta-0.65,M-old,MASK_ONLY_FIXED_SCORE,mean,3,0.6313992142677307,0.8674309253692627,0.969511091709137,0.6822458505630493,0.7868267893791199,0.7710922360420227,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,MEASURED,
development,DEV-SEL,4,24,A1-default,A1-theta-0.65,M-old,MASK_ONLY_FIXED_SCORE,mean,4,0.587597131729126,0.8355042338371277,0.9623622298240662,0.6409750580787659,0.787523627281189,0.7688519358634949,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,MEASURED,
development,DEV-SEL,4,24,A1-default,A1-theta-0.65,M-old,MASK_ONLY_FIXED_SCORE,mean,5,0.5540302395820618,0.8036634922027588,0.9283460974693298,0.604066014289856,0.795295238494873,0.7808553576469421,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,MEASURED,
development,DEV-SEL,4,24,A1-default,A1-theta-0.65,M-old,SYSTEM_SELECTED_SCORE,mean,2,0.6816816329956055,0.9051796197891235,0.982920229434967,0.7343193292617798,0.7799763679504395,0.7531187534332275,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,MEASURED,
development,DEV-SEL,4,24,A1-default,A1-theta-0.65,M-old,SYSTEM_SELECTED_SCORE,mean,3,0.626571774482727,0.8620602488517761,0.969163179397583,0.6822458505630493,0.7852336764335632,0.766174852848053,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,MEASURED,
development,DEV-SEL,4,24,A1-default,A1-theta-0.65,M-old,SYSTEM_SELECTED_SCORE,mean,4,0.5921750664710999,0.8469461798667908,0.963429868221283,0.6409750580787659,0.7886012196540833,0.7640452980995178,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,MEASURED,
development,DEV-SEL,4,24,A1-default,A1-theta-0.65,M-old,SYSTEM_SELECTED_SCORE,mean,5,0.5562903881072998,0.803413450717926,0.9299378991127014,0.604066014289856,0.7966070175170898,0.7806077003479004,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,MEASURED,
development,DEV-SEL,4,24,A1-default,A1-theta-0.65,M-score,MASK_ONLY_FIXED_SCORE,mean,2,0.6785692572593689,0.8756901621818542,0.9810934662818909,0.7336742877960205,0.7838733196258545,0.7529525756835938,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,MEASURED,
development,DEV-SEL,4,24,A1-default,A1-theta-0.65,M-score,MASK_ONLY_FIXED_SCORE,mean,3,0.6504706144332886,0.8716132640838623,0.9695877432823181,0.697911262512207,0.7975286245346069,0.7710922360420227,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,MEASURED,
development,DEV-SEL,4,24,A1-default,A1-theta-0.65,M-score,MASK_ONLY_FIXED_SCORE,mean,4,0.6134863495826721,0.8461731672286987,0.9621261358261108,0.6546705365180969,0.797792375087738,0.7688519358634949,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,MEASURED,
development,DEV-SEL,4,24,A1-default,A1-theta-0.65,M-score,MASK_ONLY_FIXED_SCORE,mean,5,0.5811668634414673,0.8087734580039978,0.9255581498146057,0.6178022623062134,0.799949586391449,0.7808553576469421,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,MEASURED,
development,DEV-SEL,4,24,A1-default,A1-theta-0.65,M-score,SYSTEM_SELECTED_SCORE,mean,2,0.679591715335846,0.8742098212242126,0.9803542494773865,0.7336742877960205,0.7834922671318054,0.7535707950592041,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,MEASURED,
development,DEV-SEL,4,24,A1-default,A1-theta-0.65,M-score,SYSTEM_SELECTED_SCORE,mean,3,0.6461355090141296,0.8716395497322083,0.969698965549469,0.697911262512207,0.7963539958000183,0.7717490196228027,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,MEASURED,
development,DEV-SEL,4,24,A1-default,A1-theta-0.65,M-score,SYSTEM_SELECTED_SCORE,mean,4,0.6092096567153931,0.8570414781570435,0.9615007042884827,0.6546705365180969,0.7960623502731323,0.7711758613586426,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,MEASURED,
development,DEV-SEL,4,24,A1-default,A1-theta-0.65,M-score,SYSTEM_SELECTED_SCORE,mean,5,0.5821833610534668,0.8088266849517822,0.9221105575561523,0.6178022623062134,0.8006865382194519,0.7812479138374329,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,MEASURED,
