phase,variant,update,T,t_mAP,checkpoint_sha256,policy,reducer,status
M2,Q-INDEP,2250,3,0.43772149085998535,5a4599afc7a8fb41f1b6558d7e5a33edafb181d2524bf8123c99720efb52c5c1,lag1,mean,PASS
M2,Q-INDEP,2250,4,0.37907007336616516,5a4599afc7a8fb41f1b6558d7e5a33edafb181d2524bf8123c99720efb52c5c1,lag1,mean,PASS
M2,Q-INDEP,2250,5,0.34572526812553406,5a4599afc7a8fb41f1b6558d7e5a33edafb181d2524bf8123c99720efb52c5c1,lag1,mean,PASS
M2,Q-INDEP,3000,2,0.5308438539505005,7e8d439981dce440d1fd0c52e0a77fd35ceacef94796a8b87304f70d4f07f6df,lag1,mean,PASS
M2,Q-INDEP,3000,3,0.4430740773677826,7e8d439981dce440d1fd0c52e0a77fd35ceacef94796a8b87304f70d4f07f6df,lag1,mean,PASS
M2,Q-INDEP,3000,4,0.40196675062179565,7e8d439981dce440d1fd0c52e0a77fd35ceacef94796a8b87304f70d4f07f6df,lag1,mean,PASS
M2,Q-INDEP,3000,5,0.37374264001846313,7e8d439981dce440d1fd0c52e0a77fd35ceacef94796a8b87304f70d4f07f6df,lag1,mean,PASS
M2,Q-TALA,0,2,0.5296375751495361,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,lag1,mean,PASS
M2,Q-TALA,0,3,0.47808149456977844,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,lag1,mean,PASS
M2,Q-TALA,0,4,0.42532238364219666,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,lag1,mean,PASS
M2,Q-TALA,0,5,0.37292709946632385,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,lag1,mean,PASS
M2,Q-TALA,750,2,0.5405763387680054,3ac698368835d50c34be35f33a516592b8ce3f6511e20d649dee8ea1644c2b40,lag1,mean,PASS
M2,Q-TALA,750,3,0.4474563002586365,3ac698368835d50c34be35f33a516592b8ce3f6511e20d649dee8ea1644c2b40,lag1,mean,PASS
M2,Q-TALA,750,4,0.3936005234718323,3ac698368835d50c34be35f33a516592b8ce3f6511e20d649dee8ea1644c2b40,lag1,mean,PASS
M2,Q-TALA,750,5,0.3694342374801636,3ac698368835d50c34be35f33a516592b8ce3f6511e20d649dee8ea1644c2b40,lag1,mean,PASS
M2,Q-TALA,1500,2,0.5340831875801086,a75c3e28b2fa3895414f1c1a1e35b1a9ca8d65ac5cc03e96e609e99511ef2b06,lag1,mean,PASS
M2,Q-TALA,1500,3,0.4631370007991791,a75c3e28b2fa3895414f1c1a1e35b1a9ca8d65ac5cc03e96e609e99511ef2b06,lag1,mean,PASS
M2,Q-TALA,1500,4,0.4179805517196655,a75c3e28b2fa3895414f1c1a1e35b1a9ca8d65ac5cc03e96e609e99511ef2b06,lag1,mean,PASS
M2,Q-TALA,1500,5,0.39285242557525635,a75c3e28b2fa3895414f1c1a1e35b1a9ca8d65ac5cc03e96e609e99511ef2b06,lag1,mean,PASS
M2,Q-TALA,2250,2,0.529872715473175,b4c78fefb245741cffd240afb09983c6ddb172da4fb01012f55c07cc01cc100d,lag1,mean,PASS
M2,Q-TALA,2250,3,0.4612814486026764,b4c78fefb245741cffd240afb09983c6ddb172da4fb01012f55c07cc01cc100d,lag1,mean,PASS
M2,Q-TALA,2250,4,0.41099709272384644,b4c78fefb245741cffd240afb09983c6ddb172da4fb01012f55c07cc01cc100d,lag1,mean,PASS
M2,Q-TALA,2250,5,0.37531861662864685,b4c78fefb245741cffd240afb09983c6ddb172da4fb01012f55c07cc01cc100d,lag1,mean,PASS
M2,Q-TALA,3000,2,0.5328823924064636,41cba5668b1cabfd5dfc4026479a196d0b283ddb54878d5d963a42f1d51ac46d,lag1,mean,PASS
M2,Q-TALA,3000,3,0.46390464901924133,41cba5668b1cabfd5dfc4026479a196d0b283ddb54878d5d963a42f1d51ac46d,lag1,mean,PASS
M2,Q-TALA,3000,4,0.40968936681747437,41cba5668b1cabfd5dfc4026479a196d0b283ddb54878d5d963a42f1d51ac46d,lag1,mean,PASS
M2,Q-TALA,3000,5,0.3817826509475708,41cba5668b1cabfd5dfc4026479a196d0b283ddb54878d5d963a42f1d51ac46d,lag1,mean,PASS
M2,W-BASE,0,2,0.5296375751495361,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,lag1,mean,PASS
M2,W-BASE,0,3,0.403401643037796,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,lag1,mean,PASS
M2,W-BASE,0,4,0.33097612857818604,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,lag1,mean,PASS
M2,W-BASE,0,5,0.2812895178794861,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,lag1,mean,PASS
M2,W-BASE,750,2,0.5314115285873413,0822c579a49a2170d9df04d87cf1fb3772df16f86bd97af5a4cc2cbe55460252,lag1,mean,PASS
M2,W-BASE,750,3,0.39954498410224915,0822c579a49a2170d9df04d87cf1fb3772df16f86bd97af5a4cc2cbe55460252,lag1,mean,PASS
M2,W-BASE,750,4,0.34066858887672424,0822c579a49a2170d9df04d87cf1fb3772df16f86bd97af5a4cc2cbe55460252,lag1,mean,PASS
M2,W-BASE,750,5,0.2931705713272095,0822c579a49a2170d9df04d87cf1fb3772df16f86bd97af5a4cc2cbe55460252,lag1,mean,PASS
M2,W-BASE,1500,2,0.534764289855957,1297840a4fa109cd06ce0396966e53f9c221c73f974912d1e91a66264e19c7ee,lag1,mean,PASS
M2,W-BASE,1500,3,0.4103575348854065,1297840a4fa109cd06ce0396966e53f9c221c73f974912d1e91a66264e19c7ee,lag1,mean,PASS
M2,W-BASE,1500,4,0.3425086736679077,1297840a4fa109cd06ce0396966e53f9c221c73f974912d1e91a66264e19c7ee,lag1,mean,PASS
M2,W-BASE,1500,5,0.2954334616661072,1297840a4fa109cd06ce0396966e53f9c221c73f974912d1e91a66264e19c7ee,lag1,mean,PASS
M2,W-BASE,2250,2,0.5323913097381592,e85c0e34ffdbb7361741d163c6d1962cbce88f954388cde0e533d1657e91af05,lag1,mean,PASS
M2,W-BASE,2250,3,0.41768765449523926,e85c0e34ffdbb7361741d163c6d1962cbce88f954388cde0e533d1657e91af05,lag1,mean,PASS
M2,W-BASE,2250,4,0.3459073305130005,e85c0e34ffdbb7361741d163c6d1962cbce88f954388cde0e533d1657e91af05,lag1,mean,PASS
M2,W-BASE,2250,5,0.3100704550743103,e85c0e34ffdbb7361741d163c6d1962cbce88f954388cde0e533d1657e91af05,lag1,mean,PASS
M2,W-BASE,3000,2,0.5316164493560791,06f9e1e1efca088ffda2888a6eeaa4aa67830d2f3a5798dee0c6ebaca93ac8e6,lag1,mean,PASS
M2,W-BASE,3000,3,0.420270711183548,06f9e1e1efca088ffda2888a6eeaa4aa67830d2f3a5798dee0c6ebaca93ac8e6,lag1,mean,PASS
M2,W-BASE,3000,4,0.35663819313049316,06f9e1e1efca088ffda2888a6eeaa4aa67830d2f3a5798dee0c6ebaca93ac8e6,lag1,mean,PASS
M2,W-BASE,3000,5,0.30341190099716187,06f9e1e1efca088ffda2888a6eeaa4aa67830d2f3a5798dee0c6ebaca93ac8e6,lag1,mean,PASS
M3,M3-BASE-CONT,0,2,0.5340831875801086,a75c3e28b2fa3895414f1c1a1e35b1a9ca8d65ac5cc03e96e609e99511ef2b06,lag1,mean,PASS
M3,M3-BASE-CONT,0,3,0.4631370007991791,a75c3e28b2fa3895414f1c1a1e35b1a9ca8d65ac5cc03e96e609e99511ef2b06,lag1,mean,PASS
M3,M3-BASE-CONT,0,4,0.4179805517196655,a75c3e28b2fa3895414f1c1a1e35b1a9ca8d65ac5cc03e96e609e99511ef2b06,lag1,mean,PASS
M3,M3-BASE-CONT,0,5,0.39285242557525635,a75c3e28b2fa3895414f1c1a1e35b1a9ca8d65ac5cc03e96e609e99511ef2b06,lag1,mean,PASS
M3,M3-BASE-CONT,375,2,0.5331920981407166,31b6fe8e806049babdf593e3dcfb594aa40d2d3a64a48f3d73129a4b4662eb61,lag1,mean,PASS
M3,M3-BASE-CONT,375,3,0.4662283658981323,31b6fe8e806049babdf593e3dcfb594aa40d2d3a64a48f3d73129a4b4662eb61,lag1,mean,PASS
M3,M3-BASE-CONT,375,4,0.4055821895599365,31b6fe8e806049babdf593e3dcfb594aa40d2d3a64a48f3d73129a4b4662eb61,lag1,mean,PASS
M3,M3-BASE-CONT,375,5,0.3698914647102356,31b6fe8e806049babdf593e3dcfb594aa40d2d3a64a48f3d73129a4b4662eb61,lag1,mean,PASS
M3,M3-BASE-CONT,750,2,0.5326530933380127,a3b3510d97f90541de35dc84f644fb53659369f161d4706717e276d5b19190b3,lag1,mean,PASS
M3,M3-BASE-CONT,750,3,0.4613848924636841,a3b3510d97f90541de35dc84f644fb53659369f161d4706717e276d5b19190b3,lag1,mean,PASS
M3,M3-BASE-CONT,750,4,0.4189697504043579,a3b3510d97f90541de35dc84f644fb53659369f161d4706717e276d5b19190b3,lag1,mean,PASS
M3,M3-BASE-CONT,750,5,0.3913079500198364,a3b3510d97f90541de35dc84f644fb53659369f161d4706717e276d5b19190b3,lag1,mean,PASS
M3,M3-BASE-CONT,1125,2,0.52629554271698,2c040c9748ad07968a613995feb89bc49f62362bbab581f33d8b60d2d587e23f,lag1,mean,PASS
M3,M3-BASE-CONT,1125,3,0.4359528720378876,2c040c9748ad07968a613995feb89bc49f62362bbab581f33d8b60d2d587e23f,lag1,mean,PASS
M3,M3-BASE-CONT,1125,4,0.3876994252204895,2c040c9748ad07968a613995feb89bc49f62362bbab581f33d8b60d2d587e23f,lag1,mean,PASS
M3,M3-BASE-CONT,1125,5,0.36406323313713074,2c040c9748ad07968a613995feb89bc49f62362bbab581f33d8b60d2d587e23f,lag1,mean,PASS
M3,M3-BASE-CONT,1500,2,0.5264289975166321,a0aa8f73aac5b27aa0aac972ac72cbf1a7dfb3f6d6a1ba103cbf0a92ba793ed6,lag1,mean,PASS
M3,M3-BASE-CONT,1500,3,0.44363683462142944,a0aa8f73aac5b27aa0aac972ac72cbf1a7dfb3f6d6a1ba103cbf0a92ba793ed6,lag1,mean,PASS
M3,M3-BASE-CONT,1500,4,0.39425137639045715,a0aa8f73aac5b27aa0aac972ac72cbf1a7dfb3f6d6a1ba103cbf0a92ba793ed6,lag1,mean,PASS
M3,M3-BASE-CONT,1500,5,0.3664146661758423,a0aa8f73aac5b27aa0aac972ac72cbf1a7dfb3f6d6a1ba103cbf0a92ba793ed6,lag1,mean,PASS
M3,M3-V-CORE,0,2,0.5340831875801086,a75c3e28b2fa3895414f1c1a1e35b1a9ca8d65ac5cc03e96e609e99511ef2b06,lag1,mean,PASS
M3,M3-V-CORE,0,3,0.4631370007991791,a75c3e28b2fa3895414f1c1a1e35b1a9ca8d65ac5cc03e96e609e99511ef2b06,lag1,mean,PASS
M3,M3-V-CORE,0,4,0.4179805517196655,a75c3e28b2fa3895414f1c1a1e35b1a9ca8d65ac5cc03e96e609e99511ef2b06,lag1,mean,PASS
M3,M3-V-CORE,0,5,0.39285242557525635,a75c3e28b2fa3895414f1c1a1e35b1a9ca8d65ac5cc03e96e609e99511ef2b06,lag1,mean,PASS
M3,M3-V-CORE,375,2,0.5322115421295166,8f506e2b77256284e025b544ffda6b6926cd9711704d48505c267237a8944aad,lag1,mean,PASS
M3,M3-V-CORE,375,3,0.4425457715988159,8f506e2b77256284e025b544ffda6b6926cd9711704d48505c267237a8944aad,lag1,mean,PASS
M3,M3-V-CORE,375,4,0.39848411083221436,8f506e2b77256284e025b544ffda6b6926cd9711704d48505c267237a8944aad,lag1,mean,PASS
M3,M3-V-CORE,375,5,0.3766142427921295,8f506e2b77256284e025b544ffda6b6926cd9711704d48505c267237a8944aad,lag1,mean,PASS
M3,M3-V-CORE,750,2,0.5301757454872131,00d1cc4d073b76b9a02f72ddfea0b67730251569b31ec95330722873ad375ecb,lag1,mean,PASS
M3,M3-V-CORE,750,3,0.46335628628730774,00d1cc4d073b76b9a02f72ddfea0b67730251569b31ec95330722873ad375ecb,lag1,mean,PASS
M3,M3-V-CORE,750,4,0.42214468121528625,00d1cc4d073b76b9a02f72ddfea0b67730251569b31ec95330722873ad375ecb,lag1,mean,PASS
M3,M3-V-CORE,750,5,0.40337392687797546,00d1cc4d073b76b9a02f72ddfea0b67730251569b31ec95330722873ad375ecb,lag1,mean,PASS
M3,M3-V-CORE,1125,2,0.5280539989471436,2c214133927d768ad2acb9f3437792253f3c163616c15df0cb10882af448649c,lag1,mean,PASS
M3,M3-V-CORE,1125,3,0.4689878225326538,2c214133927d768ad2acb9f3437792253f3c163616c15df0cb10882af448649c,lag1,mean,PASS
M3,M3-V-CORE,1125,4,0.4087955355644226,2c214133927d768ad2acb9f3437792253f3c163616c15df0cb10882af448649c,lag1,mean,PASS
M3,M3-V-CORE,1125,5,0.38726723194122314,2c214133927d768ad2acb9f3437792253f3c163616c15df0cb10882af448649c,lag1,mean,PASS
M3,M3-V-CORE,1500,2,0.5313225388526917,1b883db3faf26f168274853857719786125d640e24377f99d427d2b8aec7793f,lag1,mean,PASS
M3,M3-V-CORE,1500,3,0.46810615062713623,1b883db3faf26f168274853857719786125d640e24377f99d427d2b8aec7793f,lag1,mean,PASS
M3,M3-V-CORE,1500,4,0.4158730208873749,1b883db3faf26f168274853857719786125d640e24377f99d427d2b8aec7793f,lag1,mean,PASS
M3,M3-V-CORE,1500,5,0.38797295093536377,1b883db3faf26f168274853857719786125d640e24377f99d427d2b8aec7793f,lag1,mean,PASS
M3,M3-V-LAST,0,2,0.5340831875801086,a75c3e28b2fa3895414f1c1a1e35b1a9ca8d65ac5cc03e96e609e99511ef2b06,lag1,mean,PASS
M3,M3-V-LAST,0,3,0.4631370007991791,a75c3e28b2fa3895414f1c1a1e35b1a9ca8d65ac5cc03e96e609e99511ef2b06,lag1,mean,PASS
M3,M3-V-LAST,0,4,0.4179805517196655,a75c3e28b2fa3895414f1c1a1e35b1a9ca8d65ac5cc03e96e609e99511ef2b06,lag1,mean,PASS
M3,M3-V-LAST,0,5,0.39285242557525635,a75c3e28b2fa3895414f1c1a1e35b1a9ca8d65ac5cc03e96e609e99511ef2b06,lag1,mean,PASS
M3,M3-V-LAST,375,2,0.5327978730201721,2cd81e5eaa6767f2c26dfd6da5fef91e2a0b63eee118c0f61f1f10b9473018ae,lag1,mean,PASS
M3,M3-V-LAST,375,3,0.45382943749427795,2cd81e5eaa6767f2c26dfd6da5fef91e2a0b63eee118c0f61f1f10b9473018ae,lag1,mean,PASS
M3,M3-V-LAST,375,4,0.3886430263519287,2cd81e5eaa6767f2c26dfd6da5fef91e2a0b63eee118c0f61f1f10b9473018ae,lag1,mean,PASS
M3,M3-V-LAST,375,5,0.3528345823287964,2cd81e5eaa6767f2c26dfd6da5fef91e2a0b63eee118c0f61f1f10b9473018ae,lag1,mean,PASS
M3,M3-V-LAST,750,2,0.525489330291748,1f0a61f436854292992e694ac05c60ad9aaf8b3cfd040452285d16d79d9f44ab,lag1,mean,PASS
M3,M3-V-LAST,750,3,0.4558557868003845,1f0a61f436854292992e694ac05c60ad9aaf8b3cfd040452285d16d79d9f44ab,lag1,mean,PASS
M3,M3-V-LAST,750,4,0.4110650420188904,1f0a61f436854292992e694ac05c60ad9aaf8b3cfd040452285d16d79d9f44ab,lag1,mean,PASS
M3,M3-V-LAST,750,5,0.3873719871044159,1f0a61f436854292992e694ac05c60ad9aaf8b3cfd040452285d16d79d9f44ab,lag1,mean,PASS
M3,M3-V-LAST,1125,2,0.5314003825187683,2f81237ed5dffe879c7eb17d06e7d8f9bced1e8ffb7fdc2895ddb67bd37209cd,lag1,mean,PASS
M3,M3-V-LAST,1125,3,0.45297473669052124,2f81237ed5dffe879c7eb17d06e7d8f9bced1e8ffb7fdc2895ddb67bd37209cd,lag1,mean,PASS
M3,M3-V-LAST,1125,4,0.39964860677719116,2f81237ed5dffe879c7eb17d06e7d8f9bced1e8ffb7fdc2895ddb67bd37209cd,lag1,mean,PASS
M3,M3-V-LAST,1125,5,0.37373459339141846,2f81237ed5dffe879c7eb17d06e7d8f9bced1e8ffb7fdc2895ddb67bd37209cd,lag1,mean,PASS
M3,M3-V-LAST,1500,2,0.5253106951713562,17fbb1abc272e745d8189007d665586fd58cc32cff0439185bf8760bfa917aed,lag1,mean,PASS
M3,M3-V-LAST,1500,3,0.43849000334739685,17fbb1abc272e745d8189007d665586fd58cc32cff0439185bf8760bfa917aed,lag1,mean,PASS
M3,M3-V-LAST,1500,4,0.3872230350971222,17fbb1abc272e745d8189007d665586fd58cc32cff0439185bf8760bfa917aed,lag1,mean,PASS
M3,M3-V-LAST,1500,5,0.352140337228775,17fbb1abc272e745d8189007d665586fd58cc32cff0439185bf8760bfa917aed,lag1,mean,PASS
M5_MATCHED_CONTROL,FH-CONT,0,2,0.5369858145713806,42c94da7bfa55f949cd9520201126afbe47223f6f3b5cc8660198e08ffc65c79,lag1,mean,PASS
M5_MATCHED_CONTROL,FH-CONT,0,3,0.4445614218711853,42c94da7bfa55f949cd9520201126afbe47223f6f3b5cc8660198e08ffc65c79,lag1,mean,PASS
M5_MATCHED_CONTROL,FH-CONT,0,4,0.35128253698349,42c94da7bfa55f949cd9520201126afbe47223f6f3b5cc8660198e08ffc65c79,lag1,mean,PASS
M5_MATCHED_CONTROL,FH-CONT,0,5,0.29280754923820496,42c94da7bfa55f949cd9520201126afbe47223f6f3b5cc8660198e08ffc65c79,lag1,mean,PASS
M5_MATCHED_CONTROL,FH-CONT,375,2,0.5286858081817627,877fbc4920eca67796a1a941aee291dfdc475be24818d603b530c8230d207724,lag1,mean,PASS
M5_MATCHED_CONTROL,FH-CONT,375,3,0.4320579171180725,877fbc4920eca67796a1a941aee291dfdc475be24818d603b530c8230d207724,lag1,mean,PASS
M5_MATCHED_CONTROL,FH-CONT,375,4,0.3516983985900879,877fbc4920eca67796a1a941aee291dfdc475be24818d603b530c8230d207724,lag1,mean,PASS
M5_MATCHED_CONTROL,FH-CONT,375,5,0.3009503483772278,877fbc4920eca67796a1a941aee291dfdc475be24818d603b530c8230d207724,lag1,mean,PASS
M5_MATCHED_CONTROL,FH-CONT,750,2,0.5290291905403137,8299d5ede23aaf0c1d238dc9365ac5626d27c4eecaf09ad806225d10424edba5,lag1,mean,PASS
M5_MATCHED_CONTROL,FH-CONT,750,3,0.41797149181365967,8299d5ede23aaf0c1d238dc9365ac5626d27c4eecaf09ad806225d10424edba5,lag1,mean,PASS
M5_MATCHED_CONTROL,FH-CONT,750,4,0.339846670627594,8299d5ede23aaf0c1d238dc9365ac5626d27c4eecaf09ad806225d10424edba5,lag1,mean,PASS
M5_MATCHED_CONTROL,FH-CONT,750,5,0.29911917448043823,8299d5ede23aaf0c1d238dc9365ac5626d27c4eecaf09ad806225d10424edba5,lag1,mean,PASS
M5_MATCHED_CONTROL,FH-CONT,1125,2,0.5375716686248779,7789e735a4c3bb5751e478a3e77fa0b6427664d2f01265f8d7310a9eff1b8578,lag1,mean,PASS
M5_MATCHED_CONTROL,FH-CONT,1125,3,0.43754997849464417,7789e735a4c3bb5751e478a3e77fa0b6427664d2f01265f8d7310a9eff1b8578,lag1,mean,PASS
M5_MATCHED_CONTROL,FH-CONT,1125,4,0.34578144550323486,7789e735a4c3bb5751e478a3e77fa0b6427664d2f01265f8d7310a9eff1b8578,lag1,mean,PASS
M5_MATCHED_CONTROL,FH-CONT,1125,5,0.27610331773757935,7789e735a4c3bb5751e478a3e77fa0b6427664d2f01265f8d7310a9eff1b8578,lag1,mean,PASS
M5_MATCHED_CONTROL,FH-CONT,1500,2,0.5320965051651001,6672569c9524d38a0f932c9d8351d6606b9b26a574236a59d4799f225178d4f5,lag1,mean,PASS
M5_MATCHED_CONTROL,FH-CONT,1500,3,0.4353124797344208,6672569c9524d38a0f932c9d8351d6606b9b26a574236a59d4799f225178d4f5,lag1,mean,PASS
M5_MATCHED_CONTROL,FH-CONT,1500,4,0.35235118865966797,6672569c9524d38a0f932c9d8351d6606b9b26a574236a59d4799f225178d4f5,lag1,mean,PASS
M5_MATCHED_CONTROL,FH-CONT,1500,5,0.30902066826820374,6672569c9524d38a0f932c9d8351d6606b9b26a574236a59d4799f225178d4f5,lag1,mean,PASS
