population,T,current_stage_AP,data_role,logical_unit_count,method,optimizer_update,output_policy,producer_id,reference,reference_count,source_method,status,t_REC,t_mAP,t_mAP25,t_mAP50,variant,delta_vs_FH-R1-native,delta_vs_R1-D0
PB,2,0.46544328331947327,,15,R1-D0,,,,8eabc45f-5af7-2f32-8528-640861d2a135,1,PARENT,,0.5319485664367676,0.3728611469268799,0.7354336380958557,0.5588504076004028,,0.06724148988723755,0.0
PB,2,0.31929993629455566,,18,R1-D0,,,,ddc73797-765b-241a-9e2c-097c5989baf6,1,PARENT,,0.3069281578063965,0.17916898429393768,0.4233214557170868,0.34871432185173035,,0.014443174004554749,0.0
PB,3,0.48055464029312134,,30,R1-D0,,,,10b17940-3938-2467-8a7a-958300ba83d3,1,PARENT,,0.36165496706962585,0.17695504426956177,0.3135499656200409,0.2499065399169922,,-0.03417813777923584,0.0
PB,3,0.45642709732055664,,36,R1-D0,,,,137a8158-1db5-2cc0-8003-31c12610471e,1,PARENT,,0.33247724175453186,0.19910460710525513,0.4316999614238739,0.3180268108844757,,-0.03970170021057129,0.0
PB,3,0.6096867322921753,,15,R1-D0,,,,280d8ebb-6cc6-2788-9153-98959a2da801,1,PARENT,,0.42408856749534607,0.3373963236808777,0.6615177989006042,0.5719261765480042,,-0.0041612982749938965,0.0
PB,3,0.4259970784187317,,15,R1-D0,,,,5630cfcf-12bf-2860-8784-83d28a611a83,1,PARENT,,0.29547327756881714,0.17541787028312683,0.6319735050201416,0.25958192348480225,,-0.08400455117225647,0.0
PB,3,0.4988309144973755,,15,R1-D0,,,,8eabc45f-5af7-2f32-8528-640861d2a135,1,PARENT,,0.4373277425765991,0.25786519050598145,0.5747599601745605,0.3783983290195465,,0.05470497906208038,0.0
PB,3,0.35718217492103577,,18,R1-D0,,,,ddc73797-765b-241a-9e2c-097c5989baf6,1,PARENT,,0.18742500245571136,0.09067471325397491,0.2812190353870392,0.21585139632225037,,-0.009568795561790466,0.0
PB,4,0.4710144102573395,,30,R1-D0,,,,10b17940-3938-2467-8a7a-958300ba83d3,1,PARENT,,0.23026138544082642,0.09981263428926468,0.2156699299812317,0.14578798413276672,,-0.062220968306064606,0.0
PB,4,0.42922526597976685,,36,R1-D0,,,,137a8158-1db5-2cc0-8003-31c12610471e,1,PARENT,,0.26283082365989685,0.1467166393995285,0.35830289125442505,0.23590126633644104,,-0.03116661310195923,0.0
PB,4,0.596367359161377,,15,R1-D0,,,,280d8ebb-6cc6-2788-9153-98959a2da801,1,PARENT,,0.34685182571411133,0.26808953285217285,0.5545441508293152,0.4524463415145874,,-0.04922443628311157,0.0
PB,4,0.362910658121109,,15,R1-D0,,,,5630cfcf-12bf-2860-8784-83d28a611a83,1,PARENT,,0.2522633671760559,0.18792462348937988,0.6642701029777527,0.22364290058612823,,-0.044407740235328674,0.0
PB,4,0.45565325021743774,,15,R1-D0,,,,8eabc45f-5af7-2f32-8528-640861d2a135,1,PARENT,,0.29862359166145325,0.10316182672977448,0.37758922576904297,0.20070235431194305,,-0.026129290461540222,0.0
PB,4,0.3901821970939636,,18,R1-D0,,,,ddc73797-765b-241a-9e2c-097c5989baf6,1,PARENT,,0.12145764380693436,0.06836818158626556,0.20998281240463257,0.1316554844379425,,-0.0029570311307907104,0.0
PB,5,0.5171102285385132,,30,R1-D0,,,,10b17940-3938-2467-8a7a-958300ba83d3,1,PARENT,,0.17051149904727936,0.07500172406435013,0.17012116312980652,0.11370131373405457,,-0.06283513456583023,0.0
PB,5,0.42069509625434875,,36,R1-D0,,,,137a8158-1db5-2cc0-8003-31c12610471e,1,PARENT,,0.23192034661769867,0.12509414553642273,0.3189285099506378,0.224421426653862,,-0.023258790373802185,0.0
PB,5,0.49656522274017334,,15,R1-D0,,,,280d8ebb-6cc6-2788-9153-98959a2da801,1,PARENT,,0.30638888478279114,0.2160715013742447,0.5006078481674194,0.38494595885276794,,-0.10203532874584198,0.0
PB,5,0.4457601010799408,,15,R1-D0,,,,5630cfcf-12bf-2860-8784-83d28a611a83,1,PARENT,,0.21522632241249084,0.17537479102611542,0.6370971202850342,0.21246536076068878,,-0.011316999793052673,0.0
PB,5,0.41476723551750183,,15,R1-D0,,,,8eabc45f-5af7-2f32-8528-640861d2a135,1,PARENT,,0.19068995118141174,0.06843206286430359,0.2965795397758484,0.1468885987997055,,-0.01644796133041382,0.0
PB,5,0.3357519805431366,,18,R1-D0,,,,ddc73797-765b-241a-9e2c-097c5989baf6,1,PARENT,,0.07308368384838104,0.028750674799084663,0.12768666446208954,0.06001829355955124,,-0.006062595173716545,0.0
PB,2,0.47918441891670227,,30,C0-L-s45,,,,10b17940-3938-2467-8a7a-958300ba83d3,1,PARENT,,0.4854947328567505,0.28894108533859253,0.46973916888237,0.38577038049697876,,-0.03232267498970032,-0.00761491060256958
PB,2,0.45497745275497437,,36,C0-L-s45,,,,137a8158-1db5-2cc0-8003-31c12610471e,1,PARENT,,0.4254210889339447,0.30292853713035583,0.6019117832183838,0.44103243947029114,,-0.02584889531135559,-0.018947690725326538
PB,2,0.5610899925231934,,15,C0-L-s45,,,,280d8ebb-6cc6-2788-9153-98959a2da801,1,PARENT,,0.4950021207332611,0.3985389173030853,0.6993337869644165,0.6118896007537842,,0.00039693713188171387,-0.016535848379135132
PB,2,0.4465409815311432,,15,C0-L-s45,,,,5630cfcf-12bf-2860-8784-83d28a611a83,1,PARENT,,0.4330800771713257,0.3145464062690735,0.7651293277740479,0.4521210491657257,,-0.007165729999542236,0.025157064199447632
PB,2,0.46843332052230835,,15,C0-L-s45,,,,8eabc45f-5af7-2f32-8528-640861d2a135,1,PARENT,,0.5206001996994019,0.37380722165107727,0.7207101583480835,0.5513519048690796,,0.06818756461143494,0.0009460747241973877
PB,2,0.30412471294403076,,18,C0-L-s45,,,,ddc73797-765b-241a-9e2c-097c5989baf6,1,PARENT,,0.2870216369628906,0.17162124812602997,0.41401174664497375,0.3500359356403351,,0.006895437836647034,-0.007547736167907715
PB,3,0.48954862356185913,,30,C0-L-s45,,,,10b17940-3938-2467-8a7a-958300ba83d3,1,PARENT,,0.3480713963508606,0.15789276361465454,0.28772175312042236,0.22988945245742798,,-0.053240418434143066,-0.019062280654907227
PB,3,0.4638298451900482,,36,C0-L-s45,,,,137a8158-1db5-2cc0-8003-31c12610471e,1,PARENT,,0.32708245515823364,0.20202729105949402,0.4667944312095642,0.3207379877567291,,-0.0367790162563324,0.0029226839542388916
PB,3,0.6151164174079895,,15,C0-L-s45,,,,280d8ebb-6cc6-2788-9153-98959a2da801,1,PARENT,,0.44569382071495056,0.35913026332855225,0.6526530981063843,0.5797508358955383,,0.017572641372680664,0.02173393964767456
PB,3,0.4341423511505127,,15,C0-L-s45,,,,5630cfcf-12bf-2860-8784-83d28a611a83,1,PARENT,,0.31975308060646057,0.19575271010398865,0.6753039956092834,0.29075169563293457,,-0.06366971135139465,0.020334839820861816
PB,3,0.48589345812797546,,15,C0-L-s45,,,,8eabc45f-5af7-2f32-8528-640861d2a135,1,PARENT,,0.4383396506309509,0.2458256632089615,0.5710667371749878,0.36357739567756653,,0.042665451765060425,-0.012039527297019958
PB,3,0.35842931270599365,,18,C0-L-s45,,,,ddc73797-765b-241a-9e2c-097c5989baf6,1,PARENT,,0.1789175570011139,0.08814570307731628,0.2751295864582062,0.19550855457782745,,-0.012097805738449097,-0.0025290101766586304
PB,4,0.46438759565353394,,30,C0-L-s45,,,,10b17940-3938-2467-8a7a-958300ba83d3,1,PARENT,,0.22248892486095428,0.09333501011133194,0.19793182611465454,0.13223019242286682,,-0.06869859248399734,-0.006477624177932739
PB,4,0.42460617423057556,,36,C0-L-s45,,,,137a8158-1db5-2cc0-8003-31c12610471e,1,PARENT,,0.24678829312324524,0.15135136246681213,0.39514970779418945,0.24708391726016998,,-0.026531890034675598,0.00463472306728363
PB,4,0.5970084071159363,,15,C0-L-s45,,,,280d8ebb-6cc6-2788-9153-98959a2da801,1,PARENT,,0.3864351511001587,0.3035696744918823,0.6038504838943481,0.4955974519252777,,-0.0137442946434021,0.03548014163970947
PB,4,0.35921549797058105,,15,C0-L-s45,,,,5630cfcf-12bf-2860-8784-83d28a611a83,1,PARENT,,0.24609054625034332,0.1549529731273651,0.6489241719245911,0.1832381784915924,,-0.07737939059734344,-0.03297165036201477
PB,4,0.515775203704834,,15,C0-L-s45,,,,8eabc45f-5af7-2f32-8528-640861d2a135,1,PARENT,,0.3341231942176819,0.14057357609272003,0.3421626091003418,0.21191883087158203,,0.011282458901405334,0.03741174936294556
PB,4,0.3860704004764557,,18,C0-L-s45,,,,ddc73797-765b-241a-9e2c-097c5989baf6,1,PARENT,,0.12492028623819351,0.06802031397819519,0.21486638486385345,0.1333085298538208,,-0.003304898738861084,-0.00034786760807037354
PB,5,0.5212706327438354,,30,C0-L-s45,,,,10b17940-3938-2467-8a7a-958300ba83d3,1,PARENT,,0.17849044501781464,0.07945942133665085,0.16635775566101074,0.11839897185564041,,-0.05837743729352951,0.00445769727230072
PB,5,0.4055539667606354,,36,C0-L-s45,,,,137a8158-1db5-2cc0-8003-31c12610471e,1,PARENT,,0.2004990577697754,0.10774555802345276,0.32112792134284973,0.17673180997371674,,-0.040607377886772156,-0.01734858751296997
PB,5,0.47521576285362244,,15,C0-L-s45,,,,280d8ebb-6cc6-2788-9153-98959a2da801,1,PARENT,,0.33638885617256165,0.24203647673130035,0.5595943331718445,0.4233209788799286,,-0.07607035338878632,0.025964975357055664
PB,5,0.42689910531044006,,15,C0-L-s45,,,,5630cfcf-12bf-2860-8784-83d28a611a83,1,PARENT,,0.21152263879776,0.16301949322223663,0.6453243494033813,0.19411282241344452,,-0.023672297596931458,-0.012355297803878784
PB,5,0.45545756816864014,,15,C0-L-s45,,,,8eabc45f-5af7-2f32-8528-640861d2a135,1,PARENT,,0.19904476404190063,0.07470398396253586,0.2909839153289795,0.1436421126127243,,-0.010176040232181549,0.006271921098232269
PB,5,0.3168770372867584,,18,C0-L-s45,,,,ddc73797-765b-241a-9e2c-097c5989baf6,1,PARENT,,0.06822803616523743,0.025007298216223717,0.137563556432724,0.06097712367773056,,-0.009805971756577492,-0.0037433765828609467
ADDITIONAL,2,0.7383802533149719,ADDITIONAL,4,FH-R1-native,0,native,native-full-history-live,095821f7-e2c2-2de1-9568-b9ce59920e29,1,FH-C0-native,MEASURED,0.7513888478279114,0.6495129466056824,0.9673898816108704,0.8459950685501099,C0,0.0,0.2641502618789673
ADDITIONAL,2,0.6444260478019714,ADDITIONAL,4,FH-R1-native,0,native,native-full-history-live,0988ea72-eb32-2e61-8344-99e2283c2728,1,FH-C0-native,MEASURED,0.5254629254341125,0.47747284173965454,0.8179643154144287,0.7190977931022644,C0,0.0,0.07933887839317322
ADDITIONAL,2,0.3981931507587433,ADDITIONAL,3,FH-R1-native,0,native,native-full-history-live,0cac7540-8d6f-2d13-8eee-36ba2a428e3f,1,FH-C0-native,MEASURED,0.45077165961265564,0.30363157391548157,0.6660662293434143,0.42993950843811035,C0,0.0,-0.021842777729034424
ADDITIONAL,2,0.4584503471851349,ADDITIONAL,2,FH-R1-native,0,native,native-full-history-live,0cac7584-8d6f-2d13-8df8-c05e4307b418,1,FH-C0-native,MEASURED,0.4513888955116272,0.39706844091415405,0.7282835841178894,0.5840668678283691,C0,0.0,0.038117825984954834
ADDITIONAL,2,0.5360017418861389,ADDITIONAL,2,FH-R1-native,0,native,native-full-history-live,0cac75dc-8d6f-2d13-8d08-9c497bd6acdc,1,FH-C0-native,MEASURED,0.5949074029922485,0.5173404812812805,0.7324073910713196,0.7192842364311218,C0,0.0,-0.006923258304595947
ADDITIONAL,2,0.25810185074806213,ADDITIONAL,2,FH-R1-native,0,native,native-full-history-live,0cac7676-8d6f-2d13-8f3a-d7bf7f03e721,1,FH-C0-native,MEASURED,0.1180555522441864,0.04729938507080078,0.4228670597076416,0.29114583134651184,C0,0.0,0.00042438507080078125
ADDITIONAL,2,0.6875,ADDITIONAL,2,FH-R1-native,0,native,native-full-history-live,1d233fe8-e280-2b1a-8fac-c3646a1cd64a,1,FH-C0-native,MEASURED,0.5,0.5,0.875,0.5,C0,0.0,0.0
ADDITIONAL,2,0.5211772322654724,ADDITIONAL,3,FH-R1-native,0,native,native-full-history-live,1d234022-e280-2b1a-8cec-e9787bb0d7b2,1,FH-C0-native,MEASURED,0.5666667222976685,0.4680864214897156,0.8649999499320984,0.721666693687439,C0,0.0,0.1284642517566681
ADDITIONAL,2,0.7058848738670349,ADDITIONAL,2,FH-R1-native,0,native,native-full-history-live,20c993b7-698f-29c5-847d-c8cb8a685f5a,1,FH-C0-native,MEASURED,0.6574074029922485,0.5610682368278503,0.7708596587181091,0.6858393549919128,C0,0.0,-0.015134990215301514
ADDITIONAL,2,0.3049074411392212,ADDITIONAL,2,FH-R1-native,0,native,native-full-history-live,321c8680-a5a8-2a84-85c2-816a26d59516,1,FH-C0-native,MEASURED,0.2777777910232544,0.2318287044763565,0.6638889312744141,0.46145835518836975,C0,0.0,0.0061805397272109985
ADDITIONAL,2,0.3103097081184387,ADDITIONAL,3,FH-R1-native,0,native,native-full-history-live,38770ca1-86d7-27b8-8619-ab66f67d9adf,1,FH-C0-native,MEASURED,0.26913580298423767,0.18257400393486023,0.7174014449119568,0.36219996213912964,C0,0.0,0.01752147078514099
ADDITIONAL,2,0.28413382172584534,ADDITIONAL,3,FH-R1-native,0,native,native-full-history-live,4138582f-a238-2435-8332-6902542c2823,1,FH-C0-native,MEASURED,0.18095238506793976,0.15303002297878265,0.5613425970077515,0.4625000059604645,C0,0.0,0.04895109683275223
ADDITIONAL,2,0.8395061492919922,ADDITIONAL,2,FH-R1-native,0,native,native-full-history-live,422885b3-192d-25fc-84c9-9b80eea1752d,1,FH-C0-native,MEASURED,0.2222222238779068,0.2222222238779068,0.3333333432674408,0.3333333432674408,C0,0.0,0.032407402992248535
ADDITIONAL,2,0.27702564001083374,ADDITIONAL,4,FH-R1-native,0,native,native-full-history-live,4238490c-60a7-271e-9f38-3c651e3b3912,1,FH-C0-native,MEASURED,0.2854938209056854,0.18531601130962372,0.45347222685813904,0.2748759984970093,C0,0.0,-0.006424844264984131
ADDITIONAL,2,0.7412678003311157,ADDITIONAL,3,FH-R1-native,0,native,native-full-history-live,43b8cae1-6678-2e38-9865-c19c07c25015,1,FH-C0-native,MEASURED,0.755731999874115,0.6977547407150269,0.9185090661048889,0.8980599641799927,C0,0.0,-0.005919337272644043
ADDITIONAL,2,0.4125833213329315,ADDITIONAL,2,FH-R1-native,0,native,native-full-history-live,4a9a43d2-7736-2874-874d-d0fad0570e19,1,FH-C0-native,MEASURED,0.4292929172515869,0.3820527493953705,0.8365215063095093,0.5559442043304443,C0,0.0,-0.07027417421340942
ADDITIONAL,2,0.4781745970249176,ADDITIONAL,2,FH-R1-native,0,native,native-full-history-live,4d3d82b0-8cf4-2e04-80a8-c955ea964c2f,1,FH-C0-native,MEASURED,0.4444444477558136,0.4376262426376343,0.9285714030265808,0.7142857313156128,C0,0.0,-0.0036540627479553223
ADDITIONAL,2,0.6072994470596313,ADDITIONAL,4,FH-R1-native,0,native,native-full-history-live,4fbad31e-465b-2a5d-84b7-c0ddea978db4,1,FH-C0-native,MEASURED,0.5732657313346863,0.5022082328796387,0.8291301727294922,0.6793281435966492,C0,0.0,-0.03037041425704956
ADDITIONAL,2,0.594069242477417,ADDITIONAL,2,FH-R1-native,0,native,native-full-history-live,5341b79f-8a66-2cdd-84d5-6dba6525dd75,1,FH-C0-native,MEASURED,0.6666666865348816,0.5570366978645325,1.0,0.754807710647583,C0,0.0,-0.0064386725425720215
ADDITIONAL,2,0.4202120900154114,ADDITIONAL,2,FH-R1-native,0,native,native-full-history-live,5341b7e3-8a66-2cdd-8709-66a2159f0017,1,FH-C0-native,MEASURED,0.3253968358039856,0.23153917491436005,0.7546370625495911,0.38377290964126587,C0,0.0,0.12478849291801453
ADDITIONAL,2,0.5849736332893372,ADDITIONAL,4,FH-R1-native,0,native,native-full-history-live,6bde6081-9162-246f-8c4e-ffaf709d17b1,1,FH-C0-native,MEASURED,0.44328704476356506,0.36134129762649536,0.71875,0.6041666865348816,C0,0.0,-0.00816759467124939
ADDITIONAL,2,0.8703704476356506,ADDITIONAL,3,FH-R1-native,0,native,native-full-history-live,6bde60cb-9162-246f-8cf5-d04f7426e56f,1,FH-C0-native,MEASURED,0.7160494327545166,0.4172581434249878,0.46331921219825745,0.4629642963409424,C0,0.0,-0.0716516375541687
ADDITIONAL,2,0.80450040102005,ADDITIONAL,4,FH-R1-native,0,native,native-full-history-live,742e8f15-be0a-294e-9ebb-6c72dbcb9662,1,FH-C0-native,MEASURED,0.7881944179534912,0.7203447818756104,1.0,1.0,C0,0.0,0.018305420875549316
ADDITIONAL,2,0.4897499084472656,ADDITIONAL,2,FH-R1-native,0,native,native-full-history-live,75c25975-9ca2-2844-9769-84677f46d4cf,1,FH-C0-native,MEASURED,0.2847222089767456,0.23333655297756195,0.5364371538162231,0.5129823088645935,C0,0.0,0.07708802819252014
ADDITIONAL,2,0.3813150227069855,ADDITIONAL,3,FH-R1-native,0,native,native-full-history-live,7747a50c-9431-24e8-877d-e60c3a341cc2,1,FH-C0-native,MEASURED,0.24216049909591675,0.20328141748905182,0.6890667676925659,0.39096003770828247,C0,0.0,0.02972172200679779
ADDITIONAL,2,0.9408870339393616,ADDITIONAL,3,FH-R1-native,0,native,native-full-history-live,8e0f1c28-9e28-2339-8584-ff06ff93c341,1,FH-C0-native,MEASURED,0.6888889074325562,0.5812301635742188,0.614047646522522,0.5977976322174072,C0,0.0,-0.015981554985046387
ADDITIONAL,2,0.3599092960357666,ADDITIONAL,3,FH-R1-native,0,native,native-full-history-live,a0905fd9-66f7-2272-9dfb-0483fdcc54c7,1,FH-C0-native,MEASURED,0.46319347620010376,0.3430291414260864,0.7172458171844482,0.6779446601867676,C0,0.0,0.07308518886566162
ADDITIONAL,2,0.1513490229845047,ADDITIONAL,3,FH-R1-native,0,native,native-full-history-live,ab835fae-54c6-29a1-995e-b06cfc555786,1,FH-C0-native,MEASURED,0.24228395521640778,0.08065952360630035,0.6639519929885864,0.13514035940170288,C0,0.0,-0.07226783037185669
ADDITIONAL,2,0.5767168998718262,ADDITIONAL,4,FH-R1-native,0,native,native-full-history-live,b05fdd8a-fca0-2d4f-8ac5-f6ae697787f5,1,FH-C0-native,MEASURED,0.37136244773864746,0.27259716391563416,0.49583688378334045,0.4215834438800812,C0,0.0,-0.061322301626205444
ADDITIONAL,2,0.7749078869819641,ADDITIONAL,3,FH-R1-native,0,native,native-full-history-live,b05fdd96-fca0-2d4f-88c3-d9dfda85c00e,1,FH-C0-native,MEASURED,0.7129629850387573,0.6034478545188904,0.8194444179534912,0.7979166507720947,C0,0.0,0.02597874402999878
ADDITIONAL,2,0.9641204476356506,ADDITIONAL,2,FH-R1-native,0,native,native-full-history-live,b1f23308-d255-2761-94da-981d962c6bf8,1,FH-C0-native,MEASURED,0.6458333134651184,0.40313073992729187,0.4546525478363037,0.42422622442245483,C0,0.0,0.2065223604440689
ADDITIONAL,2,0.48834317922592163,ADDITIONAL,2,FH-R1-native,0,native,native-full-history-live,ba6fdaaa-a4c1-2dca-8163-a52b18bf6b64,1,FH-C0-native,MEASURED,0.4153439402580261,0.3777047395706177,0.7848922610282898,0.663671612739563,C0,0.0,-0.020482510328292847
ADDITIONAL,2,0.004166666883975267,ADDITIONAL,2,FH-R1-native,0,native,native-full-history-live,bcb0fe06-4f39-2c70-9c24-a8dd7496c2f8,1,FH-C0-native,MEASURED,0.0,0.0,0.25,0.0,C0,0.0,0.0
ADDITIONAL,2,0.020351363345980644,ADDITIONAL,3,FH-R1-native,0,native,native-full-history-live,bf9a3da2-45a5-2e80-8219-1f0a216399fe,1,FH-C0-native,MEASURED,0.041152264922857285,0.0008728767861612141,0.13912300765514374,0.005414418876171112,C0,0.0,0.0008728767861612141
ADDITIONAL,2,0.38446155190467834,ADDITIONAL,4,FH-R1-native,0,native,native-full-history-live,bf9a3de9-45a5-2e80-8022-277108d67404,1,FH-C0-native,MEASURED,0.31393295526504517,0.2738598883152008,0.6701605319976807,0.4376462399959564,C0,0.0,0.0008985400199890137
